ts_code,name,industry,trade_date,close,ma3,ma5,ma10,ma15,ma20,ma30,ma50,ma60,ma75,ma90,ma120,ma150,ma200,price_1_150,price_1_200,price_150_200,price_50_150,price_50_200,price_max_25,price_min_25,score
603331.SH,百达精工,专用机械,20221202,12.68,12.64,12.584,13.247,13.0533,12.876,12.8173,12.3588,12.1935,12.1001,12.0493,12.0741,11.8928,12.0431,1,1,0,1,1,1,1,6
603366.SH,日出东方,家用电器,20221202,7.13,7.0967,6.948,6.842,6.8567,6.877,6.913,7.7266,7.8962,8.2715,8.091,7.2318,6.625,6.0965,1,1,1,1,1,0,1,6
002793.SZ,罗欣药业,化学制药,20221202,8.66,8.6,8.568,8.665,8.814,8.801,8.4703,8.0146,7.863,7.7143,7.6411,7.6958,7.7786,7.9786,1,1,0,1,1,1,1,6
603367.SH,辰欣药业,化学制药,20221202,13.36,13.4267,13.396,13.456,13.5607,13.518,13.2333,12.6486,12.5523,12.4749,12.3762,12.2242,12.0315,12.0797,1,1,0,1,1,1,1,6
688566.SH,吉贝尔,化学制药,20221202,24.53,24.7,24.588,25.41,25.086,23.9645,22.3597,20.6819,20.3263,20.0053,19.7578,19.3233,18.8439,18.9953,1,1,0,1,1,1,1,6
002733.SZ,雄韬股份,电气设备,20221202,18.23,18.0333,17.864,18.012,18.1627,18.4815,18.7913,18.3774,18.608,18.8097,18.7158,18.2327,17.0947,16.6974,1,1,1,1,1,0,1,6
603368.SH,柳药集团,医药商业,20221202,21.96,21.8633,21.962,21.002,20.5533,19.9875,19.2757,17.9378,17.6852,17.4297,17.2686,17.0674,16.6223,16.6335,1,1,0,1,1,1,1,6
002808.SZ,恒久科技,元器件,20221202,8.37,8.0833,8.062,8.251,8.236,8.249,8.08,7.7122,7.7027,7.76,7.9016,7.7841,7.5663,7.6153,1,1,0,1,1,1,1,6
002835.SZ,同为股份,IT设备,20221202,11.48,11.3667,11.302,11.626,11.8007,11.995,11.992,11.7526,11.6043,11.5545,11.5361,11.0736,10.6515,10.9423,1,1,0,1,1,1,1,6
603680.SH,今创集团,运输设备,20221202,8.69,8.6867,8.656,8.661,8.696,8.782,8.8027,8.645,8.5548,8.4737,8.3662,8.2739,8.0724,8.0733,1,1,0,1,1,1,1,6
603496.SH,恒为科技,IT设备,20221202,15.72,15.2967,15.172,15.615,15.602,15.2785,14.6997,13.5554,13.1402,12.8704,12.8317,12.5556,12.1749,12.265,1,1,0,1,1,1,1,6
603507.SH,振江股份,电气设备,20221202,36.5,35.3667,35.086,35.593,35.8727,35.9385,35.66,34.4808,34.5908,34.9977,34.8228,34.2804,32.151,31.4902,1,1,1,1,1,0,1,6
002773.SZ,康弘药业,化学制药,20221202,16.24,16.1967,16.146,16.508,16.734,16.889,17.075,16.8756,16.6332,16.2831,15.9258,15.6028,15.2524,15.3965,1,1,0,1,1,1,1,6
603712.SH,七一二,通信设备,20221202,37.3,36.7533,36.728,36.31,36.1807,36.051,36.867,36.7808,36.4202,35.2681,34.5374,33.4873,32.3111,32.5179,1,1,0,1,1,1,1,6
002883.SZ,中设股份,建筑工程,20221202,12.95,12.9133,13.316,12.993,12.3627,11.9715,11.383,10.9308,10.8988,10.9525,10.8497,10.8906,10.9647,10.6016,1,1,1,0,1,1,1,6
002896.SZ,中大力德,机械基件,20221202,25.6,25.2833,24.756,24.64,24.8667,25.3345,25.4317,26.5408,27.4018,28.726,30.3456,27.4392,24.5851,22.2134,1,1,1,1,1,0,1,6
002897.SZ,意华股份,元器件,20221202,57.38,54.0833,53.32,54.254,55.2987,56.729,56.1667,55.6058,57.2622,60.5828,61.3267,57.8585,52.9522,48.7828,1,1,1,1,1,0,1,6
002899.SZ,英派斯,文教休闲,20221202,13.27,13.2833,13.192,13.22,13.3193,13.3445,13.1443,12.8056,12.8037,12.7451,12.6878,12.5386,12.3338,12.6895,1,1,0,1,1,1,1,6
002632.SZ,道明光学,塑料,20221202,7.03,6.9533,6.874,6.843,6.9247,6.898,6.7207,6.4708,6.4922,6.7228,6.7333,6.6597,6.4411,6.4096,1,1,1,1,1,0,1,6
002629.SZ,仁智股份,石油开采,20221202,4.43,4.4433,4.434,4.486,4.472,4.4425,4.305,4.1296,4.1667,4.1299,4.0558,3.9442,3.8583,3.8899,1,1,0,1,1,1,1,6
603199.SH,九华旅游,旅游景点,20221202,27.22,27.1967,26.672,25.225,25.2447,25.169,24.4927,23.8328,23.902,23.5528,23.4109,23.5094,23.0378,23.5201,1,1,0,1,1,1,1,6
002907.SZ,华森制药,中成药,20221202,24.5,24.6867,24.954,27.241,28.2767,27.995,26.7843,21.3454,19.792,18.3015,17.4271,16.3513,15.5021,15.1881,1,1,1,1,1,0,1,6
603196.SH,日播时尚,服饰,20221202,7.69,7.47,7.406,7.427,7.5313,7.606,7.6027,7.3324,7.2413,7.1504,7.0801,6.9061,6.7418,6.8377,1,1,0,1,1,1,1,6
603578.SH,三星新材,玻璃,20221202,13.21,13.17,13.112,13.052,12.998,12.9315,12.7187,12.3252,12.2778,12.4636,12.6003,12.6654,12.4896,12.2429,1,1,1,0,1,1,1,6
002615.SZ,哈尔斯,家居用品,20221202,6.27,6.1633,6.114,6.136,6.2287,6.2975,6.1743,6.3874,6.5923,6.7051,6.7709,6.5882,6.3013,6.0454,0,1,1,1,1,1,1,6
603580.SH,艾艾精工,塑料,20221202,16.08,15.45,14.92,13.452,12.86,12.5565,12.209,11.8338,11.7023,11.5799,11.6481,11.5613,11.1987,11.2554,1,1,0,1,1,1,1,6
603719.SH,良品铺子,食品,20221202,39.92,38.96,38.356,37.107,36.2767,35.304,33.1547,30.8436,30.424,29.5137,28.6138,27.9604,27.158,28.0437,1,1,0,1,1,1,1,6
002912.SZ,中新赛克,软件服务,20221202,35.51,34.3433,34.006,34.677,34.362,33.1985,30.924,26.933,26.154,25.6153,25.4517,24.9333,24.2395,25.0201,1,1,0,1,1,1,1,6
688600.SH,皖仪科技,电器仪表,20221202,27.0,26.8567,26.738,27.369,27.7433,28.3135,29.626,28.407,26.6885,24.992,23.4843,20.811,18.9799,18.0072,1,1,1,1,1,0,1,6
603171.SH,税友股份,软件服务,20221202,37.44,37.3267,36.852,37.022,36.8613,36.545,34.405,30.69,29.9758,29.5571,29.3947,28.7667,28.2188,29.6733,1,1,0,1,1,1,1,6
688526.SH,科前生物,农业综合,20221202,25.82,25.9967,25.816,25.652,25.7153,25.649,25.1247,24.1714,24.1052,24.2197,24.3897,24.675,23.8178,23.963,1,1,0,1,1,1,1,6
603567.SH,珍宝岛,中成药,20221202,14.88,14.53,14.372,13.86,13.5473,13.2475,12.9597,12.6876,12.7208,12.5895,12.3968,12.226,12.1733,12.5647,1,1,0,1,1,1,1,6
603208.SH,江山欧派,家居用品,20221202,59.79,58.8167,57.162,53.39,52.3713,50.3655,46.9213,44.3522,43.9062,42.8876,42.4427,43.0582,42.0967,44.1929,1,1,0,1,1,1,1,6
002875.SZ,安奈儿,服饰,20221202,19.12,17.4333,15.942,13.205,11.65,10.812,9.9563,9.3292,9.227,9.1237,9.0318,8.9537,9.0722,9.2619,1,1,0,1,1,1,1,6
603699.SH,纽威股份,机械基件,20221202,11.12,11.1767,10.854,10.767,10.536,10.4045,9.848,8.9928,8.918,8.9203,8.8742,8.7087,8.5285,8.7138,1,1,0,1,1,1,1,6
002846.SZ,英联股份,广告包装,20221202,10.71,10.5533,10.854,11.146,10.3213,9.8245,8.954,8.2058,8.0888,7.8776,7.7167,7.3688,7.0818,7.1142,1,1,0,1,1,1,1,6
002660.SZ,茂硕电源,电气设备,20221202,8.26,8.2033,8.188,8.305,8.328,8.3755,8.3133,8.086,8.2672,8.4763,8.5148,8.3679,8.1058,8.0182,1,1,1,0,1,1,1,6
603279.SH,景津装备,环境保护,20221202,30.25,30.1533,30.36,30.948,30.7427,30.9725,30.9643,29.5528,29.4487,29.9259,30.3579,30.1612,29.5613,29.0777,1,1,1,0,1,1,1,6
002659.SZ,凯文教育,文教休闲,20221202,4.87,4.93,4.85,4.736,4.7007,4.602,4.3887,4.243,4.2113,4.1776,4.1704,4.1985,4.1305,4.1862,1,1,0,1,1,1,1,6
002851.SZ,麦格米特,电气设备,20221202,26.69,26.41,26.428,27.035,27.5967,27.6995,28.0137,28.4916,29.151,29.1408,29.2639,28.7431,26.8834,26.1469,0,1,1,1,1,1,1,6
603690.SH,至纯科技,半导体,20221202,41.71,42.31,42.182,42.384,42.79,43.2195,42.5303,41.377,41.0023,41.0131,41.1094,40.4782,39.3515,38.8543,1,1,1,1,1,0,1,6
603269.SH,海鸥股份,机械基件,20221202,13.6,13.49,13.432,13.487,13.482,13.4565,13.1563,12.7184,12.8267,12.9133,12.9286,12.6946,12.3745,12.6605,1,1,0,1,1,1,1,6
002862.SZ,实丰文化,文教休闲,20221202,15.17,15.0567,15.13,15.338,15.0233,14.953,14.2947,13.762,13.5288,13.3137,13.0629,12.5674,12.1846,12.2282,1,1,0,1,1,1,1,6
002657.SZ,中科金财,软件服务,20221202,17.11,16.7,16.546,16.774,17.3627,17.1805,16.5943,15.7168,15.5772,15.5941,15.6538,15.6171,15.1079,15.2184,1,1,0,1,1,1,1,6
688597.SH,煜邦电力,电器仪表,20221202,17.04,16.7967,16.96,17.373,17.6013,17.9315,18.292,17.6978,17.627,18.074,18.2208,17.5701,16.578,15.8988,1,1,1,1,1,0,1,6
002654.SZ,万润科技,互联网,20221202,4.68,4.6233,4.562,4.524,4.5527,4.556,4.498,4.2696,4.2905,4.3868,4.3388,4.2002,4.0567,4.1447,1,1,0,1,1,1,1,6
603529.SH,爱玛科技,摩托车,20221202,51.0,50.7267,50.896,51.361,51.624,52.648,55.4513,55.1618,54.4963,54.9376,55.9208,54.9331,51.4289,45.6644,0,1,1,1,1,1,1,6
002644.SZ,佛慈制药,中成药,20221202,11.46,11.78,11.49,11.593,11.5407,11.301,10.879,10.19,10.0223,9.7491,9.5413,9.5137,9.3995,9.6767,1,1,0,1,1,1,1,6
002642.SZ,荣联科技,软件服务,20221202,7.95,7.95,7.946,8.133,8.558,8.5335,8.081,7.152,6.996,6.7984,6.6563,6.4073,6.1455,6.2685,1,1,0,1,1,1,1,6
603232.SH,格尔软件,软件服务,20221202,16.55,16.5467,16.326,16.285,16.8107,17.1415,16.482,14.2348,13.6943,13.2515,12.8939,12.393,11.9333,12.3492,1,1,0,1,1,1,1,6
603668.SH,天马科技,饲料,20221202,18.91,18.7,18.53,18.198,17.776,17.697,17.4683,17.6894,17.7312,18.25,18.712,18.9156,17.7305,16.4187,1,1,1,0,1,1,1,6
603559.SH,中通国脉,通信设备,20221202,13.46,12.7967,12.57,12.713,12.6113,12.5395,12.2513,11.7686,11.6548,11.6541,11.5904,11.4668,11.1929,11.4627,1,1,0,1,1,1,1,6
002873.SZ,新天药业,中成药,20221202,16.51,16.1433,15.87,15.887,16.1513,16.0075,15.6875,13.7894,13.3229,12.8504,12.582,12.4098,12.1056,12.7319,1,1,0,1,1,1,1,6
603757.SH,大元泵业,机械基件,20221202,23.61,23.3267,22.818,22.481,22.2253,22.248,22.1087,23.7622,24.2513,24.7021,23.7458,21.5356,19.9064,18.6786,1,1,1,1,1,0,1,6
605068.SH,明新旭腾,汽车配件,20221202,31.3,31.32,30.554,29.704,29.174,28.546,27.4597,25.501,25.3158,25.6725,26.4124,26.1435,24.917,25.0284,1,1,0,1,1,1,1,6
603058.SH,永吉股份,广告包装,20221202,8.08,7.9733,7.916,7.863,7.8833,7.78,7.5873,7.4828,7.6354,7.7212,7.7048,7.5104,7.3384,7.4429,1,1,0,1,1,1,1,6
600576.SH,祥源文旅,影视音像,20221202,6.24,6.1833,6.16,6.039,6.072,6.1,5.9717,5.793,5.7702,5.6643,5.5508,5.485,5.3979,5.5855,1,1,0,1,1,1,1,6
688107.SH,安路科技-U,半导体,20221202,66.26,64.78,64.146,66.297,67.468,66.964,66.945,61.5922,60.993,62.3949,63.796,64.1165,61.5913,59.4744,1,1,1,1,1,0,1,6
600603.SH,广汇物流,区域地产,20221202,8.71,8.1067,7.962,7.836,7.8913,7.8885,7.8073,8.6156,9.0965,9.5048,9.5691,8.7746,7.9535,6.9996,1,1,1,1,1,0,1,6
603979.SH,金诚信,建筑工程,20221202,26.06,25.5067,24.822,24.243,24.3233,24.3115,23.3373,22.1434,21.8622,21.4973,21.1556,20.8696,20.9701,21.2043,1,1,0,1,1,1,1,6
300993.SZ,玉马遮阳,家居用品,20221202,15.25,14.6133,14.43,13.913,13.7007,13.5925,13.3237,13.2818,13.4203,13.4227,13.291,13.1374,12.9314,13.0614,1,1,0,1,1,1,1,6
300996.SZ,普联软件,软件服务,20221202,41.39,41.8267,41.282,42.52,43.6167,43.594,43.1233,38.3912,36.8817,35.588,34.6874,32.9951,30.8512,31.2332,1,1,0,1,1,1,1,6
600587.SH,新华医疗,医疗保健,20221202,24.75,25.4467,25.796,25.904,26.6353,26.458,26.5713,25.3966,24.7352,23.7608,22.9844,22.3646,21.7353,22.2826,1,1,0,1,1,1,1,6
301015.SZ,百洋医药,医药商业,20221202,26.5,26.16,26.134,26.51,27.054,27.4075,27.4047,25.9288,25.4235,25.2533,24.8471,23.9503,23.2901,23.6292,1,1,0,1,1,1,1,6
600586.SH,金晶科技,玻璃,20221202,9.02,8.7533,8.394,8.114,8.1427,8.275,8.2797,8.7188,9.1895,9.5188,9.3953,8.7717,8.2106,8.1031,1,1,1,1,1,0,1,6
301018.SZ,申菱环境,专用机械,20221202,38.78,38.1833,38.598,39.203,39.306,40.509,42.479,42.6268,42.4173,43.0884,43.1129,39.0644,35.7212,33.3166,1,1,1,1,1,0,1,6
688083.SH,中望软件,软件服务,20221202,198.5,191.63,188.634,190.678,195.6093,197.8665,204.9067,195.3566,193.8202,194.7615,199.3091,199.3246,192.3275,186.5492,1,1,1,1,1,0,1,6
600579.SH,克劳斯,化工机械,20221202,7.08,6.9867,6.916,6.965,6.948,6.9445,6.9933,6.617,6.6138,6.7237,6.8334,6.7768,6.6117,6.5926,1,1,1,1,1,0,1,6
600578.SH,京能电力,火力发电,20221202,3.48,3.49,3.49,3.473,3.42,3.396,3.3387,3.292,3.3315,3.3792,3.3771,3.3603,3.3015,3.1981,1,1,1,0,1,1,1,6
688071.SH,华依科技,专用机械,20221202,60.89,60.4333,60.24,62.325,63.81,65.1765,64.0383,63.5298,64.6062,66.1087,64.761,60.6082,54.7615,51.8616,1,1,1,1,1,0,1,6
300963.SZ,中洲特材,小金属,20221202,16.73,16.65,16.624,16.99,17.1427,17.2635,17.2867,17.1808,17.4015,17.9767,18.1567,17.4587,16.6508,16.4112,1,1,1,1,1,0,1,6
301059.SZ,金三江,化工原料,20221202,21.29,20.82,20.654,21.129,21.2473,21.4875,21.554,21.352,22.0505,23.1095,22.6407,21.1483,19.9996,19.5052,1,1,1,1,1,0,1,6
688063.SH,派能科技,电气设备,20221202,342.62,331.04,328.736,322.865,318.8373,324.1205,332.3463,358.275,369.4468,384.6904,385.3695,370.7139,334.1643,284.7398,1,1,1,1,1,0,1,6
688059.SH,华锐精密,机械基件,20221202,147.91,147.45,143.774,145.949,144.816,141.827,135.155,124.3832,122.3508,121.5023,124.0832,126.9106,123.8851,124.0365,1,1,0,1,1,1,1,6
600573.SH,惠泉啤酒,啤酒,20221202,10.8,10.3533,10.154,9.99,10.1387,10.2805,9.9993,10.017,9.986,9.8349,9.7128,9.6963,9.5954,9.7175,1,1,0,1,1,1,1,6
600570.SH,恒生电子,软件服务,20221202,40.1,40.32,40.2,40.973,41.602,41.2615,40.145,37.5498,37.0713,36.0792,35.4821,34.8623,33.6415,34.168,1,1,0,1,1,1,1,6
600568.SH,ST中珠,医疗保健,20221202,1.88,1.8867,1.882,1.884,1.8893,1.878,1.847,1.8066,1.8188,1.826,1.8369,1.7815,1.7502,1.7468,1,1,1,1,1,1,0,6
688037.SH,芯源微,半导体,20221202,194.0,194.9967,196.556,200.89,201.754,208.5235,222.226,217.8696,216.9738,214.1443,209.9908,193.0366,179.2328,170.9066,1,1,1,1,1,0,1,6
600562.SH,国睿科技,通信设备,20221202,17.54,17.5567,17.594,17.741,17.3927,17.044,16.302,15.4316,15.3548,15.3904,15.5437,15.4494,15.208,15.3164,1,1,0,1,1,1,1,6
600560.SH,金自天正,电气设备,20221202,10.82,10.82,10.664,10.726,10.678,10.626,10.5053,10.1366,10.1477,10.4799,10.6793,10.6296,10.2483,10.1107,1,1,1,0,1,1,1,6
600551.SH,时代出版,出版业,20221202,11.14,11.02,11.068,11.047,11.12,11.119,10.776,10.405,10.5137,10.7385,10.8204,10.9377,10.4727,10.032,1,1,1,0,1,1,1,6
688013.SH,天臣医疗,医疗保健,20221202,22.23,21.8333,21.704,21.914,22.2927,22.325,22.547,21.5906,21.342,21.1247,21.0406,20.7954,20.3728,20.9111,1,1,0,1,1,1,1,6
605566.SH,福莱蒽特,染料涂料,20221202,24.77,24.45,24.298,24.444,24.6033,24.763,24.6407,24.3828,24.5322,24.9231,24.7672,24.2241,23.4141,23.6238,1,1,0,1,1,1,1,6
600605.SH,汇通能源,房产服务,20221202,11.21,11.2433,11.236,11.072,11.07,11.0905,12.1387,12.896,12.3297,11.6467,11.1084,10.3281,9.7709,9.5363,1,1,1,1,1,0,1,6
603970.SH,中农立华,农药化肥,20221202,29.28,29.59,29.254,29.393,29.8687,30.9535,31.395,30.5638,30.3752,30.4155,30.5984,31.0881,30.3375,29.1795,0,1,1,1,1,1,1,6
600757.SH,长江传媒,出版业,20221202,5.76,5.75,5.754,5.612,5.5267,5.456,5.3787,5.44,5.5202,5.5097,5.4518,5.3977,5.3229,5.3441,1,1,0,1,1,1,1,6
300847.SZ,中船汉光,化工原料,20221202,18.5,18.69,18.532,19.045,17.758,16.2785,14.6997,13.2832,13.1063,13.0775,13.0991,12.9887,12.7961,13.0367,1,1,0,1,1,1,1,6
603922.SH,金鸿顺,汽车配件,20221202,25.41,25.5333,25.446,25.956,26.3687,26.923,27.606,26.9054,26.5743,26.4897,26.0822,25.1753,24.1369,23.5199,1,1,1,1,1,0,1,6
603927.SH,中科软,软件服务,20221202,29.45,29.84,29.886,30.563,30.7327,30.6475,30.0013,27.2636,26.5453,25.8245,25.4413,24.8472,24.1634,24.8001,1,1,0,1,1,1,1,6
300797.SZ,钢研纳克,电器仪表,20221202,17.04,16.5233,16.25,16.321,16.49,16.6065,16.3933,15.681,15.386,15.2287,15.0767,14.7223,14.301,14.4189,1,1,0,1,1,1,1,6
600731.SH,湖南海利,农药化肥,20221202,7.88,7.7767,7.722,7.733,7.7927,7.8635,7.8327,7.629,7.6978,7.8573,8.0063,7.8335,7.6434,7.5823,1,1,1,0,1,1,1,6
600730.SH,中国高科,综合类,20221202,6.65,6.7233,6.776,6.833,6.7547,6.7065,6.446,6.0246,5.9563,5.8355,5.7793,5.778,5.6796,5.7138,1,1,0,1,1,1,1,6
300813.SZ,泰林生物,医疗保健,20221202,79.7,80.6633,78.934,70.38,66.714,62.243,54.098,47.0566,44.6595,42.9013,41.9838,41.6193,41.9182,42.7577,1,1,0,1,1,1,1,6
600719.SH,ST热电,供气供热,20221202,4.98,4.9833,4.99,4.946,4.9173,4.876,4.731,4.6814,4.7447,4.8623,4.9124,4.9475,4.8021,4.5755,1,1,1,0,1,1,1,6
300820.SZ,英杰电气,电气设备,20221202,85.8,83.9067,85.268,89.524,91.4613,96.166,102.7063,104.4526,103.842,100.8091,95.8578,88.7067,81.7741,73.899,1,1,1,1,1,0,1,6
300827.SZ,上能电气,电气设备,20221202,58.43,57.0033,56.978,57.948,58.4333,59.5585,61.5403,58.5896,58.1247,59.4143,60.2831,58.5228,53.4561,49.8106,1,1,1,1,1,0,1,6
300837.SZ,浙矿股份,专用机械,20221202,44.65,44.6033,44.494,45.973,46.426,47.434,47.8197,46.1408,44.8532,44.3339,44.0143,42.9142,42.0295,42.2223,1,1,0,1,1,1,1,6
300845.SZ,捷安高科,软件服务,20221202,22.03,21.6,21.472,23.159,23.0727,23.1485,23.487,19.9512,19.078,18.1132,17.4283,16.3942,15.639,15.8004,1,1,0,1,1,1,1,6
688161.SH,威高骨科,医疗保健,20221202,56.89,56.3833,55.802,55.549,56.462,56.8715,59.1433,59.6564,59.1158,58.0743,57.5721,55.0839,52.5958,53.0948,1,1,0,1,1,1,1,6
300848.SZ,美瑞新材,化工原料,20221202,23.62,23.04,22.714,22.749,23.0293,23.3205,23.244,23.4052,23.8395,25.0053,25.1082,23.4558,22.3063,21.6519,1,1,1,1,1,0,1,6
600613.SH,神奇制药,中成药,20221202,9.87,10.3,10.258,10.655,11.044,10.201,8.9543,7.4856,7.1723,6.8563,6.6824,6.464,6.2697,6.2411,1,1,1,1,1,0,1,6
300849.SZ,锦盛新材,塑料,20221202,12.36,12.43,12.414,12.368,12.3493,12.263,12.1527,12.2364,12.291,12.2807,12.2368,12.1859,11.9392,11.6906,1,1,1,1,1,1,0,6
688160.SH,步科股份,电器仪表,20221202,34.59,33.8533,33.67,34.65,35.1073,34.963,34.9883,34.4172,35.0732,37.5871,37.2612,34.7378,32.3263,31.4247,1,1,1,1,1,0,1,6
600710.SH,苏美达,商贸代理,20221202,6.29,6.2967,6.292,6.251,6.2173,6.2305,6.1773,6.0198,6.1067,6.2364,6.2229,6.1612,6.0304,5.9673,1,1,1,0,1,1,1,6
603958.SH,哈森股份,服饰,20221202,6.99,6.8667,6.726,6.663,6.6473,6.608,6.468,6.3986,6.4972,6.6117,6.571,6.4402,6.2939,6.3305,1,1,0,1,1,1,1,6
603963.SH,大理药业,中成药,20221202,14.99,15.1,15.184,15.416,15.9807,15.7705,15.2617,14.439,14.4585,14.6601,14.9106,15.3866,14.9375,13.8257,1,1,1,0,1,1,1,6
300884.SZ,狄耐克,通信设备,20221202,11.58,11.61,11.632,11.442,11.4787,11.3545,11.2187,11.4056,11.2992,11.1444,11.0726,10.8413,10.5965,10.7742,1,1,0,1,1,1,1,6
600636.SH,国新文化,文教休闲,20221202,10.67,10.2567,10.088,10.023,9.842,9.9145,9.9553,8.964,8.688,8.4391,8.2429,8.0437,7.8546,7.9571,1,1,0,1,1,1,1,6
300913.SZ,兆龙互连,通信设备,20221202,18.52,18.2133,17.828,18.167,18.318,18.3625,18.2497,17.7384,17.8228,17.7304,17.674,17.2735,16.8163,17.1065,1,1,0,1,1,1,1,6
603968.SH,醋化股份,化工原料,20221202,22.01,21.9167,21.802,21.758,21.6693,21.7485,21.375,21.0084,21.1525,21.5259,21.9562,21.6824,21.0322,20.1597,1,1,1,0,1,1,1,6
300916.SZ,朗特智能,元器件,20221202,50.22,48.98,48.678,50.228,51.4607,52.981,55.177,56.1978,56.804,58.9547,58.505,55.2859,49.7464,46.0018,1,1,1,1,1,0,1,6
603969.SH,银龙股份,其他建材,20221202,5.24,5.1967,5.192,5.27,5.344,5.4405,5.4993,5.3822,5.3147,5.2263,5.2097,5.0528,4.9054,4.9551,1,1,0,1,1,1,1,6
688122.SH,西部超导,小金属,20221202,97.72,97.9767,98.014,100.106,100.824,101.6455,105.2507,108.039,108.6942,108.4895,107.7603,104.296,100.5724,95.4604,0,1,1,1,1,1,1,6
605507.SH,国邦医药,化学制药,20221202,28.67,28.79,28.856,29.126,29.6473,29.8465,29.1027,27.7974,27.4093,26.6281,25.9767,25.4434,24.9546,26.0201,1,1,0,1,1,1,1,6
301235.SZ,华康医疗,医疗保健,20221202,48.59,49.2067,50.236,50.729,51.5327,50.203,48.45,44.883,43.4812,42.9775,42.9717,42.2531,41.6984,43.6926,1,1,0,1,1,1,1,6
605365.SH,立达信,家用电器,20221202,17.14,16.9967,17.0,17.192,17.3313,17.344,17.3533,16.8118,16.7598,16.9443,17.18,16.9866,16.547,16.5761,1,1,0,1,1,1,1,6
600228.SH,返利科技,互联网,20221202,7.23,7.16,7.13,7.118,7.1373,7.1495,7.0423,6.8506,6.7967,6.7119,6.6501,6.5998,6.6835,6.8354,1,1,0,1,1,1,1,6
600182.SH,S*ST佳通,汽车配件,20221202,13.58,13.6533,13.872,14.175,14.2627,14.172,13.5143,13.0254,13.178,13.3813,13.559,13.5175,12.7641,12.8069,1,1,0,1,1,1,1,6
600187.SH,国中水务,水务,20221202,2.54,2.5333,2.522,2.5,2.5687,2.605,2.5693,2.5752,2.624,2.6576,2.651,2.6238,2.5399,2.5121,1,1,1,1,1,1,0,6
600376.SH,首开股份,区域地产,20221202,6.27,6.4333,6.716,6.296,6.124,5.991,5.5937,5.1136,5.0337,4.9072,4.8178,4.7811,4.8279,5.0587,1,1,0,1,1,1,1,6
600193.SH,创兴资源,装修装饰,20221202,6.5,6.47,6.496,6.61,6.7147,6.616,6.3477,5.9648,5.9107,5.9645,5.9321,5.7749,5.6841,5.7238,1,1,0,1,1,1,1,6
605133.SH,嵘泰股份,汽车配件,20221202,27.67,27.7933,27.132,27.043,27.5333,28.206,28.592,28.4806,28.8748,30.0093,30.3037,28.8399,26.6406,24.9717,1,1,1,1,1,0,1,6
605050.SH,福然德,仓储物流,20221202,14.22,14.03,13.846,13.91,14.0167,14.1425,14.159,13.9304,14.0465,14.5787,15.0314,14.6855,13.9295,13.5223,1,1,1,1,1,0,1,6
600365.SH,ST通葡,红黄酒,20221202,4.53,4.51,4.474,4.452,4.4647,4.4295,4.3553,4.5728,4.5555,4.4747,4.4052,4.3905,4.3953,4.508,1,1,0,1,1,1,1,6
600361.SH,华联综超,超市连锁,20221202,6.77,6.77,6.67,6.552,6.572,6.571,6.4217,6.4004,6.6503,6.7776,6.8004,6.655,6.4311,6.2145,1,1,1,0,1,1,1,6
600356.SH,恒丰纸业,造纸,20221202,7.62,7.6133,7.588,7.523,7.532,7.5025,7.3793,7.0766,7.0903,7.0885,7.0696,7.0164,6.9309,7.0279,1,1,0,1,1,1,1,6
600222.SH,太龙药业,中成药,20221202,8.17,8.2033,8.296,8.517,8.042,7.5145,6.8683,6.2384,6.1075,5.9943,5.9267,5.9312,5.884,6.1925,1,1,0,1,1,1,1,6
600355.SH,精伦电子,元器件,20221202,3.75,3.5133,3.456,3.46,3.4787,3.472,3.4263,3.3502,3.3727,3.4487,3.4948,3.3924,3.2797,3.3215,1,1,0,1,1,1,1,6
600226.SH,ST瀚叶,互联网,20221202,2.44,2.4433,2.444,2.429,2.45,2.461,2.4437,2.4626,2.5072,2.5597,2.5447,2.4562,2.393,2.3559,1,1,1,1,1,1,0,6
600233.SH,圆通速递,仓储物流,20221202,19.18,19.4267,19.396,19.412,19.388,19.2975,19.45,20.0946,20.1672,20.2093,20.1061,20.0392,19.7602,18.9898,0,1,1,1,1,1,1,6
605318.SH,法狮龙,其他建材,20221202,15.72,15.6933,15.62,15.491,15.4587,15.438,15.3543,15.2142,15.4677,15.7263,15.71,15.3509,15.0163,15.0654,1,1,0,1,1,1,1,6
600236.SH,桂冠电力,水力发电,20221202,6.17,6.2,6.212,6.203,6.1847,6.1855,6.2407,6.2674,6.295,6.2961,6.2623,6.2708,6.1802,5.9919,0,1,1,1,1,1,1,6
600241.SH,ST时万,电气设备,20221202,9.08,9.0833,9.116,9.198,9.0433,8.91,8.5567,8.2526,8.2482,8.2789,8.2117,8.1229,7.8391,8.0212,1,1,0,1,1,1,1,6
600350.SH,山东高速,路桥,20221202,5.64,5.69,5.708,5.679,5.656,5.627,5.6093,5.5768,5.559,5.4883,5.4423,5.4095,5.3882,5.3109,1,1,1,1,1,1,0,6
600348.SH,华阳股份,煤炭开采,20221202,16.59,16.6667,16.434,16.343,16.5827,17.103,17.5773,18.2006,18.3992,18.9052,19.1698,17.945,16.5472,15.2969,1,1,1,1,1,0,1,6
605058.SH,澳弘电子,元器件,20221202,20.25,20.1533,20.054,20.209,20.5487,20.559,20.411,19.8154,19.8517,20.0551,20.1079,19.8153,19.3391,19.7107,1,1,0,1,1,1,1,6
