ts_code,name,industry,trade_date,close,ma3,ma5,ma10,ma15,ma20,ma30,ma50,ma60,ma75,ma90,ma120,ma150,ma200,price_1_150,price_1_200,price_150_200,price_50_150,price_50_200,price_max_25,price_min_25,score
603658.SH,安图生物,医疗保健,20221202,59.73,60.18,60.482,61.248,62.244,63.3765,66.454,63.403,60.8903,58.1188,56.0332,53.8095,51.7576,50.5848,1,1,1,1,1,1,1,7
300706.SZ,阿石创,元器件,20221202,25.77,25.88,26.27,27.188,27.2247,27.195,26.1247,24.1932,24.0735,24.4613,24.9198,24.5557,23.492,23.4728,1,1,1,1,1,1,1,7
300703.SZ,创源股份,文教休闲,20221202,10.68,10.4433,10.458,10.726,10.89,10.9475,10.625,10.5402,10.661,10.7392,10.633,10.3502,9.9592,9.893,1,1,1,1,1,1,1,7
300700.SZ,岱勒新材,矿物制品,20221202,38.76,37.8133,37.55,38.244,37.5787,37.57,36.746,34.6026,34.563,34.9111,34.9842,33.9018,31.1936,28.3175,1,1,1,1,1,1,1,7
300699.SZ,光威复材,化纤,20221202,72.55,72.1133,71.87,72.784,72.866,73.009,74.512,77.1606,78.3078,77.5325,76.4474,72.3972,68.3465,66.7732,1,1,1,1,1,1,1,7
300698.SZ,万马科技,通信设备,20221202,25.56,24.9933,24.86,25.665,26.3687,27.379,26.995,26.3608,26.0993,25.6744,24.3179,22.2173,20.7106,20.543,1,1,1,1,1,1,1,7
300693.SZ,盛弘股份,电气设备,20221202,58.92,56.9467,56.238,55.877,54.7933,55.238,55.9267,50.1428,48.5927,46.4265,44.4076,40.7433,37.0483,34.9535,1,1,1,1,1,1,1,7
300687.SZ,赛意信息,软件服务,20221202,32.28,32.0567,31.244,31.289,30.3673,29.8305,29.4727,27.5484,26.8413,26.5115,26.1484,25.4157,24.7053,24.6078,1,1,1,1,1,1,1,7
002112.SZ,三变科技,电气设备,20221202,8.22,8.11,8.216,8.422,8.5573,8.383,8.176,7.7504,7.909,7.9831,7.949,7.6321,7.1551,6.9397,1,1,1,1,1,1,1,7
300673.SZ,佩蒂股份,饲料,20221202,19.09,18.6067,18.262,17.95,18.066,18.25,18.25,19.8956,20.35,20.4515,19.7733,19.1648,18.5406,17.8775,1,1,1,1,1,1,1,7
300654.SZ,世纪天鸿,出版业,20221202,10.24,10.2567,10.174,10.161,10.098,10.0355,9.9547,10.0132,10.0522,10.0688,9.8914,9.5254,9.2143,9.133,1,1,1,1,1,1,1,7
688210.SH,统联精密,元器件,20221202,24.98,24.5367,24.346,24.728,25.2847,25.604,26.3347,25.0176,24.988,25.0284,24.8213,24.1446,23.1574,22.8669,1,1,1,1,1,1,1,7
300634.SZ,彩讯股份,软件服务,20221202,17.53,17.4567,17.444,17.858,18.3173,18.4875,18.6663,16.755,16.1883,15.5669,15.1157,14.4533,13.8572,13.8056,1,1,1,1,1,1,1,7
300633.SZ,开立医疗,医疗保健,20221202,51.88,51.41,50.756,51.23,51.4713,51.729,53.1907,50.9172,49.0547,47.0915,45.6524,42.2703,38.8788,36.225,1,1,1,1,1,1,1,7
002121.SZ,科陆电子,电器仪表,20221202,10.56,9.87,9.68,9.566,9.5187,9.6205,9.7727,9.2998,9.1553,9.1288,9.1302,8.6502,7.9322,7.1503,1,1,1,1,1,1,1,7
688212.SH,澳华内镜,医疗保健,20221202,63.11,62.0333,60.322,59.614,59.7613,61.3565,65.1523,65.415,63.4498,60.4031,58.6322,56.7153,53.6715,51.2239,1,1,1,1,1,1,1,7
300629.SZ,新劲刚,元器件,20221202,28.65,27.7867,27.932,28.776,28.774,28.266,27.0,24.9064,24.8193,25.1249,25.3708,24.1976,23.0127,22.0678,1,1,1,1,1,1,1,7
002126.SZ,银轮股份,汽车配件,20221202,13.9,14.0333,13.836,13.612,13.5947,13.6805,13.5063,13.12,13.0392,13.3481,13.6211,13.0607,12.1297,11.4799,1,1,1,1,1,1,1,7
300607.SZ,拓斯达,专用机械,20221202,15.8,15.4633,15.388,15.425,15.4967,15.4635,15.399,14.123,13.8957,13.9727,14.1542,13.7874,13.0873,12.909,1,1,1,1,1,1,1,7
300604.SZ,长川科技,专用机械,20221202,58.6,58.0867,58.306,56.609,55.656,55.937,57.4917,56.736,58.264,58.2523,57.5093,54.1489,50.7104,47.5248,1,1,1,1,1,1,1,7
300596.SZ,利安隆,化工原料,20221202,56.0,55.9767,56.022,57.483,57.8787,58.029,59.132,58.3166,58.2937,56.6656,54.9148,52.5854,51.2312,49.5331,1,1,1,1,1,1,1,7
300593.SZ,新雷能,电气设备,20221202,43.73,43.7267,44.572,45.289,45.66,46.3155,48.0207,47.6994,47.357,47.0279,46.0762,44.644,42.6716,39.7321,1,1,1,1,1,1,1,7
688223.SH,晶科能源,电气设备,20221202,15.89,15.4433,15.592,16.12,16.42,16.8385,16.9837,17.0084,17.1133,17.18,17.114,16.4891,15.8805,14.7914,1,1,1,1,1,1,1,7
300705.SZ,九典制药,化学制药,20221202,24.48,24.57,24.646,25.185,25.61,25.998,26.2983,24.266,23.278,22.6123,22.4381,21.9076,20.772,20.1133,1,1,1,1,1,1,1,7
300716.SZ,国立科技,塑料,20221202,18.6,17.6667,17.066,16.455,15.396,14.6595,13.589,11.957,11.5067,11.1765,10.8757,10.4316,10.1853,10.0607,1,1,1,1,1,1,1,7
300586.SZ,美联新材,化工原料,20221202,21.85,21.11,20.794,20.976,20.6087,19.939,19.591,19.1442,19.0163,19.4761,20.0361,19.3123,17.7175,16.1494,1,1,1,1,1,1,1,7
300718.SZ,长盛轴承,机械基件,20221202,26.25,25.23,24.786,25.254,24.8787,24.5205,24.8063,23.9364,23.3852,22.6955,22.5377,21.2145,19.4215,18.1717,1,1,1,1,1,1,1,7
300832.SZ,新产业,医疗保健,20221202,48.7,48.63,48.848,49.577,50.1593,51.2545,53.198,48.7664,46.6222,44.9815,44.2479,44.1087,43.3012,41.3527,1,1,1,1,1,1,1,7
300819.SZ,聚杰微纤,纺织,20221202,16.13,15.5,15.28,15.263,15.374,15.3535,15.3223,15.32,15.4227,15.3232,15.2548,15.1902,14.9647,14.8821,1,1,1,1,1,1,1,7
300817.SZ,双飞股份,机械基件,20221202,17.72,17.84,17.754,18.209,18.1487,17.538,16.8717,15.75,15.6145,15.7653,16.1142,16.1332,15.4856,15.4811,1,1,1,1,1,1,1,7
300811.SZ,铂科新材,元器件,20221202,94.01,92.9033,91.336,90.998,91.1667,94.373,97.8333,96.5082,96.6893,98.0955,98.8183,98.1313,93.5562,88.5185,1,1,1,1,1,1,1,7
300808.SZ,久量股份,家用电器,20221202,15.0,14.76,14.48,14.441,14.5673,14.72,14.9627,14.632,14.5323,14.3516,14.2083,13.91,13.348,13.2919,1,1,1,1,1,1,1,7
300802.SZ,矩子科技,专用机械,20221202,21.7,21.5833,21.568,21.633,21.522,21.645,21.8967,21.0868,21.0502,21.1943,21.6557,21.2255,19.9992,19.4779,1,1,1,1,1,1,1,7
300799.SZ,左江科技,软件服务,20221202,142.8,138.3667,135.26,132.22,130.0607,124.0295,116.5407,103.1328,98.6715,94.3331,91.442,86.212,78.3508,72.5561,1,1,1,1,1,1,1,7
002072.SZ,凯瑞德,商贸代理,20221202,8.08,8.1767,8.238,8.535,8.2707,8.0455,7.7583,7.2906,7.1248,6.9705,6.7833,6.5183,6.3207,6.0932,1,1,1,1,1,1,1,7
300796.SZ,贝斯美,农药化肥,20221202,21.23,21.02,20.778,20.881,20.2267,20.169,19.7643,18.9396,18.7375,18.5829,18.2764,17.4887,16.7315,15.8391,1,1,1,1,1,1,1,7
300795.SZ,米奥会展,文教休闲,20221202,43.08,41.8933,40.81,38.017,37.6253,36.934,33.683,30.2496,29.1945,27.5775,26.4818,25.0933,23.9255,23.8195,1,1,1,1,1,1,1,7
002076.SZ,*ST雪莱,家用电器,20221202,2.44,2.4567,2.41,2.294,2.2933,2.303,2.2,2.1702,2.2133,2.2228,2.2642,2.2478,2.0846,1.9551,1,1,1,1,1,1,1,7
002077.SZ,大港股份,半导体,20221202,17.53,17.9567,17.614,17.605,18.0793,18.224,17.8247,15.91,15.8125,16.1383,15.4803,13.2837,11.7314,10.4398,1,1,1,1,1,1,1,7
002079.SZ,苏州固锝,半导体,20221202,13.7,13.83,13.79,14.237,14.502,14.669,14.168,13.3382,13.4227,13.8536,13.9946,13.6183,12.7749,12.3376,1,1,1,1,1,1,1,7
002083.SZ,孚日股份,纺织,20221202,5.31,5.18,5.134,5.056,5.0493,4.9645,4.788,4.7952,4.8477,4.9503,5.0024,4.9028,4.7259,4.599,1,1,1,1,1,1,1,7
002085.SZ,万丰奥威,汽车配件,20221202,6.36,6.4,6.392,6.479,6.568,6.651,6.6997,6.3154,6.2547,6.3148,6.3549,6.1733,5.8549,5.5143,1,1,1,1,1,1,1,7
688188.SH,柏楚电子,软件服务,20221202,226.0,229.4833,228.878,236.434,236.5393,234.719,226.79,216.3284,213.5717,213.8591,220.3157,218.351,214.3392,212.2489,1,1,1,1,1,1,1,7
002088.SZ,鲁阳节能,矿物制品,20221202,23.3,22.7867,22.584,22.517,22.4413,22.17,21.7823,22.4678,23.2233,23.6823,23.6617,23.0316,21.9464,20.709,1,1,1,1,1,1,1,7
688192.SH,迪哲医药-U,生物制药,20221202,35.25,35.2,35.15,34.972,35.446,36.529,37.2113,35.5634,34.8968,33.9893,32.9087,31.1578,29.5925,29.5616,1,1,1,1,1,1,1,7
300724.SZ,捷佳伟创,专用机械,20221202,124.86,125.5133,126.684,129.16,127.6327,130.8965,134.7637,129.5882,130.2305,133.8936,133.4564,126.1636,114.2658,104.3041,1,1,1,1,1,1,1,7
300721.SZ,怡达股份,化工原料,20221202,50.49,50.3367,49.412,49.075,49.02,49.1955,48.8037,49.2184,50.216,49.038,46.8167,44.2003,41.9912,41.9254,1,1,1,1,1,1,1,7
300720.SZ,海川智能,电器仪表,20221202,14.95,14.4733,14.242,14.094,14.004,13.722,13.3817,13.0432,13.1067,13.3396,13.2753,12.9508,12.4375,12.2115,1,1,1,1,1,1,1,7
300587.SZ,天铁股份,橡胶,20221202,12.79,12.7667,12.718,12.606,12.53,12.668,12.1347,11.834,11.7915,11.9945,12.3707,12.3232,11.5874,11.4135,1,1,1,1,1,1,1,7
688226.SH,威腾电气,电气设备,20221202,27.55,26.7933,27.04,27.888,27.534,27.478,26.355,23.0132,22.12,21.754,20.4656,18.4672,17.0798,16.1815,1,1,1,1,1,1,1,7
002052.SZ,*ST同洲,家用电器,20221202,2.78,2.65,2.576,2.526,2.512,2.5085,2.482,2.4508,2.4448,2.4284,2.435,2.3822,2.2432,2.1292,1,1,1,1,1,1,1,7
688262.SH,国芯科技,半导体,20221202,53.8,53.18,52.756,53.843,54.0367,53.2345,51.3673,48.8554,49.5045,49.918,50.2233,49.1885,45.7191,43.5781,1,1,1,1,1,1,1,7
300452.SZ,山河药辅,化学制药,20221202,15.41,15.47,15.506,15.749,16.1693,16.1495,15.9853,15.0534,14.825,14.7453,14.5834,14.1901,13.8792,13.8564,1,1,1,1,1,1,1,7
688269.SH,凯立新材,化工原料,20221202,88.8,88.4167,88.018,88.397,88.8713,90.2595,89.766,87.8744,88.1369,89.0818,87.3762,84.5941,81.9506,79.1496,1,1,1,1,1,1,1,7
688270.SH,臻镭科技,半导体,20221202,122.49,121.1067,120.98,126.79,127.154,127.344,131.0717,123.7806,119.0652,112.1661,107.1283,97.3022,88.9508,81.9929,1,1,1,1,1,1,1,7
002180.SZ,纳思达,IT设备,20221202,53.27,54.17,54.08,55.189,55.4407,55.622,55.7557,52.1144,51.0858,50.7227,50.8402,50.8887,49.2838,48.1066,1,1,1,1,1,1,1,7
002181.SZ,粤传媒,出版业,20221202,7.16,7.2867,7.302,7.125,6.3733,5.8655,5.2207,4.7582,4.6968,4.6452,4.5774,4.5134,4.4195,4.3423,1,1,1,1,1,1,1,7
300438.SZ,鹏辉能源,电气设备,20221202,76.82,75.75,74.546,70.921,69.2033,69.664,69.4347,72.4262,74.6538,75.6645,75.2723,72.7145,66.4736,61.0156,1,1,1,1,1,1,1,7
300427.SZ,红相股份,电气设备,20221202,18.52,18.29,18.146,18.028,18.0407,18.215,18.1057,17.8118,17.6652,17.6088,17.5706,17.0175,16.5335,15.8598,1,1,1,1,1,1,1,7
300416.SZ,苏试试验,电器仪表,20221202,29.91,30.33,30.458,31.363,31.6453,31.9635,32.814,31.333,30.8262,30.4235,29.8532,28.2818,26.9729,25.7399,1,1,1,1,1,1,1,7
300410.SZ,正业科技,电器仪表,20221202,13.58,13.0733,12.84,12.46,12.2487,12.3485,12.1637,10.918,10.624,10.5719,10.3836,9.8868,9.3762,9.3594,1,1,1,1,1,1,1,7
688276.SH,百克生物,生物制药,20221202,72.14,71.7867,70.862,69.413,69.7107,70.1595,68.105,63.7428,63.1965,62.7947,62.5702,61.2031,57.3497,55.6121,1,1,1,1,1,1,1,7
688278.SH,特宝生物,生物制药,20221202,38.6,38.7667,38.912,39.122,39.9973,40.841,40.8057,38.1052,37.3202,35.5637,33.992,32.5539,31.1215,29.964,1,1,1,1,1,1,1,7
300396.SZ,迪瑞医疗,医疗保健,20221202,26.24,25.3167,25.192,25.64,24.8987,24.5035,24.106,21.632,20.8838,20.2929,19.3774,18.1722,17.4931,17.2552,1,1,1,1,1,1,1,7
002193.SZ,如意集团,纺织,20221202,7.12,6.7133,6.638,6.445,6.5307,6.416,6.2647,6.3764,6.476,6.5808,6.5744,6.4443,6.2792,6.2187,1,1,1,1,1,1,1,7
300395.SZ,菲利华,玻璃,20221202,57.09,57.5067,56.74,56.799,57.2367,57.9925,60.061,60.0492,60.1038,60.1664,58.7191,55.3915,51.3725,47.4399,1,1,1,1,1,1,1,7
300370.SZ,*ST安控,电器仪表,20221202,2.66,2.63,2.62,2.628,2.6513,2.649,2.6307,2.6588,2.6708,2.6529,2.6117,2.5302,2.3714,2.2462,1,1,1,1,1,1,1,7
300360.SZ,炬华科技,电器仪表,20221202,15.87,15.9467,16.21,16.654,16.6633,16.704,15.5147,14.654,14.557,14.4373,14.1199,13.7566,12.7783,11.8991,1,1,1,1,1,1,1,7
300357.SZ,我武生物,生物制药,20221202,51.81,51.48,51.24,51.055,51.2,51.201,50.74,49.2194,48.7987,48.1883,48.0227,48.4944,47.2442,45.3914,1,1,1,1,1,1,1,7
300356.SZ,*ST光一,电气设备,20221202,5.16,5.12,5.1,5.034,5.0287,4.743,4.3507,3.9796,3.9468,3.8153,3.6122,3.2203,2.986,2.9727,1,1,1,1,1,1,1,7
300354.SZ,东华测试,电器仪表,20221202,38.97,37.6833,37.036,37.142,37.75,38.294,39.1567,36.8672,36.3173,36.2267,36.5234,35.4602,33.5742,32.6183,1,1,1,1,1,1,1,7
002203.SZ,海亮股份,铜,20221202,12.33,12.3233,12.288,12.208,12.3493,12.3625,12.166,12.0128,11.9878,11.8967,11.9081,11.811,11.4211,11.2894,1,1,1,1,1,1,1,7
300345.SZ,华民股份,机械基件,20221202,8.81,8.7533,8.784,8.921,8.93,8.9565,8.9283,9.071,9.0405,8.9603,8.7756,8.225,7.6052,7.0791,1,1,1,1,1,1,1,7
002175.SZ,东方智造,电器仪表,20221202,4.06,4.0,3.982,3.9,3.8613,3.769,3.6693,3.5704,3.5687,3.594,3.5311,3.4028,3.3307,3.1714,1,1,1,1,1,1,1,7
300470.SZ,中密控股,机械基件,20221202,42.14,41.4067,41.218,41.284,41.3767,41.796,41.8427,40.1126,39.8543,39.7216,39.6101,38.944,38.0795,38.0491,1,1,1,1,1,1,1,7
300575.SZ,中旗股份,农药化肥,20221202,21.7,21.6233,21.63,22.143,22.3033,22.5235,22.695,21.2784,20.599,20.1904,19.7096,19.3797,19.0777,17.9065,1,1,1,1,1,1,1,7
688819.SH,天能股份,电气设备,20221202,39.4,38.68,38.544,38.512,38.772,39.3955,39.9233,38.354,38.5387,39.6147,39.9101,38.8576,36.9045,35.8364,1,1,1,1,1,1,1,7
002137.SZ,实益达,通信设备,20221202,6.57,6.52,6.484,6.507,6.586,6.549,6.651,6.2502,6.211,6.1749,6.1111,5.8643,5.676,5.5909,1,1,1,1,1,1,1,7
300554.SZ,三超新材,矿物制品,20221202,29.5,28.6833,28.356,28.727,28.306,27.055,24.7623,23.034,23.1945,24.6529,24.6864,22.4928,20.7087,19.6573,1,1,1,1,1,1,1,7
300553.SZ,集智股份,电器仪表,20221202,55.44,54.6467,54.224,54.154,54.2893,54.8835,55.4197,51.2644,49.4987,47.6916,45.9842,42.3197,39.7933,38.4154,1,1,1,1,1,1,1,7
300550.SZ,和仁科技,软件服务,20221202,14.19,13.7933,13.674,14.005,14.222,14.0525,13.801,12.993,12.829,12.6491,12.7246,12.6489,12.4262,12.0469,1,1,1,1,1,1,1,7
300548.SZ,博创科技,元器件,20221202,19.8,19.9267,20.048,20.416,20.728,21.063,21.3203,21.364,21.366,21.3517,21.2271,20.4855,19.4889,19.44,1,1,1,1,1,1,1,7
002150.SZ,通润装备,机械基件,20221202,20.48,18.6767,17.082,13.843,12.1693,11.3355,10.4013,9.3688,9.2035,9.1559,9.261,8.5718,8.0494,7.6405,1,1,1,1,1,1,1,7
688232.SH,新点软件,软件服务,20221202,51.74,51.9467,51.814,53.035,54.6047,55.728,56.7543,53.8626,52.1833,50.9295,49.5998,46.458,44.4152,44.0304,1,1,1,1,1,1,1,7
300539.SZ,横河精密,塑料,20221202,10.15,10.19,10.216,10.245,10.122,9.891,9.569,9.2522,9.194,9.3872,9.447,9.1046,8.6944,8.6046,1,1,1,1,1,1,1,7
300532.SZ,今天国际,软件服务,20221202,16.0,15.6667,15.168,16.887,17.5953,17.943,17.8307,16.0118,15.8017,15.7007,15.4526,15.0786,14.5699,13.4007,1,1,1,1,1,1,1,7
002155.SZ,湖南黄金,黄金,20221202,14.22,14.3767,14.44,14.618,14.7527,14.926,14.4993,13.8806,13.7057,13.5031,13.3174,12.8699,12.0971,11.9088,1,1,1,1,1,1,1,7
002158.SZ,汉钟精机,工程机械,20221202,25.69,25.5533,25.53,25.988,26.164,26.611,26.5173,25.3428,25.5983,25.7908,25.7133,24.6447,22.9112,22.0023,1,1,1,1,1,1,1,7
002159.SZ,三特索道,旅游服务,20221202,13.6,13.6433,13.532,13.147,13.1227,13.0375,12.4773,11.9902,12.0258,12.1069,11.9121,11.6212,11.21,11.1701,1,1,1,1,1,1,1,7
300525.SZ,博思软件,软件服务,20221202,19.87,19.9333,19.866,20.401,20.8247,20.853,20.65,18.8886,18.3387,17.8482,17.4309,16.5921,15.8162,15.414,1,1,1,1,1,1,1,7
300518.SZ,盛讯达,互联网,20221202,48.94,49.4633,50.026,52.797,54.3427,55.401,55.4483,53.6894,53.9172,54.0695,53.6351,51.2127,48.3557,45.7791,1,1,1,1,1,1,1,7
300515.SZ,三德科技,电器仪表,20221202,14.57,14.5733,14.68,15.258,14.5753,13.8475,13.13,11.7508,11.65,11.5531,11.4518,11.1067,10.7164,10.6975,1,1,1,1,1,1,1,7
002164.SZ,宁波东力,机械基件,20221202,6.8,6.98,6.95,6.971,6.662,6.4895,6.283,6.0836,6.1318,6.3359,6.4987,6.3511,6.0733,5.9249,1,1,1,1,1,1,1,7
688239.SH,航宇科技,航空,20221202,77.51,78.0233,77.738,78.887,79.808,81.1375,84.2347,81.7854,80.7525,79.616,77.7812,71.7141,68.1442,64.825,1,1,1,1,1,1,1,7
688248.SH,南网科技,电气设备,20221202,60.43,56.6133,57.524,58.262,58.6913,60.0535,61.686,57.9864,56.2178,54.4947,52.0563,46.0837,40.2929,34.6371,1,1,1,1,1,1,1,7
300495.SZ,*ST美尚,环境保护,20221202,4.08,4.0033,4.014,4.068,4.0447,3.9245,3.7953,3.6456,3.6208,3.4227,3.2366,3.0257,2.8762,2.6536,1,1,1,1,1,1,1,7
300487.SZ,蓝晓科技,化工原料,20221202,73.96,73.3133,73.026,73.637,74.94,77.752,78.288,76.7748,76.8935,78.1911,77.6173,73.4056,68.3611,65.1795,1,1,1,1,1,1,1,7
688258.SH,卓易信息,软件服务,20221202,45.05,45.2,44.992,46.018,47.8107,48.3745,50.0573,48.4884,47.0645,45.4149,44.325,41.8063,38.8756,36.8123,1,1,1,1,1,1,1,7
300839.SZ,博汇股份,石油加工,20221202,20.6,19.4033,19.09,18.337,18.0927,17.7705,16.8323,15.4058,15.1812,15.0363,14.8859,14.5563,14.2365,14.145,1,1,1,1,1,1,1,7
300855.SZ,图南股份,小金属,20221202,45.86,46.1867,45.968,46.981,47.5547,47.7935,49.3607,48.918,48.7888,48.6208,48.4424,46.9679,44.5165,41.7611,1,1,1,1,1,1,1,7
688301.SH,奕瑞科技,医疗保健,20221202,463.11,460.62,457.818,466.109,465.8807,466.0485,478.7593,486.2428,489.7925,491.4987,488.7236,477.9611,456.0898,434.8386,1,1,1,1,1,1,1,7
000999.SZ,华润三九,中成药,20221202,55.95,57.1467,56.996,55.745,56.358,55.3155,54.1433,48.4132,46.5958,45.2132,43.7747,43.2278,42.3773,40.8965,1,1,1,1,1,1,1,7
600153.SH,建发股份,仓储物流,20221202,14.82,15.2267,15.154,14.416,14.096,13.7365,13.352,13.7516,13.8188,13.3337,12.9613,12.7417,12.73,12.2803,1,1,1,1,1,1,1,7
600152.SH,维科技术,电气设备,20221202,17.49,16.1767,15.412,14.916,14.2233,13.9125,13.159,12.581,12.2827,11.8848,11.3404,10.1396,9.1956,8.5137,1,1,1,1,1,1,1,7
600150.SH,中国船舶,船舶,20221202,23.61,24.5367,24.946,25.357,25.2693,25.397,25.75,25.1808,25.427,25.6009,25.187,23.7803,22.4226,21.5922,1,1,1,1,1,1,1,7
600149.SH,廊坊发展,综合类,20221202,7.22,6.83,6.784,6.651,6.5973,6.387,6.147,6.1184,6.0545,6.0003,5.9918,6.01,5.8471,5.7421,1,1,1,1,1,1,1,7
600130.SH,波导股份,通信设备,20221202,4.69,4.5433,4.312,4.328,4.212,4.1265,3.9953,3.903,4.0087,4.0301,4.034,3.9808,3.8588,3.8556,1,1,1,1,1,1,1,7
600129.SH,太极集团,中成药,20221202,31.73,32.7,33.528,34.108,34.7847,34.572,34.1427,30.7474,29.8353,29.1669,28.786,27.4362,25.6581,24.1638,1,1,1,1,1,1,1,7
001215.SZ,千味央厨,食品,20221202,65.69,63.63,62.23,59.863,60.3187,59.9955,58.4743,55.3626,53.822,52.7661,52.1388,52.2635,51.4635,49.5728,1,1,1,1,1,1,1,7
600112.SH,ST天成,电气设备,20221202,5.4,5.3667,5.194,5.031,5.032,4.994,4.873,4.9072,4.7663,4.6367,4.4547,4.0535,3.8595,3.7221,1,1,1,1,1,1,1,7
605186.SH,健麾信息,医疗保健,20221202,34.88,34.68,34.946,35.955,36.81,37.41,37.278,36.768,36.1048,35.5928,34.9944,33.6797,32.2579,31.797,1,1,1,1,1,1,1,7
600107.SH,美尔雅,服饰,20221202,7.14,6.9933,6.922,6.873,6.9107,6.9305,6.7253,6.9108,7.0755,7.2101,7.058,6.8483,6.5479,6.5312,1,1,1,1,1,1,1,7
600106.SH,重庆路桥,路桥,20221202,5.4,5.4,5.372,5.313,5.4067,5.5215,5.427,5.1846,5.225,5.2779,5.1766,4.9349,4.7224,4.7205,1,1,1,1,1,1,1,7
600085.SH,同仁堂,中成药,20221202,48.53,48.9433,48.344,47.347,47.3613,47.327,48.4657,47.7226,47.2987,47.3914,47.5595,48.2215,46.9028,45.878,1,1,1,1,1,1,1,7
600084.SH,中葡股份,红黄酒,20221202,7.38,7.38,7.36,7.35,7.2767,7.2185,7.067,6.953,7.0292,7.0412,6.96,6.6898,6.4514,5.9724,1,1,1,1,1,1,1,7
600079.SH,人福医药,化学制药,20221202,23.02,22.8533,22.268,21.731,21.642,21.1635,20.7773,19.6516,19.3727,19.5524,19.4576,18.7183,18.1888,17.8948,1,1,1,1,1,1,1,7
605198.SH,安德利,软饮料,20221202,22.83,21.1033,20.526,19.622,19.4953,19.2645,18.9307,21.0252,21.4358,21.9653,21.8879,20.9814,20.1542,19.2565,1,1,1,1,1,1,1,7
600060.SH,海信视像,家用电器,20221202,13.72,13.7067,13.746,13.858,13.946,13.822,13.31,12.597,12.4842,12.5016,12.5223,12.4884,12.2515,12.1125,1,1,1,1,1,1,1,7
600057.SH,厦门象屿,仓储物流,20221202,11.47,11.6467,11.538,11.226,11.0467,11.0065,10.758,10.0606,9.9132,9.738,9.4906,9.2592,9.1026,8.857,1,1,1,1,1,1,1,7
605222.SH,起帆电缆,电气设备,20221202,27.0,26.9867,27.374,27.383,26.9533,27.152,27.4343,25.5902,24.5433,23.9699,23.8274,23.349,22.3528,22.0357,1,1,1,1,1,1,1,7
600052.SH,东望时代,影视音像,20221202,5.35,5.27,5.262,5.259,5.3,5.31,5.25,5.1248,5.158,5.1927,5.1594,5.0299,4.7918,4.694,1,1,1,1,1,1,1,7
600039.SH,四川路桥,建筑工程,20221202,11.37,11.5067,11.59,11.539,11.492,11.408,11.416,11.0182,10.988,10.8669,10.7467,10.7449,10.5678,10.5258,1,1,1,1,1,1,1,7
605255.SH,天普股份,汽车配件,20221202,17.21,17.2067,17.27,17.578,17.6147,17.7355,17.6853,17.1662,17.1193,16.8625,16.7029,16.3134,15.7879,15.5651,1,1,1,1,1,1,1,7
600160.SH,巨化股份,化工原料,20221202,16.83,16.8533,16.808,16.992,17.1107,17.332,17.0763,16.0866,16.0558,16.158,16.2428,15.5864,14.719,14.3497,1,1,1,1,1,1,1,7
605151.SH,西上海,汽车配件,20221202,21.96,21.55,21.348,21.436,21.658,21.8335,21.8453,21.6878,21.465,21.1008,20.659,19.8647,19.3429,18.7113,1,1,1,1,1,1,1,7
600027.SH,华电国际,火力发电,20221202,5.73,5.7967,5.93,5.855,5.7513,5.6465,5.606,5.9108,5.9925,5.8837,5.6323,5.2462,4.9142,4.5862,1,1,1,1,1,1,1,7
600186.SH,莲花健康,食品,20221202,2.97,2.95,2.958,2.87,2.8707,2.866,2.7837,2.6992,2.6962,2.7024,2.6723,2.6688,2.6255,2.6242,1,1,1,1,1,1,1,7
600302.SH,标准股份,纺织机械,20221202,5.97,5.95,5.992,6.548,6.276,6.0425,5.7387,5.4112,5.4415,5.4585,5.4426,5.3347,5.1908,5.18,1,1,1,1,1,1,1,7
605088.SH,冠盛股份,汽车配件,20221202,19.08,19.1133,18.934,18.95,19.2093,19.7095,19.5837,18.2206,17.976,18.1049,18.3552,17.259,16.2483,15.5031,1,1,1,1,1,1,1,7
605090.SH,九丰能源,供气供热,20221202,23.75,24.1333,23.884,23.405,23.3793,23.4095,23.5847,24.7848,25.1318,25.1252,24.6787,23.8347,23.0243,22.6015,1,1,1,1,1,1,1,7
600287.SH,江苏舜天,商贸代理,20221202,5.26,5.26,5.25,5.201,5.2633,5.219,5.189,5.129,5.186,5.2351,5.2329,5.1888,5.0974,5.0655,1,1,1,1,1,1,1,7
605108.SH,同庆楼,酒店餐饮,20221202,33.04,33.1067,32.994,31.676,31.5173,31.648,31.062,28.963,28.3335,26.9739,25.8967,24.3284,23.0435,21.6707,1,1,1,1,1,1,1,7
000963.SZ,华东医药,化学制药,20221202,41.67,41.73,41.418,41.191,41.916,42.069,42.3963,41.8862,41.9252,41.8815,42.4052,42.8549,41.2743,39.5665,1,1,1,1,1,1,1,7
600255.SH,鑫科材料,小金属,20221202,2.71,2.7133,2.694,2.697,2.7133,2.727,2.698,2.643,2.6635,2.7169,2.7517,2.7419,2.6318,2.6166,1,1,1,1,1,1,1,7
605116.SH,奥锐特,化学制药,20221202,26.86,26.99,27.09,27.775,28.172,28.4545,27.3513,25.6896,25.0002,24.6356,24.5289,24.0023,23.6761,23.5621,1,1,1,1,1,1,1,7
605117.SH,德业股份,家用电器,20221202,368.8,364.9333,364.86,365.287,362.2827,367.0145,365.3327,384.1998,388.0637,389.7116,380.7462,352.3967,317.4593,280.5994,1,1,1,1,1,1,1,7
