,ts_code,ann_date,f_ann_date,end_date,comp_type,report_type,end_type,net_profit,finan_exp,c_fr_sale_sg,recp_tax_rends,n_depos_incr_fi,n_incr_loans_cb,n_inc_borr_oth_fi,prem_fr_orig_contr,n_incr_insured_dep,n_reinsur_prem,n_incr_disp_tfa,ifc_cash_incr,n_incr_disp_faas,n_incr_loans_oth_bank,n_cap_incr_repur,c_fr_oth_operate_a,c_inf_fr_operate_a,c_paid_goods_s,c_paid_to_for_empl,c_paid_for_taxes,n_incr_clt_loan_adv,n_incr_dep_cbob,c_pay_claims_orig_inco,pay_handling_chrg,pay_comm_insur_plcy,oth_cash_pay_oper_act,st_cash_out_act,n_cashflow_act,oth_recp_ral_inv_act,c_disp_withdrwl_invest,c_recp_return_invest,n_recp_disp_fiolta,n_recp_disp_sobu,stot_inflows_inv_act,c_pay_acq_const_fiolta,c_paid_invest,n_disp_subs_oth_biz,oth_pay_ral_inv_act,n_incr_pledge_loan,stot_out_inv_act,n_cashflow_inv_act,c_recp_borrow,proc_issue_bonds,oth_cash_recp_ral_fnc_act,stot_cash_in_fnc_act,free_cashflow,c_prepay_amt_borr,c_pay_dist_dpcp_int_exp,incl_dvd_profit_paid_sc_ms,oth_cashpay_ral_fnc_act,stot_cashout_fnc_act,n_cash_flows_fnc_act,eff_fx_flu_cash,n_incr_cash_cash_equ,c_cash_equ_beg_period,c_cash_equ_end_period,c_recp_cap_contrib,incl_cash_rec_saims,uncon_invest_loss,prov_depr_assets,depr_fa_coga_dpba,amort_intang_assets,lt_amort_deferred_exp,decr_deferred_exp,incr_acc_exp,loss_disp_fiolta,loss_scr_fa,loss_fv_chg,invest_loss,decr_def_inc_tax_assets,incr_def_inc_tax_liab,decr_inventories,decr_oper_payable,incr_oper_payable,others,im_net_cashflow_oper_act,conv_debt_into_cap,conv_copbonds_due_within_1y,fa_fnc_leases,im_n_incr_cash_equ,net_dism_capital_add,net_cash_rece_sec,credit_impa_loss,use_right_asset_dep,oth_loss_asset,end_bal_cash,beg_bal_cash,end_bal_cash_equ,beg_bal_cash_equ,update_flag
44,000001.SZ,20111026,20111026,20110930,2,1,3,,,,,115297560000.0,,,,,,,26767390000.0,,1367010000.0,,1981977000.0,223458858000.0,,3859678000.0,3655034000.0,55242688000.0,28075071000.0,,14005453000.0,,3105013000.0,205597225000.0,17861633000.0,,101881640000.0,3411571000.0,3437000.0,,105296648000.0,350971000.0,139217011000.0,,,,139567982000.0,-34271334000.0,,3650000000.0,,6340052000.0,,,473828000.0,,,473828000.0,5866224000.0,,-10543477000.0,84876253000.0,74332776000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
45,000001.SZ,20110818,20110818,20110630,2,1,2,4731746000.0,,,,108033842000.0,,,,,,,14272630000.0,,4183000.0,,1563077000.0,131271221000.0,,2510804000.0,2119850000.0,40384311000.0,15794044000.0,,7850360000.0,,2321358000.0,99697322000.0,31573899000.0,,44385598000.0,1657190000.0,1536000.0,,46044324000.0,95378000.0,67617881000.0,,,,67713259000.0,-21668935000.0,,3650000000.0,,3650000000.0,-22282622224.2846,,465075000.0,,,465075000.0,3184925000.0,,13089889000.0,68147808000.0,81237697000.0,,,,730678000.0,177752000.0,31196000.0,63294000.0,,,838000.0,,-22494000.0,,-80807000.0,8161000.0,,-85514145000.0,113262909000.0,,31573899000.0,,,,13089889000.0,864468000.0,,,,,1189116000.0,836549000.0,80048581000.0,67311259000.0,0
46,000001.SZ,20110427,20110427,20110331,2,1,1,,,,,77811980000.0,846892000.0,,,,,,6029637000.0,,,,1830528000.0,88939860000.0,,1708615000.0,808495000.0,14868515000.0,7680756000.0,,3607129000.0,,2825691000.0,67593310000.0,21346550000.0,,24850598000.0,367836000.0,83000.0,,25218517000.0,30673000.0,32969875000.0,,,,33000548000.0,-7782031000.0,,,,,,,372550000.0,,,372550000.0,-372550000.0,,13191969000.0,68147808000.0,81339777000.0,,,,,,,,,,,,,,,,,,,,,,,,,1635393000.0,,,,,,,,,0
47,000001.SZ,20110225,20110225,20101231,2,1,4,6283816000.0,,,,116507521000.0,2218199000.0,,,,,,21206937000.0,,,,3069659000.0,150974006000.0,,3747634000.0,2885964000.0,46575944000.0,18764827000.0,,8579821000.0,,3446806000.0,129227711000.0,21746295000.0,,110133550000.0,3275000000.0,9954000.0,,113418504000.0,837901000.0,127241139000.0,,,,128079040000.0,-14660536000.0,,,,6931130000.0,-9585073368.6693,,548862000.0,,,572564000.0,6358566000.0,,13444325000.0,54703483000.0,68147808000.0,,,,1488116000.0,322211000.0,52458000.0,117783000.0,,,-602000.0,,-18000000.0,,-329069000.0,9073000.0,,-110151738000.0,126727703000.0,,21746295000.0,,,,13444325000.0,2344137000.0,,,,,836549000.0,779169000.0,67311259000.0,53924314000.0,0
48,000001.SZ,20101028,20101028,20100930,2,1,3,,,,,70906428000.0,2099269000.0,,,,,,17653773000.0,,4132887000.0,,3029587000.0,98454683000.0,,2976298000.0,2264698000.0,39071261000.0,8777933000.0,,6198784000.0,,2703975000.0,87874891000.0,10579792000.0,,104400524000.0,2185050000.0,1248000.0,,106586822000.0,589407000.0,113462799000.0,,,,114052206000.0,-7465384000.0,,,,6907269000.0,,,464400000.0,,,487767000.0,6419502000.0,,9533910000.0,54703483000.0,64237393000.0,,,,,,,,,,,,,,,,,,,,,,,,,830632000.0,,,,,,,,,0
49,000001.SZ,20100825,20100825,20100630,2,1,2,3033119000.0,,,,25353343000.0,1203900000.0,-2304734000.0,,,,,11462392000.0,,,,1991992000.0,40523711000.0,,2153787000.0,1657694000.0,14287426000.0,4177478000.0,,4273571000.0,,1703204000.0,43557149000.0,-3033438000.0,,89107372000.0,1426558000.0,3465000.0,,90537395000.0,,92103381000.0,,,,92375789000.0,-1838394000.0,,6931130000.0,,6931130000.0,9666787127.8671,,459700000.0,,,459700000.0,6471430000.0,,1599598000.0,54703483000.0,56303081000.0,,,,493909000.0,151043000.0,24203000.0,54765000.0,,,-131000.0,,7646000.0,,-185309000.0,-9000.0,,-33451010000.0,27381856000.0,,-3033438000.0,,,,1599598000.0,,,,,,792996000.0,779169000.0,55510085000.0,53924314000.0,0
50,000001.SZ,20100429,20100429,20100331,2,1,1,,,,,29562150000.0,,1836116000.0,,,,,5525798000.0,,,,1514769000.0,39561183000.0,,1501590000.0,577282000.0,12519645000.0,,,2057478000.0,,1059854000.0,30951546000.0,8609637000.0,,53067191000.0,305625000.0,,,53372816000.0,104051000.0,60019631000.0,,,,60123682000.0,-6750866000.0,,,,,,,370025000.0,,,370025000.0,-370025000.0,,1488746000.0,54703483000.0,56192229000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
51,000001.SZ,20100312,20100312,20091231,2,1,4,5030729000.0,,,,132197813000.0,,1453727000.0,,,,,20713796000.0,,,,1459726000.0,157753458000.0,,2913635000.0,2602116000.0,76230806000.0,3562647000.0,,9019496000.0,,2625847000.0,125559847000.0,32193611000.0,,139269639000.0,2490274000.0,672000.0,,141760585000.0,985252000.0,156416547000.0,,,,157401799000.0,-15641214000.0,,1500000000.0,,1500000000.0,-21375401789.601,,463562000.0,,,473372000.0,1026628000.0,,17579025000.0,37124458000.0,54703483000.0,,,,1575088000.0,264134000.0,36032000.0,91732000.0,,,-289000.0,,1332000.0,,228882000.0,-10972000.0,,-80106599000.0,107173843000.0,,32193611000.0,,,,17579025000.0,,,,,,779169000.0,981859000.0,53924314000.0,36142599000.0,0
52,000001.SZ,20091029,20091029,20090930,2,1,3,,,,,97903539000.0,,,,,,,15494567000.0,,1190072000.0,,1601363000.0,121731317000.0,,2271618000.0,2384839000.0,76894112000.0,4326230000.0,,7368487000.0,,5261030000.0,121989150000.0,-257833000.0,,110377080000.0,1907322000.0,834000.0,,112285236000.0,685877000.0,105681285000.0,,,,106367162000.0,5918074000.0,,1500000000.0,,1500000000.0,,,378378000.0,,,388016000.0,1111984000.0,,6772225000.0,37124458000.0,43896683000.0,,,,,,,,,,,,,,,,,,,,,,,,,314135000.0,,,,,,,,,0
53,000001.SZ,20090821,20090821,20090630,2,1,2,2311388000.0,,,,62774902000.0,,6895126000.0,,,,,10513966000.0,,,,451324000.0,84246070000.0,,1623034000.0,1509784000.0,58662529000.0,4234989000.0,,5028568000.0,,3756424000.0,80401202000.0,3844868000.0,,37901135000.0,863398000.0,252000.0,,38764785000.0,252431000.0,36809587000.0,,,,37062018000.0,1702767000.0,,1500000000.0,,1500000000.0,1800261574.3393,,376824000.0,,,386462000.0,1113538000.0,,6661173000.0,37124458000.0,43785631000.0,,,,1104032000.0,129313000.0,15735000.0,42796000.0,,,-81000.0,,41009000.0,,163133000.0,-8815000.0,,-62523036000.0,63834395000.0,,3844868000.0,,,,6661173000.0,,,,,,793142000.0,981859000.0,42992489000.0,36142599000.0,0
54,000001.SZ,20090424,20090424,20090331,2,1,1,,,,,42120909000.0,,,,,,,5461874000.0,,12171590000.0,,1244546000.0,63257285000.0,,1026817000.0,802300000.0,35855797000.0,11149037000.0,,3075460000.0,,511976000.0,60550896000.0,2706389000.0,,21429050000.0,331725000.0,13945000.0,,21774718000.0,84932000.0,24203652000.0,,,,24288584000.0,-2513866000.0,,,,,,,254193000.0,,,254193000.0,-254194000.0,,-61670000.0,37124458000.0,37062788000.0,,,,,,,,,,,,,,,,,,,,,,,,,600053000.0,,,,,,,,,0
55,000001.SZ,20090320,20090320,20081231,2,1,4,614035000.0,,,,82911325000.0,,,,,,,24691230000.0,,5080000000.0,,2076226000.0,137207314000.0,,2363094000.0,1821485000.0,74220352000.0,14782982000.0,,12813497000.0,,4124587000.0,112864703000.0,24342611000.0,,104701106000.0,1509948000.0,42977000.0,,106315031000.0,838003000.0,133691351000.0,,,,134529354000.0,-28214323000.0,,8000000000.0,,10602335000.0,-13904527283.8752,,101712000.0,,,161580000.0,10440755000.0,,6569043000.0,30555415000.0,37124458000.0,,,,7334162000.0,211925000.0,20852000.0,78108000.0,,,158000.0,,-65800000.0,,-830289000.0,-8781000.0,,-90547887000.0,110229494000.0,,24342611000.0,,,,6569043000.0,2090056000.0,,,,,981859000.0,1062241000.0,36142599000.0,29493174000.0,0
56,000001.SZ,20081024,20081024,20080930,2,1,3,,,,,76032426000.0,,,,,,,18121301000.0,,779829000.0,,9371762000.0,104305318000.0,,1811937000.0,1341795000.0,39249900000.0,8174995000.0,,9214601000.0,,4127044000.0,64759650000.0,39545668000.0,,100064881000.0,1439190000.0,18242000.0,,101522313000.0,477701000.0,131188175000.0,,,,131665876000.0,-30143563000.0,,6480500000.0,,8285956000.0,,,14715000.0,,,23915000.0,8262041000.0,,17664146000.0,30555414000.0,48219560000.0,,,,,,,,,,,,,,,,,,,,,,,,,839378000.0,,,,,,,,,0
57,000001.SZ,20080821,20080821,20080630,2,1,2,2143834000.0,,,,81895709000.0,,,,,,,12538797000.0,,,,2079127000.0,96513633000.0,,1267674000.0,955983000.0,26287334000.0,14124666000.0,,6027916000.0,,2721410000.0,87226660000.0,9286973000.0,,47938383000.0,356635000.0,12873000.0,,48307891000.0,98633000.0,62418139000.0,,,,62516772000.0,-14208881000.0,,6480500000.0,,7754760000.0,-3186718480.6417,,7375000.0,,,16575000.0,7738185000.0,,2816277000.0,30555415000.0,33371692000.0,,,,1213799000.0,103418000.0,10135000.0,37584000.0,,,-1408000.0,,-57504000.0,,325197000.0,111441000.0,,-72341146000.0,78656741000.0,,9286973000.0,,,,2816277000.0,6726785000.0,,,,,1133616000.0,1062241000.0,32238076000.0,29493174000.0,0
58,000001.SZ,20080424,20080424,20080331,2,1,1,,,,,48739996000.0,,,,,,,5940196000.0,,1497386000.0,,1160626000.0,57338204000.0,,880316000.0,594116000.0,12448009000.0,2835249000.0,,3054450000.0,,30778356000.0,53512113000.0,3826091000.0,,5570315000.0,170512000.0,1804000.0,,5742630000.0,48682000.0,11761472000.0,,,,11810154000.0,-6067524000.0,,6480500000.0,,6480500000.0,,,,,,,6480500000.0,,4239067000.0,30555414000.0,34794482000.0,,,,,,,,,,,,,,,,,,,,,,,,,2921617000.0,,,,,,,,,0
59,000001.SZ,20080320,20080320,20071231,2,1,4,2649903000.0,,,,64390171000.0,,,,,,,16685740000.0,,2640297000.0,,16942981000.0,100659189000.0,,1819547000.0,1784754000.0,42083860000.0,15582324000.0,,7799556000.0,,13731002000.0,83607613000.0,17051576000.0,,111371414000.0,680642000.0,128240000.0,,112180296000.0,372198000.0,123539875000.0,,,,123912073000.0,-11731777000.0,,,,3136366000.0,-10309486222.6,,20858000.0,,,33978000.0,3102388000.0,,8422187000.0,22133228000.0,30555415000.0,,,,2053759000.0,206652000.0,14275000.0,,,,-14700000.0,,-82171000.0,,-118764000.0,,,-71287210000.0,85503209000.0,,17051576000.0,,,,8422187000.0,806570000.0,,,,,1062241000.0,909080000.0,29493174000.0,21224148000.0,0
60,000001.SZ,20071023,20071023,20070930,2,1,3,,,,,64518628000.0,,-687773000.0,,,,,11369467000.0,,,,608187000.0,85063360000.0,,1292840000.0,1423209000.0,32969112000.0,9984175000.0,,4811096000.0,,1206172000.0,64479122000.0,20584238000.0,,874320000.0,72225833000.0,262909000.0,,73363062000.0,636772000.0,82205472000.0,,,,82842244000.0,-9479182000.0,,,,,,,12666000.0,,,12666000.0,-12666000.0,,11092390000.0,22133228000.0,33225618000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
61,000001.SZ,20070816,20070816,20070630,2,1,2,1123983000.0,,,,41624613000.0,86410000.0,2175380000.0,,,,,7003993000.0,,,,6632956000.0,57523352000.0,,922537000.0,916784000.0,25957186000.0,6330303000.0,,2802006000.0,,6707986000.0,44352643000.0,13170709000.0,16887000.0,56600449000.0,546532000.0,,,57163868000.0,97045000.0,59640013000.0,,,,59737058000.0,-2573190000.0,,,,,,,12641000.0,,,12641000.0,-12641000.0,,10584878000.0,22133228000.0,32718106000.0,,,,997486000.0,102701000.0,6146000.0,37285000.0,,,294000.0,,-12993000.0,-605002000.0,124332000.0,-55424000.0,,-39922602000.0,51360285000.0,,13170709000.0,,,,10584878000.0,,,,,,843813000.0,909080000.0,31874293000.0,21224148000.0,0
62,000001.SZ,20070426,20070426,20070331,2,1,1,,,,,20174905438.0,,-3736559069.0,,,,,3146182788.0,,,,2051422699.0,28463521694.0,,609183431.0,344862458.0,,3638746675.0,,1302906721.0,,910002085.0,24744158163.0,3719363531.0,,,,67299343.0,,26756639637.0,746270777.0,,,,,30429154703.0,-3672515066.0,,,,,,,,,,,,,46848465.0,18007515178.0,18054363643.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
63,000001.SZ,20070322,20070322,20061231,2,1,4,1302906538.0,,,,36990536215.0,,,,,,,10347634060.0,,,,1009763098.0,49486555629.0,,1230566326.0,,,2675420079.0,,4947326395.0,,1790981998.0,42076170162.0,7410385467.0,,,,363958757.0,,51122287512.0,249983343.0,,,,,59971830643.0,-8849543131.0,,,,,,,,,,1227269.0,-1227269.0,,-1440384933.0,19447900111.0,18007515178.0,,,,796414700.0,281505445.0,33567623.0,25047600.0,,,-59927542.0,,4928960.0,-990846089.0,-1754653.0,-14787193.0,,-30537740591.0,36296128942.0,2900107.0,7138343847.0,,,,-1440384933.0,,,,,,13562690187.0,12216444922.0,4444824991.0,7231455189.0,0
64,000001.SZ,20061026,20061026,20060930,2,1,3,890295600.0,,,,21286905936.0,,18100000.0,,,,,7505272627.0,,,,1961729817.0,30843816454.0,,872332851.0,,19951477987.0,468502436.0,,3619684245.0,,1785412929.0,24590291550.0,6253524904.0,,,,304908947.0,,1589355817.0,63568691.0,,,-150647074.0,,9950768082.0,-8361412265.0,,,,,,,,,,,,-26724697.0,-2134612059.0,,,,,,993140436.0,220597733.0,15167126.0,13239923.0,-17840462.0,32942923.0,-56611288.0,,-2694666.0,-690617600.0,,,,-17477510382.0,22774258863.0,,6166819501.0,,,,-2134612059.0,,,,,,966632136.0,787992420.0,16346655915.0,18659907691.0,0
65,000001.SZ,20060818,20060818,20060630,2,1,2,463620662.0,,,,8315270823.0,,,,,,,,,,11457949551.0,460741562.0,24868216376.0,,578681801.0,743273370.0,20067436012.0,-888520386.0,,2265119795.0,,800911967.0,22137061056.0,2731155320.0,,,,310489258.0,,1330712266.0,97693239.0,,,202232434.0,,9101454139.0,-7770741873.0,,,,,,,,,,,,-12976354.0,-5052562907.0,,,,,,677501998.0,147732776.0,11377294.0,8836939.0,-7494400.0,43698540.0,-56377178.0,,23961186.0,-457083994.0,,,,-17733982445.0,19827339324.0,,2731155320.0,,,,-5052562907.0,,,,,,689122845.0,787992420.0,13706214359.0,18659907691.0,0
66,000001.SZ,20060426,20060426,20060331,2,1,1,,,,,,,,,,,,,,,,548213516.0,14478102142.0,,303665114.0,170203488.0,,,,,,345676512.0,814771454.0,13663330688.0,,20945528525.0,,,,21119158169.0,36254981.0,33927761555.0,,,,33964016536.0,-12844858367.0,,,,,,,,,,,,558861.0,816744493.0,,,,,,340048349.0,73781883.0,7078981.0,3866441.0,-19028651.0,26619935.0,,,,-176305078.0,,,,3131069748.0,10065083841.0,726211.0,13663330688.0,,,,816744493.0,,,,,,810060219.0,787992420.0,19454584385.0,18659907691.0,0
67,000001.SZ,20070322,20060401,20051231,2,1,4,311007640.0,,,,36751114382.0,,,,,,,7969827169.0,,,,1696155290.0,49086390515.0,,1041394078.0,848520132.0,30705648933.0,2295155563.0,,3662638046.0,,1767326761.0,53371975001.0,-4285584486.0,,,,,,9642694577.0,872695516.0,,,,,1495631102.0,8147063475.0,,,,,,,,,,130588.0,-130588.0,-42557713.0,3818790688.0,15629109423.0,19447900111.0,,,,1197373262.0,330349604.0,31581081.0,19617202.0,,,,,-2318989.0,-895500992.0,-248591480.0,36827113.0,,-30814526035.0,25708794527.0,39802581.0,-4285584486.0,,,,3818790688.0,,,,,,12216444922.0,9526450136.0,7231455189.0,6102659287.0,0
