,ts_code,ann_date,f_ann_date,end_date,report_type,comp_type,end_type,basic_eps,diluted_eps,total_revenue,revenue,int_income,prem_earned,comm_income,n_commis_income,n_oth_income,n_oth_b_income,prem_income,out_prem,une_prem_reser,reins_income,n_sec_tb_income,n_sec_uw_income,n_asset_mg_income,oth_b_income,fv_value_chg_gain,invest_income,ass_invest_income,forex_gain,total_cogs,oper_cost,int_exp,comm_exp,biz_tax_surchg,sell_exp,admin_exp,fin_exp,assets_impair_loss,prem_refund,compens_payout,reser_insur_liab,div_payt,reins_exp,oper_exp,compens_payout_refu,insur_reser_refu,reins_cost_refund,other_bus_cost,operate_profit,non_oper_income,non_oper_exp,nca_disploss,total_profit,income_tax,n_income,n_income_attr_p,minority_gain,oth_compr_income,t_compr_income,compr_inc_attr_p,compr_inc_attr_m_s,ebit,ebitda,insurance_exp,undist_profit,distable_profit,rd_exp,fin_exp_int_exp,fin_exp_int_inc,transfer_surplus_rese,transfer_housing_imprest,transfer_oth,adj_lossgain,withdra_legal_surplus,withdra_legal_pubfund,withdra_biz_devfund,withdra_rese_fund,withdra_oth_ersu,workers_welfare,distr_profit_shrhder,prfshare_payable_dvd,comshare_payable_dvd,capit_comstock_div,continued_net_profit,update_flag
59,000001.SZ,20100825,20100825,20100630,1,2,2,0.98,0.98,8496111000.0,8496111000.0,12179595000.0,,864728000.0,749825000.0,337074000.0,73503000.0,,,,,,,,73503000.0,-7646000.0,172377000.0,40824000.0,98840000.0,4691283000.0,,4770383000.0,114903000.0,606891000.0,,3590483000.0,,493909000.0,,,,,,4691283000.0,,,,,3804828000.0,75395000.0,8476000.0,,3871747000.0,838628000.0,3033119000.0,3033119000.0,,11112000.0,3044231000.0,3044231000.0,,4298737000.0,4528748000.0,,,,,,,,,,,,,,,,,,,,,,0
60,000001.SZ,20100429,20100429,20100331,1,2,1,0.51,0.51,4084252000.0,4084252000.0,5934702000.0,,366699000.0,317610000.0,156353000.0,28791000.0,,,,,,,,28791000.0,16824000.0,58549000.0,,52189000.0,2089101000.0,,2324413000.0,49089000.0,284743000.0,,1684886000.0,,119472000.0,,,,,,2089101000.0,,,,,1995151000.0,3082000.0,1212000.0,,1997021000.0,418903000.0,1578118000.0,1578118000.0,,62100000.0,1640218000.0,1640218000.0,,4203724000.0,,,,,,,,,,,,,,,,,,,,,,,0
61,000001.SZ,20100312,20100312,20091231,1,2,4,1.62,1.62,15114440000.0,15114440000.0,21985512000.0,,1386972000.0,1180784000.0,949282000.0,128705000.0,,,,,,,,128705000.0,-1332000.0,580286000.0,18336000.0,241623000.0,8955313000.0,,9001138000.0,206188000.0,1069134000.0,,6311091000.0,,1575088000.0,,,,,,8955313000.0,,,,,6159127000.0,55805000.0,24395000.0,,6190537000.0,1159808000.0,5030729000.0,5030729000.0,,-961910000.0,4068819000.0,4068819000.0,,7734215000.0,8126113000.0,,,,,,,,,,,,,,,,,,,,,,0
62,000001.SZ,20091029,20091029,20090930,1,2,3,1.17,1.17,11113953000.0,11113953000.0,16419115000.0,,928816000.0,781629000.0,772240000.0,92599000.0,,,,,,,,92599000.0,-44645000.0,556669000.0,,167617000.0,6587504000.0,,6859029000.0,147187000.0,768108000.0,,4443917000.0,,1375479000.0,,,,,,6587504000.0,,,,,4526449000.0,30728000.0,16535000.0,,4540642000.0,903223000.0,3637419000.0,3637419000.0,,-949773000.0,2687646000.0,2687646000.0,,12489432000.0,,,,,,,,,,,,,,,,,,,,,,,0
63,000001.SZ,20090821,20090821,20090630,1,2,2,0.74,0.74,7490850000.0,7490850000.0,11171292000.0,,569812000.0,478065000.0,649251000.0,60484000.0,,,,,,,,60484000.0,-41009000.0,507544000.0,18336000.0,122232000.0,4569321000.0,,4807758000.0,91747000.0,522352000.0,,2942937000.0,,1104032000.0,,,,,,4569321000.0,,,,,2921529000.0,18426000.0,10476000.0,,2929479000.0,618091000.0,2311388000.0,2311388000.0,,-724786000.0,1586602000.0,1586602000.0,,4025561000.0,4213405000.0,,,,,,,,,,,,,,,,,,,,,,0
64,000001.SZ,20090424,20090424,20090331,1,2,1,0.36,0.36,3760604000.0,3760604000.0,5872666000.0,,241290000.0,195809000.0,265539000.0,28778000.0,,,,,,,,28778000.0,-27290000.0,185933000.0,,78117000.0,2246969000.0,,2573409000.0,45481000.0,259374000.0,,1465686000.0,,521909000.0,,,,,,2246969000.0,,,,,1513634000.0,1185000.0,-2300000.0,,1517120000.0,395042000.0,1122077000.0,1122077000.0,,,,,,4282513000.0,,,,,,,,,,,,,,,,,,,,,,,0
65,000001.SZ,20090320,20090320,20081231,1,2,4,0.2,0.2,14513119000.0,14513119000.0,26465264000.0,,1056647000.0,851388000.0,1063843000.0,113944000.0,,,,,,,,113944000.0,65800000.0,421556000.0,22675000.0,462543000.0,13709693000.0,,13867376000.0,205259000.0,1151665000.0,,5223866000.0,,7334162000.0,,,,,,13709693000.0,,,,,803426000.0,52310000.0,63127000.0,,792609000.0,178574000.0,614035000.0,614035000.0,,,,,,8137588000.0,8448473000.0,,,,,,,,,,,,,,,,,,,,,,0
66,000001.SZ,20081024,20081024,20080930,1,2,3,1.42,1.41,10741406000.0,10741406000.0,19919127000.0,,808277000.0,665074000.0,597531000.0,97007000.0,,,,,,,,97007000.0,34265000.0,76848000.0,,389411000.0,6377202000.0,,10440326000.0,143203000.0,859239000.0,,3740188000.0,,1777775000.0,,,,,,6377202000.0,,,,,4364204000.0,28791000.0,78326000.0,,4314669000.0,997675000.0,3316994000.0,3316994000.0,,,,,,12519181000.0,,,,,,,,,,,,,,,,,,,,,,,0
67,000001.SZ,20080821,20080821,20080630,1,2,2,0.93,0.92,7115253000.0,7115253000.0,13195457000.0,,469997000.0,380534000.0,432170000.0,114624000.0,,,,,,,,114624000.0,-2766000.0,11493000.0,4754000.0,308819000.0,4274257000.0,,6892908000.0,89463000.0,568166000.0,,2492292000.0,,1213799000.0,,,,,,4274257000.0,,,,,2840996000.0,13111000.0,28439000.0,,2825668000.0,681834000.0,2143834000.0,2143834000.0,,,,,,4054795000.0,4205932000.0,,,,,,,,,,,,,,,,,,,,,,0
68,000001.SZ,20080424,20080424,20080331,1,2,1,0.44,0.43,3553270000.0,3553270000.0,6434254000.0,,196704000.0,150353000.0,257581000.0,70467000.0,,,,,,,,70467000.0,24721000.0,2312000.0,,160081000.0,2176919000.0,,3288918000.0,46351000.0,282630000.0,,1311014000.0,,583275000.0,,,,,,2176919000.0,,,,,1376351000.0,4545000.0,1791000.0,,1379105000.0,374923000.0,1004182000.0,1004182000.0,,,,,,4136545000.0,,,,,,,,,,,,,,,,,,,,,,,0
69,000001.SZ,20080320,20080320,20071231,1,2,4,1.27,1.22,10807502000.0,10807502000.0,18043900000.0,,667751000.0,520713000.0,680940000.0,164969000.0,,,,,,,,164969000.0,82171000.0,200984000.0,,232816000.0,7085560000.0,,8438051000.0,147038000.0,824307000.0,,4207494000.0,,2053759000.0,,,,,,7085560000.0,,,,,3721942000.0,89720000.0,39887000.0,,3771775000.0,1121872000.0,2649903000.0,2649903000.0,,,,,,5775701000.0,5996628000.0,,,,,,,,,,,,,,,,,,,,,,0
70,000001.SZ,20071023,20071023,20070930,1,2,3,0.9,0.88,7767194000.0,7767194000.0,12428020000.0,,417502000.0,321920000.0,508703000.0,105189000.0,,,,,,,,105189000.0,51777000.0,203493000.0,,148244000.0,4990767000.0,,5491449000.0,95582000.0,577561000.0,,2937531000.0,,1475675000.0,,,,,,4990767000.0,,,,,2776427000.0,28376000.0,21813000.0,,2782990000.0,909373000.0,1873617000.0,1873617000.0,,,,,,9242869000.0,,,,,,,,,,,,,,,,,,,,,,,0
71,000001.SZ,20070816,20070816,20070630,1,2,2,0.54,0.54,4890715000.0,4890715000.0,7621216000.0,,262751000.0,209515000.0,247115000.0,68340000.0,,,,,,,,68340000.0,12993000.0,65849000.0,,99933000.0,3208940000.0,,3187131000.0,53236000.0,353215000.0,,1858239000.0,,997486000.0,,,,,,3208940000.0,,,,,1681775000.0,26843000.0,18694000.0,,1689924000.0,565941000.0,1123983000.0,1123983000.0,,,,,,-561106000.0,-414974000.0,,,,,,,,,,,,,,,,,,,,,,0
72,000001.SZ,20070426,20070426,20070331,1,2,1,0.27,0.27,2352128927.0,2352128927.0,3576400397.0,,104319974.0,82320297.0,132396847.0,25234162.0,,,,,,,,25234162.0,2979632.0,53628142.0,,50554911.0,1534110415.0,,1438988613.0,21999677.0,167114774.0,,887958694.0,,479036947.0,,,,,,1534110415.0,,,,,818018513.0,3302285.0,582457.0,,821272421.0,286188763.0,535083658.0,535083658.0,,,,,,2831165874.0,,,,,,,,,,,,,,,,,,,,,,,0
73,000001.SZ,20070322,20070322,20061231,1,2,4,0.67,0.67,7135217546.0,7135217546.0,11551217279.0,,425394842.0,306541396.0,346231801.0,105951574.0,,,,,,,,105951574.0,-16271119.0,110564976.0,,145986370.0,5230048694.0,,5068772930.0,118853446.0,553472659.0,,3250780001.0,,1425796034.0,,,,,,5230048694.0,,,,,1905168852.0,109402350.0,20049237.0,,1994521965.0,691615427.0,1302906538.0,1302906538.0,,,,,,-1856661490.0,-1516540822.0,,,,,,,,,,,,,,,,,,,,,,0
74,000001.SZ,20061026,20061026,20060930,1,2,3,0.47,0.47,5076997923.0,5076997923.0,8313870666.0,,293789621.0,214441593.0,281188163.0,80078665.0,,,,,,,,80078665.0,2694666.0,63670566.0,,134744266.0,3696839531.0,,3732502499.0,79348028.0,397336088.0,,2306363007.0,,993140436.0,,,,,,3696839531.0,,,,,1380158392.0,,,,1448379507.0,558083908.0,890295599.0,890295599.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
75,000001.SZ,20060818,20060818,20060630,1,2,2,0.24,0.25,3118193786.0,3118193786.0,5210594254.0,,185387529.0,141583494.0,142157857.0,44059627.0,,,,,,,,44059627.0,-23961186.0,35161261.0,,86898155.0,2408432211.0,,2376141819.0,43804035.0,245953519.0,,1484976694.0,,677501998.0,,,,,,2408432211.0,,,,,709761575.0,,,,760194126.0,296573464.0,463620662.0,463620662.0,,,,,,-1032682281.0,-864735272.0,,,,,,,,,,,,,,,,,,,,,,0
76,000001.SZ,20070426,20060426,20060331,1,2,1,0.12,0.12,1596766603.0,1596766603.0,2610042300.0,,74005312.0,53347527.0,58052288.0,17204798.0,,,,,,,,17204798.0,-13400113.0,6877099.0,,47370504.0,1265936825.0,,1124675512.0,20657785.0,118966681.0,,670199500.0,,476770644.0,,,,,,1265936825.0,,,,,330829778.0,302215.0,1028426.0,,359738923.0,126555377.0,233183546.0,233183546.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
77,000001.SZ,20070322,20060401,20051231,1,2,4,0.16,0.16,5450550760.0,5450550760.0,8664012573.0,,307086758.0,239096293.0,317778710.0,72929461.0,,,,,,,,72929461.0,1117092.0,111475992.0,,132256165.0,4816516054.0,,3770336816.0,67990465.0,416921653.0,,2596811607.0,,1802782794.0,,,,,,4816516054.0,,,,,634034706.0,31097656.0,67235621.0,,597896741.0,286889101.0,311007640.0,311007640.0,,,,,,-1401509781.0,-1019961894.0,,,,,,,,,,,,,,,,,,,,,,0
78,000001.SZ,20051029,20051029,20050930,1,2,3,,,6349683885.0,6349683885.0,,,203033516.0,,,,,,,,,,,,,635201043.0,,95254004.0,,,,46715909.0,314092500.0,1794303951.0,,,1404770048.0,,,,,,,,,,,2975615387.0,11183872.0,22577594.0,,610158074.0,243734948.0,366423126.0,366423126.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
79,000001.SZ,20050819,20060705,20050630,1,2,2,,,4199083639.0,4199083639.0,,,128302417.0,,,,,,,,,,,,,419390653.0,,54568961.0,,,,29507143.0,207999247.0,1147478648.0,,,964029778.0,,,,,,,,,,,1982690802.0,5358258.0,26508808.0,,370120574.0,162633782.0,157834800.0,157834800.0,,,,,,2814098601.0,3007054482.0,,,,,,,,,,,,,,,,,,,,,,0
80,000001.SZ,20050426,20050426,20050331,1,2,1,,,1976069993.0,1976069993.0,,,63115602.0,,,,,,,,,,,,,199301735.0,,25753977.0,,,,14548663.0,98382509.0,491780167.0,,,440308469.0,,,,,,,,,,,1003014297.0,2091984.0,1285095.0,,265828474.0,111702064.0,154126411.0,154126411.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
81,000001.SZ,20050426,20050426,20041231,1,2,4,,,5273549277.0,5273549277.0,6132906320.0,,247478433.0,187838510.0,2611012035.0,1794629892.0,,,,,,,,1820383239.0,,725698822.0,,90683321.0,4775032692.0,,3686960935.0,59639923.0,411348087.0,2457296430.0,2457296430.0,,1880634828.0,,,,,,4775032692.0,,,,25753347.0,498516585.0,20959998.0,28283687.0,,491192896.0,201418621.0,289774275.0,289774275.0,,,,,,-3798992528.0,-3449216926.0,,446301963.0,736076238.0,,,,,,,,28977428.0,14488714.0,,,,,634655241.0,,,,,0
82,000001.SZ,20041023,20041023,20040930,1,2,3,,,6085604364.0,6085604364.0,,,167174736.0,,,,,,,,,,,,,513239346.0,,71326970.0,,,,39996554.0,309414547.0,1844023986.0,,,1165367770.0,,,,,,,,,,,2476980194.0,16666036.0,14015523.0,,491609045.0,84571004.0,407038041.0,407038041.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
83,000001.SZ,20040415,20040415,20040331,1,2,1,,,1913438229.0,1913438229.0,,,47510293.0,,,,,,,,,,,,,156376681.0,,21714544.0,,,,12001490.0,96582618.0,504838968.0,,,391747123.0,,,,,,,,,,,860189980.0,1638697.0,2062571.0,,215059684.0,691701.0,214367983.0,214367983.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
84,000001.SZ,20040415,20040415,20031231,1,2,4,,,3850803044.0,3850803044.0,4359117344.0,,178782624.0,129434379.0,1992723971.0,1244862071.0,,,,,,,,1345311280.0,,665155412.0,,82706488.0,3482265794.0,,2730921859.0,49348245.0,252385041.0,2062878325.0,2062878325.0,,1066553219.0,,,,,,3482265794.0,,,,100449209.0,368537250.0,13232676.0,27823697.0,,353946229.0,37400525.0,316545704.0,316545704.0,,,,,,-3307608751.0,-2982938512.0,,253047396.0,569593100.0,,,,,,,,31654571.0,15827285.0,,,,,458802104.0,,291873322.0,,,0
85,000001.SZ,20031029,20031029,20030930,1,2,3,,,4140535042.0,4140535042.0,,,110248221.0,,,,,,,,,,,,,476447193.0,,54339792.0,,,,31087431.0,194059456.0,1330748166.0,,,588242389.0,,,,,,,,,,,1684385273.0,4273715.0,8861562.0,,421048389.0,106094920.0,314953470.0,314953470.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
86,000001.SZ,20030820,20030820,20030630,1,2,2,,,2822307617.0,2822307617.0,,,72104086.0,,,,,,,,,,,,,318068355.0,,33422713.0,,,,18169657.0,135003976.0,850774576.0,,,403813016.0,,,,,,,,,,,1201897745.0,10360007.0,11005684.0,,344366721.0,74026024.0,270340697.0,270340697.0,,,,,,1818359408.0,1953426789.0,,,,,,,,,,,,,,,,,,,,,,0
87,000001.SZ,20030424,20030424,20030331,1,2,1,,,1352522592.0,1352522592.0,,,30465020.0,,,,,,,,,,,,,137090451.0,,21341626.0,,,,9400661.0,66862900.0,417718009.0,,,165447224.0,,,,,,,,,,,527374863.0,6963235.0,1274661.0,,163662862.0,10349721.0,153313141.0,153313141.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
88,000001.SZ,20030424,20030424,20021231,1,2,4,,,3769717645.0,3769717645.0,3911095870.0,,105488132.0,78446950.0,2103354242.0,1295978454.0,,,,,,,,1318893478.0,,745968314.0,,61407474.0,3120449041.0,,2346094441.0,27041182.0,292477529.0,1841899090.0,1841899090.0,,963157398.0,,,,,,3120449041.0,,,,22915024.0,649268604.0,14604623.0,27322798.0,,636550429.0,204325499.0,432224930.0,432224930.0,,,,,,-2579693687.0,-2247300811.0,,49763235.0,481988165.0,,,,,,,,43222493.0,21611246.0,,,,,330709440.0,,291873322.0,,,0
89,000001.SZ,20021025,20021025,20020930,1,2,3,,,3942442014.0,3942442014.0,,,74932864.0,,,,,,,,,,,,,423249840.0,,41813675.0,,,,16736070.0,219610678.0,1354752470.0,,,460723705.0,,,,,,,,,,,1651424827.0,13766699.0,12857266.0,,548750037.0,129108005.0,419642032.0,419642032.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
90,000001.SZ,20020814,20020814,20020630,1,2,2,,,2412764949.0,2412764949.0,,,40924950.0,,,,,,,,,,,,,335388276.0,,30193329.0,,,,9430732.0,132603616.0,781420198.0,,,365883458.0,,,,,,,,,,,1225505911.0,3307787.0,8892819.0,,386045530.0,71904188.0,314141342.0,314141342.0,,,,,,1489310403.0,1648968040.0,,,,,,,,,,,,,,,,,,,,,,0
91,000001.SZ,20020423,20020423,20020331,1,2,1,,,1095478623.0,1095478623.0,,,14929807.0,,,,,,,,,,,,,118418534.0,,1001251.0,,,,4227853.0,63739958.0,317236832.0,,,108634257.0,,,,,,,,,,,516597742.0,605845.0,721158.0,,225689680.0,41738536.0,183951144.0,183951144.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
92,000001.SZ,20020419,20020419,20011231,1,2,4,,,2597464478.0,2597464478.0,3732965290.0,,79772563.0,62923696.0,-195247463.0,-674270578.0,,,,,,,,21748886.0,,442490935.0,,36532180.0,2035715964.0,,1699196509.0,16848867.0,261842883.0,1077853617.0,1077853617.0,,,,,,,,2035715964.0,,,,696019464.0,561748514.0,10887163.0,13680079.0,,558955598.0,156595170.0,402360428.0,402360428.0,,,,,,-1536131015.0,-1265317890.0,,,401990621.0,,,,,,,,40236043.0,20118021.0,,,,,341636557.0,,291873322.0,,,0
93,000001.SZ,20021025,20021025,20010930,1,2,3,,,2580202706.0,2580202706.0,,,44423320.0,33913243.0,222397077.0,,,,,,,,,,,222376300.0,,20777.0,,1218954032.0,,10510077.0,159899344.0,840499822.0,,,173885223.0,,,,,,,,,,,965501452.0,3757146.0,5651582.0,,407446149.0,42364938.0,365081211.0,365081211.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
94,000001.SZ,20010810,20010810,20010630,1,2,2,,,1769244287.0,1769244287.0,,,26375774.0,,,,,,,,,,,,,199054466.0,,21705.0,,,,6333024.0,98563353.0,383705257.0,,,121706040.0,,,,,,,,,,,466620718.0,1926983.0,5061701.0,,264431534.0,41219849.0,223211685.0,223211685.0,,,,,,1280642653.0,1363047992.0,,,,,,,,,,,,,,,,,,,,,,0
95,000001.SZ,20020423,20020423,20010331,1,2,1,,,725005436.0,725005436.0,,,10450804.0,7575383.0,27090300.0,,,,,,,,,,,27071571.0,,18729.0,,,,2875421.0,49850195.0,233800032.0,,,,,,,,,,,,,,238697401.0,886717.0,3156791.0,,159505562.0,20677125.0,138828436.0,138828436.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
96,000001.SZ,20010414,20010414,20001231,1,2,4,,,1812893483.0,1812893483.0,2340676525.0,,49049940.0,39350590.0,24681642.0,-356925577.0,,,,,,,,15036156.0,,356704292.0,,24902927.0,1259262034.0,,963777007.0,9699350.0,182792388.0,704507913.0,704507913.0,,,,,,,,1259262034.0,,,,371961733.0,553631449.0,9955727.0,16819034.0,,546768142.0,40216357.0,506551785.0,506551785.0,,,,,,-752391088.0,-527310926.0,,-506301635.0,,,,,,,,,,,,,,,,,,,,0
97,000001.SZ,20000726,20000726,20000630,1,2,2,,,953026282.0,953026282.0,,,12367658.0,,,,,,,,,,,,,161021590.0,,13222.0,,,,3687533.0,73160539.0,281184771.0,10297951.0,278127.0,,,,,,,,,,,,200588746.0,3883126.0,4019027.0,,200452845.0,22500000.0,177952845.0,177952845.0,,,,,,584695488.0,652963508.0,,,,,,,,,,,,,,,,,,,,,,0
98,000001.SZ,20000419,20000419,19991231,1,2,4,,,1724955377.0,1724955377.0,2092411139.0,,23883319.0,17048851.0,111496507.0,-145607400.0,,,,,,,,206307415.0,,236664900.0,,20439007.0,1118581388.0,,847915935.0,6834468.0,170898343.0,578519053.0,588768230.0,1324135.0,7000000.0,,,,,,1118581388.0,,,,351914815.0,606373989.0,5915277.0,7104846.0,,605184420.0,49993328.0,555191092.0,555191092.0,,,,,,-467980652.0,-280769196.0,,650227372.0,1205475458.0,,,,,,,,55519109.0,55519109.0,,,,,1094437240.0,,931108255.0,,,0
99,000001.SZ,19990717,19990717,19990630,1,2,2,,,1134698280.13,1134698280.13,,,7346929.2,,,,,,,,,,,,,108852636.34,,328567.25,,,,3241363.34,84020251.46,239035942.68,4796524.36,717579.34,0.0,,,,,,,,,,,278977985.75,1874095.03,4378753.18,,276473327.6,35554726.86,240918600.74,240918600.74,,,,,,803604198.29,865224414.26,,,,,,,,,,,,,,,,,,,,,,0
