ts_code,market,name,industry,trade_date,close,ma3,ma5,ma10,ma15,ma20,ma30,ma50,ma60,ma75,ma90,ma120,ma150,ma200,score1_3,score1_5,score1_10,score3_5,score3_10,score3_15,score3_20,score3_30,score5_10,score5_20,score5_30,week_score,month_score
000753.SZ,主板,漳州发展,汽车服务,20221202,4.63,4.5967,4.57,4.436,4.4253,4.361,4.2093,4.055,4.0425,4.0611,4.1078,4.0695,3.9919,3.8736,0.6944755880235564,0.657101317217629,0.874050308580086,0.9461834635364323,1.2585760013071023,1.098439967124453,1.1728424539264193,1.4126310384379417,1.3301606398859256,1.2395507838858564,1.4929779401957906,1.9858,1.4003
000798.SZ,主板,中水渔业,渔业,20221202,11.75,11.5567,11.522,11.203,10.9533,10.7215,10.4097,10.2964,10.4615,10.5836,10.5508,10.3509,10.0659,9.482,0.8292350078533357,0.7900295111163443,0.8250314622501032,0.952720885676928,0.9949308150724192,1.1403228032262704,1.3141124466703296,1.5796179380204245,1.0443046122217632,1.3793257463193171,1.6580070425327904,1.0927,1.5048
000819.SZ,主板,岳阳兴长,石油加工,20221202,22.65,22.2467,21.732,21.972,22.0293,22.332,22.203,21.0814,21.3265,21.9604,22.1183,20.4875,18.5462,16.8901,0.8325147576034582,0.8771474465709416,0.789771900505761,1.0536118892306086,0.9486581388409976,0.9869382787030636,0.9503028268501812,0.7806560156946416,0.9003867064690657,0.901947706326788,0.7409331877079607,0.8188,0.6397
000839.SZ,主板,ST国安,综合类,20221202,2.76,2.71,2.686,2.622,2.596,2.5715,2.4773,2.4964,2.527,2.5687,2.5679,2.4509,2.4234,2.4109,1.0362699692980173,0.9832034837218948,1.1769712228940228,0.94879086806687,1.1357766390657045,1.1263040675184623,1.0833742058055824,1.0845603797118295,1.1970779623752197,1.1418472102423596,1.143097405565871,1.4909,1.0273
000913.SZ,主板,钱江摩托,摩托车,20221202,21.19,20.91,20.838,21.119,21.4747,21.844,21.4507,22.115,22.873,23.5171,23.0756,21.8267,19.9817,18.0812,1.0591240185412922,1.0258571716542355,1.1339788518413485,0.9685902252194468,1.0706761738848602,1.0312432931627658,0.9972923761993264,0.7442217387937284,1.105396426690435,1.0296329141390796,0.7683556156321062,1.2356,0.584
000919.SZ,主板,金陵药业,化学制药,20221202,9.37,9.41,9.61,10.263,9.7193,9.2805,8.7357,7.9934,7.9097,7.8168,7.733,7.6535,7.4966,7.4778,0.747657795868392,0.594585430739939,0.4870390679523152,0.7952641355786814,0.6514197680325495,0.76144043294454,0.8978622436593332,1.133317309518972,0.8191237840224467,1.1290113604909335,1.42508288607068,0.6937,4.2425
000975.SZ,主板,银泰黄金,黄金,20221202,13.09,13.9767,14.45,14.82,14.8827,14.829,14.464,13.823,13.5688,13.1893,12.8243,12.1051,11.5289,10.9195,1.3679800965402853,1.7593777690262875,2.486837527542619,1.286113572467811,1.8178901387761413,1.8242367818767216,1.6586032526991936,1.7909248433840472,1.4134755885422707,1.28962425108122,1.3925090922939238,2.4099,1.4895
001696.SZ,主板,宗申动力,摩托车,20221202,6.51,6.4733,6.418,6.402,6.4233,6.4515,6.4943,6.4006,6.4975,6.568,6.6191,6.5061,6.3151,6.2196,1.046192769117767,1.0778156135704375,1.0444113118079827,1.030226594358263,0.998297199749061,0.9293629544230638,0.8904877406226439,0.7472731209157804,0.969007405958986,0.8643610497915135,0.7253483117287058,0.9399,0.7521
002021.SZ,中小板,ST中捷,纺织机械,20221202,2.1,2.09,2.07,2.075,2.0553,2.0405,1.9747,1.916,1.9402,1.9612,1.9559,1.9226,1.8837,1.8521,0.6760184473481936,0.6784956605593057,0.6062381526796484,1.003664416586307,0.8967775288643807,0.9664040673321752,0.9309620000298158,1.0580485424610993,0.8935033603308633,0.9275630227045722,1.054185567382936,0.8075,1.7237
002033.SZ,中小板,丽江股份,旅游景点,20221202,11.33,11.16,10.686,9.874,9.966,10.0325,9.6563,9.1686,9.1138,8.9504,8.8901,8.7232,8.2921,7.9028,0.7788701160800063,0.87870445977596,1.3505150571795197,1.128178423635525,1.7339412943156152,1.8423406039152013,1.8359100445321472,1.8331459655004845,1.5369388901518213,1.6273224217637274,1.6248723846297468,3.3191,1.276
002052.SZ,中小板,*ST同洲,家用电器,20221202,2.78,2.65,2.576,2.526,2.512,2.5085,2.482,2.4508,2.4448,2.4284,2.435,2.3822,2.2432,2.1292,1.0066676329902884,1.285730154028436,1.6518409285510418,1.2772141587677728,1.6409000095138428,1.7181351795586992,1.6043253299226794,1.7202486826138272,1.2847493102464085,1.2561130166850765,1.3468756753162558,1.7962,1.3934
002072.SZ,中小板,凯瑞德,商贸代理,20221202,8.08,8.1767,8.238,8.535,8.2707,8.0455,7.7583,7.2906,7.1248,6.9705,6.7833,6.5183,6.3207,6.0932,0.7467125043024622,0.6050882212396339,0.4983481387812511,0.8103362642960883,0.6673895721711272,0.8486260648252747,1.0918288850342546,1.5303019341606094,0.8235958349351005,1.347377543300113,1.888477662405904,0.7001,5.7644
002076.SZ,中小板,*ST雪莱,家用电器,20221202,2.44,2.4567,2.41,2.294,2.2933,2.303,2.2,2.1702,2.2133,2.2228,2.2642,2.2478,2.0846,1.9551,0.8499643992150462,0.8923365549229063,0.942255823221268,1.0498516829022384,1.1085826936886465,1.0468170819721605,1.1468050010281474,1.317587782172305,1.0559421980674932,1.0923495382299038,1.2550227842945676,1.1185,2.0254
002088.SZ,中小板,鲁阳节能,矿物制品,20221202,23.3,22.7867,22.584,22.517,22.4413,22.17,21.7823,22.4678,23.2233,23.6823,23.6617,23.0316,21.9464,20.709,0.9458492366412212,0.9382394699479414,0.980440641922801,0.9919545669663986,1.036571795949655,1.020663236320548,0.9545821995013036,0.75925523436934,1.0449791053633686,0.9623245169590908,0.7654133159458087,1.0942,0.7708
002155.SZ,中小板,湖南黄金,黄金,20221202,14.22,14.3767,14.44,14.618,14.7527,14.926,14.4993,13.8806,13.7057,13.5031,13.3174,12.8699,12.0971,11.9088,1.2907549830626754,1.3679772943688924,1.6778926838118564,1.0598272424430124,1.2999312075717029,1.3073981288941772,1.090967632443372,1.0710259476562405,1.226550097518937,1.0293825151432965,1.0105665383609257,1.5858,1.1068
002164.SZ,中小板,宁波东力,机械基件,20221202,6.8,6.98,6.95,6.971,6.662,6.4895,6.283,6.0836,6.1318,6.3359,6.4987,6.3511,6.0733,5.9249,0.8602440899481069,0.8567507271427384,0.6133420760803991,0.9959391028125758,0.7129860969081442,0.935638231872122,1.1460027427636277,1.3648985245297425,0.7158932658579626,1.1506755177372447,1.3704638372719868,0.5575,2.6021
002175.SZ,中小板,东方智造,电器仪表,20221202,4.06,4.0,3.982,3.9,3.8613,3.769,3.6693,3.5704,3.5687,3.594,3.5311,3.4028,3.3307,3.1714,0.9803671226198838,0.9607968932356896,0.9369711753655288,0.9800378562962256,0.9557350034970716,0.8260521902873563,1.00363477090401,1.225256729870828,0.9752021285269534,1.024077554204857,1.2502136749098014,0.9516,1.9349
