ts_code,industry,name,trade_date,ma1,ma3,ma5,ma10,ma15,ma20,ma30,ma45,ma60,score1_3,score1_5,score1_10,score3_5,score3_10,score3_15,score3_20,score3_30,score5_10,score5_20,score5_30,week_score,month_score,turnover_rate_score
600493.SH,纺织,凤竹纺织,20221202,10.1416,8.535466666666666,10.772699999999999,8.99564,6.322173333333334,5.01171,3.710846666666667,2.8358177777777773,2.579423333333333,1.1881717070732318,0.9414167293250533,1.127390602558573,0.7923238061643476,0.9488448478003417,1.3500842537270936,1.703104662214427,2.3001399500922517,1.197546811566492,2.1495058572822447,2.9030302159255656,1.4924,4.9084,58.1972
600159.SH,区域地产,大龙地产,20221202,7.19,10.871166666666667,8.22324,5.09173,4.672326666666667,4.042155,3.05547,2.5174222222222227,2.465771666666667,0.6613825563033713,0.8743512289559833,1.4120937284577149,1.3220052761036607,2.135063459112456,2.3267137429032503,2.6894482439853657,3.5579359858439674,1.6150188639224783,2.0343702802094428,2.691317538709266,4.1951,3.4232,58.0416
002695.SZ,食品,煌上煌,20221202,9.0665,4.229733333333333,2.85066,1.7182399999999998,1.4210933333333329,1.2325650000000001,1.0831066666666667,0.9586466666666666,0.9587933333333335,2.1435157456734864,3.180491535293581,5.276620262594283,1.4837733483941729,2.4616662010739674,2.9763937625490238,3.4316513395507195,3.905186315906097,1.6590581059688987,2.312786749583186,2.6319291420974236,4.8661,1.7337,57.8111
605577.SH,出版业,龙版传媒,20221202,3.1602,5.332,5.79994,4.69369,3.50172,2.8414849999999996,2.16955,1.6365333333333334,1.4664099999999998,0.5926856714178546,0.5448677055279882,0.6732869022027446,0.919319855032983,1.135993216424604,1.5226802828324366,1.8764835992447613,2.4576525085847294,1.2356887651293544,2.0411650950119395,2.6733377889424075,1.6167,3.9372,57.4156
002181.SZ,出版业,粤传媒,20221202,18.0786,16.995433333333335,16.74868,16.36626,12.090233333333334,9.77692,7.0277633333333345,5.189762222222223,4.613825,1.0637328066559055,1.0794044665012408,1.1046262249286032,1.0147327033135347,1.0384433177362045,1.4057159084329776,1.7383218164138945,2.418327500119763,1.0233663647039701,1.7130834659586045,2.383216281709353,1.0479,6.5993,57.2968
600239.SH,区域地产,ST云城,20221202,2.1428,2.867366666666667,2.27742,1.38414,1.0845866666666666,0.9387699999999999,0.7708599999999998,0.7501133333333333,0.6949433333333334,0.7473058904221062,0.940889251872733,1.5481092953024982,1.2590416641052886,2.071587170854586,2.643741394571204,3.0543867685020474,3.719698345570749,1.6453682430967969,2.425961630644354,2.954388604934749,4.6397,1.5445,57.1244
002652.SZ,其他建材,扬子新材,20221202,11.8538,20.555999999999997,17.95424,14.928970000000001,12.410753333333334,9.752550000000001,7.0617366666666666,5.677053333333333,5.207269999999999,0.5766588830511773,0.660222877715793,0.7940132507467025,1.1449106172135384,1.3769201760067837,1.6563055801608602,2.107756432932925,2.910898688283005,1.202644254761045,1.8409790259983283,2.5424680708853016,1.5083,4.9729,57.0145
600222.SH,中成药,太龙药业,20221202,13.9387,19.428266666666666,21.33288,20.977660000000004,17.406240000000004,14.026420000000002,9.938803333333334,6.9154,5.353393333333332,0.7174443422641924,0.6533904470469998,0.6644544720431163,0.9107193527862467,0.9261407929514857,1.116166769311848,1.3851194151227941,1.9547893257437763,1.0169332518498249,1.5209069741245447,2.146423395707263,1.0344,10.4399,56.8806
600390.SH,多元金融,五矿资本,20221202,1.3703,1.6123666666666665,1.5939799999999997,1.00508,0.7950799999999999,0.6748550000000002,0.5498200000000001,0.4555466666666666,0.4241433333333333,0.8498687229951832,0.8596720159600498,1.3633740597763364,1.0115350673575998,1.6042172430718615,2.027930103469672,2.389204594567227,2.9325354964655093,1.5859235085764316,2.361959235687665,2.899094249026953,3.83,2.4275,56.694
000031.SZ,全国地产,大悦城,20221202,1.0194,1.651533333333333,1.4679999999999997,0.9380900000000001,0.7779933333333332,0.66591,0.5178966666666667,0.43961111111111106,0.4261433333333333,0.6172445807936061,0.6944141689373299,1.0866761184960931,1.125022706630336,1.7605275968546013,2.122811677906409,2.4801149304460557,3.1889244315146517,1.5648818343655722,2.20450210989473,2.834542283209649,3.5965,2.8067,56.4
603949.SH,汽车配件,雪龙集团,20221202,34.4296,25.5942,16.76526,10.26652,8.32912,7.198400000000001,6.411036666666666,6.602635555555556,5.791803333333333,1.3452110243727093,2.0536275608013237,3.353580375823551,1.526621120101925,2.4929771724011642,3.072857636821177,3.5555401200266723,3.9922092682878647,1.6330031987469953,2.329025894643254,2.6150622546223676,4.4496,1.3425,56.3767
600081.SH,汽车配件,东风科技,20221202,2.02,3.9450000000000003,3.3282800000000003,3.353499999999999,2.435753333333332,1.9651699999999999,1.5183533333333334,1.1521933333333332,0.9973950000000001,0.5120405576679341,0.6069200908577402,0.6023557477262563,1.1852969101157353,1.1763828835544958,1.6196221292249087,2.0074599144094405,2.59820946376118,0.9924794990308636,1.6936346473841961,2.1920325967166185,0.9851,3.8535,56.3663
600006.SH,汽车整车,东风汽车,20221202,3.0298,4.461733333333332,3.0328999999999993,1.9758699999999998,1.5520066666666665,1.349835,1.2275999999999998,1.0613733333333333,1.0565383333333331,0.679063443205929,0.9989778759603022,1.533400476752013,1.471111257652192,2.2581107731446566,2.874815829828909,3.3053916466333533,3.634517215162376,1.5349694058819656,2.2468672096959996,2.47059302704464,3.3008,1.5834,56.3009
000616.SZ,全国地产,ST海投,20221202,4.2617,4.423266666666667,3.42386,2.3929,2.0314533333333333,1.80036,1.4102933333333332,1.1505444444444446,1.0196766666666666,0.9634734509939864,1.2447062671955047,1.7809770571273351,1.2918947231097846,1.848496245838383,2.1773902427818506,2.456878994571456,3.1364160647430324,1.430841238664382,1.9017640916261191,2.42776443671293,2.514,3.0263,56.1741
600823.SH,全国地产,世茂股份,20221202,1.8388,1.9358666666666668,1.6163200000000004,1.02692,0.8793399999999999,0.759785,0.6060633333333335,0.501308888888889,0.4825216666666667,0.949858805702872,1.137646010690952,1.7905971253846453,1.1977001253877118,1.8851192562874097,2.201499609555652,2.5479137738526907,3.1941656262546814,1.5739492852413044,2.1273386550142477,2.666915998878005,3.6943,2.713,56.1033
603880.SH,医疗保健,南卫股份,20221202,2.9535,4.754466666666667,5.34358,3.48232,3.02488,2.4793650000000005,1.9346100000000002,1.5770266666666666,1.2794283333333338,0.6212053227140794,0.5527193379719214,0.8481414689057869,0.8897530619297674,1.3653158430777947,1.5717868697821622,1.917614658054246,2.4575840436401477,1.5344885019182615,2.155221195749718,2.7620967533508045,3.2963,2.6492,55.8309
300106.SZ,乳制品,西部牧业,20221202,9.4902,7.010566666666666,4.73888,3.00661,2.3984066666666664,2.1456850000000003,1.93292,1.6968688888888888,1.6696216666666668,1.353699415644004,2.0026250928489433,3.156445298858183,1.4793720597834648,2.3317180035543905,2.9230099983044298,3.2672860492880664,3.6269305851595854,1.5761538742969659,2.208562766668919,2.451668977505536,3.7187,1.6353,55.7662
600838.SH,百货,上海九百,20221202,5.346,6.322733333333333,4.80518,2.7627500000000005,2.189486666666667,1.89877,1.5663666666666667,1.51648,1.892145,0.845520397296528,1.1125493738007735,1.9350285042077637,1.3158161262082446,2.2885651373932974,2.887769735980732,3.32991006458567,4.036560192377263,1.7392742738213733,2.5306803878300164,3.0677236066480815,6.6709,2.0707,55.6545
