ts_code,industry,name,trade_date,ma1,ma3,ma5,ma10,ma15,ma20,ma30,ma45,ma60,score1_3,score1_5,score1_10,score3_5,score3_10,score3_15,score3_20,score3_30,score5_10,score5_20,score5_30,week_score,month_score,turnover_rate_score
002899.SZ,文教休闲,英派斯,20221202,3.1912,2.7990666666666666,2.2062,2.34598,2.0563466666666663,2.1761600000000003,2.16704,2.035986666666667,1.8304416666666667,1.1400943171533369,1.4464690417913153,1.3602844014015465,1.2687275254585562,1.193133217958664,1.3611842361210174,1.2862412077543315,1.2916543610947036,0.9404172243582639,1.0138041320491138,1.0180707324276432,0.8875,1.0487,32.0241
300146.SZ,食品,汤臣倍健,20221202,1.5484,1.3915999999999997,1.38234,1.36249,1.6515866666666668,1.403825,1.3238266666666667,1.1411377777777778,1.0213666666666665,1.1126760563380285,1.1201296352561598,1.1364487078804248,1.0066987861162955,1.0213652944241791,0.8425836972931078,0.9912916496001992,1.0511950204961371,1.0145689142672607,0.9846953858208821,1.0442001470484554,1.0296,1.401,32.02
002751.SZ,家居用品,*ST易尚,20221202,5.0147,4.3602,3.51858,2.95775,2.9897933333333335,3.018775,2.859233333333334,2.9283266666666674,3.105918333333334,1.1501077932204946,1.425205622722803,1.6954441720902715,1.239193083573487,1.474161102189164,1.4583616704833555,1.4443607092280808,1.524954241813073,1.1896137266503255,1.1655655025631257,1.2306026090910147,1.468,1.1641,32.0149
600820.SH,建筑工程,隧道股份,20221202,0.6938,0.7207666666666667,0.6701600000000001,0.6788999999999998,0.5862133333333333,0.5404100000000001,0.5836333333333333,0.5387577777777778,0.5435366666666666,0.9625861351338851,1.0352751581711828,1.0219472676388277,1.075514305041582,1.061668385132813,1.2295296365373245,1.333740431647576,1.2349648752070363,0.9871262336131982,1.2400954830591588,1.148255183048718,0.9746,1.0017,32.0089
600009.SH,机场,上海机场,20221202,1.5732,1.8393999999999997,2.0566199999999997,1.5343099999999998,1.675213333333333,1.6633099999999996,1.62983,1.5177844444444446,1.350441666666667,0.8552788952919431,0.7649444233742744,1.025346898605888,0.8943800993863719,1.1988450834577105,1.098009407757022,1.1058672165741805,1.1285839627445806,1.3404201237038147,1.2364622349411716,1.2618616665541804,2.0322,1.1898,32.0027
300206.SZ,医疗保健,理邦仪器,20221202,5.9356,5.6236999999999995,5.97134,6.51311,7.003926666666667,5.90808,5.373773333333332,5.243762222222223,4.278815,1.0554617067055498,0.9940147437593573,0.9113311459502449,0.9417819115977318,0.8634431170362544,0.802935305814167,0.9518659192157181,1.0465085985514835,0.9168185398373434,1.0107073702454943,1.1112005716653477,0.8464,1.2102,32.002
300999.SZ,食品,金龙鱼,20221202,1.5854,1.7485,1.54268,1.2534399999999999,1.2952266666666667,1.2426650000000001,1.2770666666666668,1.2507355555555557,1.2324266666666666,0.906720045753503,1.0276920683485882,1.2648391626244575,1.1334171701195321,1.394961067143222,1.349956764324391,1.4070566081767812,1.3691532679056169,1.2307569568547359,1.241428703632918,1.207987053664648,1.6,1.0029,31.9949
601696.SH,证券,中银证券,20221202,1.6907,2.2802000000000002,2.5449,2.3912699999999996,2.9463666666666666,2.68573,2.321483333333333,1.9311666666666665,1.8087500000000003,0.7414700464871502,0.6643483044520413,0.7070301555240522,0.8959880545404535,0.9535518782906157,0.7739023203719837,0.8490056707115012,0.9822168297568367,1.0642461955362634,0.9475636046810365,1.0962387553934627,1.1373,1.9175,31.9916
000652.SZ,批发业,泰达股份,20221202,0.9454,0.8826666666666667,0.89286,0.74407,0.7549,0.7180949999999999,0.7246933333333333,0.6567533333333334,0.6706283333333333,1.07107250755287,1.0588446116972425,1.2705793809722203,0.9885835031994565,1.1862683170490231,1.1692497902591956,1.2291781263853205,1.2179864586399765,1.1999677449702313,1.2433730913040755,1.2320521783926994,1.4999,1.1261,31.978
600530.SH,医疗保健,交大昂立,20221202,1.0235,1.2650333333333335,1.1486399999999999,1.10555,1.1706933333333331,1.1382949999999998,1.0923,0.9640622222222223,0.8710866666666666,0.8090695897341308,0.8910537679342528,0.9257835466509883,1.1013314296327252,1.1442570063166146,1.0805847247215328,1.1113404990211972,1.1581372638774452,1.0389760752566595,1.009088153773846,1.0515792364734962,1.0811,1.3283,31.9764
301121.SZ,电气设备,紫建电子,20221202,8.9678,14.329533333333332,13.110859999999999,12.51329,11.277893333333331,11.404635,11.326533333333334,10.371988888888888,10.58216166666667,0.6258263818779863,0.6839978460604416,0.7166620449138477,1.0929514412733667,1.1451451483449462,1.2705859959661499,1.2564657556627925,1.265129666034915,1.0477548270678614,1.1496080321728839,1.1575351093008746,1.1003,1.2164,31.9512
833266.BJ,,生物谷,20221202,0.5722,0.7707,0.8598399999999999,1.70109,1.56406,1.41197,1.1399833333333336,0.8927822222222221,0.7851583333333334,0.7424419359024264,0.6654726460736883,0.33637256112257435,0.8963295496836622,0.45306244819498087,0.49275603237727456,0.5458331267661495,0.6760625155338528,0.505464143578529,0.6089647797049512,0.7542566411789644,0.3382,2.8854,31.95
002594.SZ,汽车整车,比亚迪,20221202,0.9966,1.6796999999999997,1.3901999999999999,1.0593499999999998,1.0176466666666666,1.053,1.18559,1.1667755555555557,1.166718333333333,0.5933202357563852,0.7168752697453604,0.9407655637891162,1.2082434182132067,1.5855949402935763,1.6505728903941772,1.5951566951566951,1.4167629619008257,1.3123141549063106,1.3202279202279201,1.1725807403908601,1.9083,0.8048,31.941
600242.SH,软件服务,*ST中昌,20221202,1.9072,2.2976666666666667,2.46712,1.9873699999999999,1.9327666666666667,1.8762599999999998,1.66621,1.642628888888889,2.0727883333333335,0.8300594806325258,0.7730471156652291,0.9596602545072132,0.9313153258320093,1.1561343215740738,1.1887967162789093,1.2245992914983355,1.3789778399281405,1.2413994374474808,1.3149137113193268,1.4806777056913594,1.6364,1.4235,31.9249
300142.SZ,生物制药,沃森生物,20221202,1.115,2.1063666666666667,1.88398,1.79173,2.200953333333333,1.9843349999999997,1.8834299999999997,1.641108888888889,1.4331283333333333,0.5293475336677691,0.5918321850550431,0.6223035836872743,1.1180408850766286,1.1756049553597174,0.957024683243322,1.061497512600779,1.1183673758338069,1.0514865521032744,0.9494263821380967,1.000292020409572,1.1086,1.4098,31.9229
600837.SH,证券,海通证券,20221202,0.3012,0.4452666666666667,0.48595999999999995,0.38498999999999994,0.44316666666666665,0.41786500000000004,0.40353666666666665,0.3569933333333333,0.33455,0.6764485701452313,0.619804099102807,0.7823579833242423,0.9162619694350703,1.1565668372338678,1.0047386235426854,1.0655754051348323,1.1034106772618764,1.262266552377984,1.1629593289698823,1.2042524016817966,1.711,1.3026,31.9215
600315.SH,日用化工,上海家化,20221202,0.6741,0.6540666666666667,0.61424,0.55574,0.5536933333333334,0.51105,0.5579966666666667,0.47684888888888893,0.4777333333333334,1.0306288859443482,1.097453764001042,1.212977291539209,1.0648389337501085,1.1769292594858507,1.1812796493847375,1.2798486775592735,1.1721694872729227,1.1052650520027352,1.20191762058507,1.100795106302905,1.2353,1.0985,31.9124
300467.SZ,互联网,迅游科技,20221202,3.6722,3.2303333333333337,2.8911000000000002,3.19177,3.7660066666666667,3.311855,2.8754,2.405882222222222,2.479596666666666,1.1367867093179238,1.2701739822212998,1.150521497476322,1.117337115054247,1.012082115357101,0.8577609173996861,0.9753848925551795,1.123437898495282,0.9057983501317451,0.8729548848002102,1.0054601098977534,0.8278,1.9279,31.9062
300291.SZ,影视音像,百纳千成,20221202,1.3766,1.2060333333333333,1.29458,1.1795200000000001,1.1080733333333335,1.09604,1.0495266666666667,0.9563244444444445,0.9499083333333334,1.1414278212321385,1.0633564553754886,1.1670849158979923,0.9316020124931123,1.0224780701754383,1.0884057011870452,1.1003552181793852,1.149121191140133,1.0975481551817687,1.1811430239772274,1.2334893825152926,1.2162,1.3134,31.9047
688386.SH,化工原料,泛亚微透,20221202,5.7642,3.0563333333333333,3.1392800000000003,2.72977,3.300806666666667,3.6516400000000004,3.0436699999999997,2.5014044444444443,2.180875,1.8859853855382265,1.836153512907418,2.1116064723401604,0.9735778055265325,1.119630347367483,0.9259352764273783,0.8369755324548238,1.004160547409323,1.1500163017397071,0.8596904404596291,1.0314127352833917,1.353,2.3561,31.8995
603380.SH,元器件,易德龙,20221202,0.207,0.41816666666666663,0.35804,0.31843000000000005,0.3035266666666667,0.28724,0.3094066666666666,0.27806222222222227,0.31579,0.4950179354324432,0.578147692995196,0.6500643783563105,1.1679328194242726,1.3132137884830781,1.3776933383118448,1.4558093116093394,1.3515114951196916,1.1243915460226737,1.246483776632781,1.157182564478249,1.2841,1.0364,31.8981
001209.SZ,服饰,洪兴股份,20221202,17.1422,7.435733333333332,5.739459999999999,4.84949,4.547553333333332,4.128965,3.797296666666667,5.934888888888889,5.799341666666667,2.3053812222062833,2.986726974314657,3.5348459322526695,1.2955458062837502,1.5333021273027332,1.6351063502278884,1.8008710011669589,1.9581649752587142,1.1835182668692994,1.3900481113305634,1.511459468095285,1.4495,0.9308,31.8956
688698.SH,电气设备,伟创电气,20221202,6.6188,4.2539,3.76086,3.9324500000000002,3.7653199999999996,3.518465,3.6021966666666665,3.167288888888888,3.04504,1.5559369049578036,1.759916614816824,1.6831237523681166,1.1310976744680736,1.0817429337944537,1.129757895743257,1.209021547748805,1.180918310031194,0.9563656244834645,1.0688922584138254,1.0440462717656542,0.9164,1.1252,31.8943
300715.SZ,其他建材,凯伦股份,20221202,0.6907,0.9580000000000001,1.28094,0.94604,1.018,0.9841949999999999,0.9269766666666668,0.825411111111111,0.8296600000000001,0.7209812108559498,0.5392133901665964,0.7300959790283709,0.7478882695520478,1.0126421715783689,0.9410609037328095,0.9733843394855696,1.0334672213971585,1.3540019449494736,1.3015103714202978,1.381847079933691,2.096,1.4133,31.8812
601939.SH,银行,建设银行,20221202,0.6514,0.7509666666666667,0.84536,0.8286899999999999,0.7356999999999999,0.7205999999999999,0.7198466666666666,0.6406755555555556,0.5957399999999998,0.8674153313507035,0.7705592883505252,0.7860599259071547,0.8883394845588467,0.9062093987699462,1.020751211997644,1.0421408085854382,1.0432314289154172,1.0201160868358494,1.1731334998612268,1.1743612065532476,1.0411,1.1801,31.8696
600905.SH,新型电力,三峡能源,20221202,1.3705,1.7477666666666665,1.56196,1.30701,1.29616,1.2355,1.2586666666666666,1.2649644444444446,1.2824066666666665,0.7841435737035838,0.8774232374708699,1.0485765219852947,1.1189573783366196,1.3372251678768077,1.3484189194749618,1.4146229596654525,1.3885858050847457,1.1950635419774907,1.2642331040064752,1.2409639830508474,1.4847,0.9454,31.8665
000858.SZ,白酒,五粮液,20221202,0.5423,0.7761,0.7750999999999999,0.57627,0.5649599999999999,0.5732700000000001,0.63696,0.5975155555555555,0.5597249999999999,0.6987501610617188,0.6996516578506,0.9410519374598714,1.0012901561088894,1.3467645374564008,1.373725573491929,1.353812339735203,1.2184438583270536,1.345029239766082,1.3520679609956912,1.216873901029892,2.0536,0.9205,31.8539
000820.SZ,环境保护,神雾节能,20221202,8.5338,11.2525,9.975399999999999,11.36144,8.948200000000002,8.875654999999998,8.356683333333333,7.9218222222222225,9.439683333333333,0.7583914685625416,0.8554844918499509,0.7511195763917249,1.1280249413557353,0.9904114267205565,1.2575154779732234,1.2677937571931313,1.3465270312584139,0.878004900787224,1.1239057849815028,1.1937032435116801,0.7825,1.1984,31.8348
603638.SH,专用机械,艾迪精密,20221202,0.2409,0.36190000000000005,0.50524,0.3719,0.37532666666666675,0.36404500000000006,0.3691866666666667,0.3407422222222221,0.30547166666666664,0.6656534954407294,0.476803103475576,0.647754772788384,0.7162932467738106,0.973111051357892,0.9642267180589352,0.9941078712796495,0.9802629202932572,1.3585372411938694,1.3878504031095056,1.3685217956589257,2.1179,1.1156,31.8328
002285.SZ,房产服务,世联行,20221202,1.7195,2.1876333333333333,2.26438,1.8210099999999998,1.865573333333333,1.8311,1.55922,1.5735733333333333,1.9021166666666667,0.7860092337228969,0.7593690105017709,0.9442562094661755,0.9661069843989671,1.2013296650393648,1.1726332566217357,1.1947099193563069,1.403030575116618,1.243474774987507,1.236622795041232,1.4522517669090955,1.6437,1.5387,31.8271
002673.SZ,证券,西部证券,20221202,0.315,0.5217333333333333,0.52226,0.42251000000000005,0.48334,0.45289499999999994,0.4320633333333334,0.3933399999999999,0.39131,0.6037567084078713,0.60314785738904,0.7455444841542211,0.9989915623125135,1.234842567828769,1.0794333871256947,1.1519962316504562,1.207539018199492,1.2360890866488365,1.153159120767507,1.2087579752968312,1.6181,1.2744,31.827
300711.SZ,通信设备,广哈通信,20221202,2.0273,1.9865000000000002,1.7408000000000001,1.9081400000000002,1.91874,1.7021850000000005,1.684543333333333,1.628006666666667,1.375328333333333,1.020538635791593,1.1645795036764703,1.062448248032115,1.1411420036764706,1.0410661691490142,1.0353148420317502,1.1670294356958848,1.179251350019689,0.912302032345635,1.022685548280592,1.0333957966847596,0.8387,0.9254,31.8237
002511.SZ,造纸,中顺洁柔,20221202,1.8355,1.0668333333333333,0.8718199999999999,0.7487799999999999,0.86232,0.9148249999999999,0.8430966666666666,0.7300555555555556,0.7154966666666666,1.7205124199343853,2.105365786515565,2.4513208151927137,1.2236853173055602,1.4247620573911342,1.2371664038098773,1.1661611054937648,1.2653748680459733,1.1643206282219076,0.9529910092094117,1.0340688493608878,1.3933,1.5228,31.8137
002537.SZ,汽车配件,海联金汇,20221202,13.5333,10.285033333333333,10.35296,9.27121,9.317000000000002,9.494645,7.8485766666666645,7.554197777777778,8.48602,1.3158246124627697,1.3071913732884124,1.4597123784274113,0.9934389134443998,1.1093517818422118,1.1038996815856317,1.0832456962143748,1.3104329320008343,1.1166784055155692,1.0903999043671457,1.3190875797862291,1.2642,1.6322,31.8135
300094.SZ,渔业,国联水产,20221202,4.8935,6.158966666666667,6.2427600000000005,5.84105,6.075426666666667,5.89827,5.610213333333334,4.77314,4.6749399999999985,0.794532632638592,0.7838680327291134,0.8377774543960419,0.9865775180635915,1.0544279995320476,1.013750474589439,1.0441988357038026,1.0978132738861979,1.0687735937887881,1.058405261203709,1.112749128969546,1.1477,1.4782,31.8119
600666.SH,元器件,*ST瑞德,20221202,2.0592,2.662466666666667,2.27392,1.9970200000000002,1.92494,1.8269000000000002,1.7073166666666668,1.9035777777777778,2.057365,0.7734181335603575,0.9055727554179568,1.0311363932259066,1.170870860305845,1.3332198308813465,1.3831426780401814,1.4573685843049247,1.5594451332012222,1.1386565983315138,1.2446877223712298,1.3318677456827965,1.322,0.9426,31.8109
603777.SH,食品,来伊份,20221202,3.5544,4.845766666666667,3.81096,3.13234,3.960266666666667,3.8005850000000003,3.6046366666666665,3.329982222222222,3.2024233333333334,0.733506221925667,0.9326783802506454,1.1347427163079358,1.2715343815381601,1.5470117122236624,1.2235960541377684,1.2750054706490361,1.3443148685350628,1.2166495335755378,1.0027298429057632,1.0572383162057017,1.5531,1.3056,31.803
300649.SZ,建筑工程,杭州园林,20221202,3.5064,3.773133333333334,4.09496,4.0357,3.7163333333333335,3.7755900000000002,3.365113333333333,3.159913333333333,3.0062849999999997,0.9293072070957824,0.8562721003379764,0.8688455534355873,0.9214090817329922,0.934939002733933,1.0152838819625079,0.9993493290673335,1.1212500024763903,1.014683945783879,1.0845881041108807,1.2168862069033834,1.0298,1.6179,31.8002
688259.SH,半导体,创耀科技,20221202,9.0609,8.5169,8.5795,7.9131,9.58692,9.054515,8.053433333333334,6.887713333333333,6.307654999999999,1.0638730054362504,1.0561104959496475,1.1450506122758464,0.9927035375021854,1.0763038505768914,0.8883875113175035,0.9406246496913417,1.0575489542762297,1.0842147830812197,0.9475383275636519,1.0653220365641154,1.1839,1.6201,31.7988
300375.SZ,汽车配件,鹏翎股份,20221202,1.4097,1.7232333333333336,1.8002600000000002,1.6700300000000001,1.5694533333333338,1.4853,1.4893166666666664,1.329388888888889,1.3823599999999998,0.8180552062982377,0.7830535589303766,0.8441165727561779,0.9572135876669666,1.0318577111389218,1.0979831618652778,1.1601921048497499,1.1570630826217845,1.0779806350784118,1.21205143742005,1.2087825512819081,1.1692,1.1925,31.7985
603886.SH,食品,元祖股份,20221202,1.3576,1.4335666666666664,1.1870599999999998,0.8619299999999999,0.9855599999999999,1.0539299999999998,1.06948,0.9530022222222223,0.9812266666666667,0.9470086265026625,1.1436658635620778,1.5750699012680847,1.2076615054560567,1.663205442050592,1.4545706670995846,1.360210513664728,1.3404333570208573,1.3772116065109696,1.1263176871329215,1.1099412798743313,2.2114,1.2096,31.7899
603839.SH,服饰,安正时尚,20221202,1.3322,0.6981666666666667,0.60524,0.4598000000000001,0.4430466666666667,0.43816999999999995,0.46231333333333335,0.55,0.49370833333333336,1.908140367629506,2.201110303350737,2.897346672466289,1.1535368889476352,1.518413803102798,1.5758309884587025,1.5933693923971672,1.5101590551862374,1.3163114397564155,1.3812903667526304,1.3091554068669156,1.9253,0.5881,31.7784
001208.SZ,电气设备,华菱线缆,20221202,1.6297,2.1024999999999996,2.1634,3.8472300000000006,3.544826666666667,2.9467349999999994,2.6222733333333332,2.2111422222222217,1.9260783333333331,0.7751248513674198,0.7533049828972912,0.42360347574748575,0.9718498659517424,0.5464970901141859,0.5931178581369281,0.7135015534142025,0.8017852194406379,0.5623266610002521,0.7341684949613727,0.825009343038229,0.3911,1.6733,31.7781
300077.SZ,半导体,国民技术,20221202,2.2215,3.3822999999999994,3.0730999999999997,3.7405099999999996,4.006326666666666,3.5309949999999994,3.475763333333333,2.826333333333333,2.4596933333333335,0.6568015847204566,0.7228856854641893,0.5939029704505535,1.1006150141550877,0.9042349839995081,0.8442396942169801,0.9578886404540363,0.9731099835144126,0.8215724593705137,0.8703212550570024,0.8841511073346958,0.6972,1.3816,31.7712
002626.SZ,医疗保健,金达威,20221202,1.226,1.0012999999999999,0.93682,0.9945699999999998,1.1401399999999997,1.0779449999999997,0.9718666666666667,0.7965244444444445,0.7354383333333333,1.2244082692499751,1.3086825644200593,1.2326935258453404,1.0688285903375248,1.0067667434167529,0.8782254810812709,0.9288971144167839,1.0302853615036356,0.9419347054505969,0.8690795912592946,0.9639388119083551,0.8902,1.7206,31.7629
688588.SH,软件服务,凌志软件,20221202,3.2716,1.8096333333333332,1.3952399999999998,1.2662200000000001,1.5213333333333334,1.6869,1.660656666666667,1.2925911111111112,1.1083583333333331,1.8078800493654332,2.3448295633726097,2.583753218240116,1.297005055283201,1.4291618623409306,1.189504820333041,1.0727567332582448,1.0897094924297013,1.1018938257174895,0.8271029699448691,0.8401736662404629,1.2269,1.5322,31.7625
838030.BJ,,德众汽车,20221202,0.5113,0.8435666666666668,0.6750200000000002,0.59825,0.47864,0.4885300000000001,0.4538466666666667,0.5308155555555557,0.8516533333333334,0.606116884656419,0.7574590382507183,0.8546594233180109,1.2496913671693677,1.410057111018248,1.7624240904785784,1.726744860431635,1.858704114458628,1.1283242791475139,1.381737047878329,1.4873305227903701,1.2944,1.2263,31.7611
300297.SZ,软件服务,*ST蓝盾,20221202,2.5984,2.0970999999999997,1.8742999999999999,1.62028,1.5817066666666664,1.662135,1.4848399999999995,1.5194177777777778,1.5604966666666669,1.2390443946402174,1.386330896868164,1.6036734391586638,1.1188710451902042,1.2942824696965955,1.325846343190478,1.2616905365689308,1.4123407235796452,1.1567753721578986,1.1276460696634147,1.2622908865601685,1.3718,1.345,31.7509
600527.SH,化纤,江南高纤,20221202,1.0317,0.7513333333333333,0.7065,0.6297200000000001,0.6060733333333334,0.64214,0.6054533333333333,0.5518777777777777,0.5559633333333334,1.373158828748891,1.4602972399150744,1.638347201931017,1.06345836282142,1.1931228694234473,1.239673966846696,1.1700459920474247,1.2409434253121627,1.1219272057422345,1.10022736474912,1.1668942280164727,1.2777,1.4259,31.7503
301019.SZ,塑料,宁波色母,20221202,0.5533,0.6925,0.6058,0.53068,0.5246799999999999,0.514355,0.5031033333333333,0.5082044444444445,0.49986,0.7989891696750903,0.9133377352261473,1.0426245571719304,1.1431165401122483,1.3049295243838093,1.319852100327819,1.3463463949995627,1.3764567915140031,1.1415542323057208,1.1777857705281372,1.2041263888796867,1.3298,0.9304,31.7463
300270.SZ,通信设备,中威电子,20221202,1.59,1.4713333333333332,1.4788599999999998,1.3053,1.3475666666666664,1.3569350000000002,1.2569733333333335,1.1424133333333335,1.1051733333333333,1.0806524694154964,1.075152482317461,1.2181107791312344,0.9949104941193442,1.1271993666845423,1.0918445593291612,1.0843064209658775,1.1705366329702032,1.132965601777369,1.089853235416582,1.1765245616454336,1.3067,1.3455,31.7406
002663.SZ,建筑工程,普邦股份,20221202,1.7392,1.796166666666667,1.89388,1.5450699999999997,1.55496,1.7111249999999998,1.5316666666666665,1.3796688888888886,1.384625,0.9682843091769509,0.9183263987158637,1.12564479279256,0.9484057420040694,1.1625147512194705,1.1551208176844852,1.0496992719214944,1.1726877040261157,1.2257567618295613,1.1068040032142599,1.2364831338411317,1.5832,1.5748,31.7362
000931.SZ,化学制药,中关村,20221202,1.4129,1.9848333333333332,2.0500999999999996,2.13957,3.02972,2.5305349999999995,2.00146,1.7604822222222223,1.6248449999999999,0.7118481820471912,0.6891858933710552,0.6603663352916708,0.968164154594085,0.9276786145502757,0.6551210452891135,0.7843532428254633,0.9916927309730564,0.9581831863411805,0.8101448903097567,1.0243022593506739,0.9197,2.1322,31.7322
600498.SH,通信设备,烽火通信,20221202,0.397,0.7424333333333334,0.61114,0.5647,0.56726,0.5249950000000001,0.5256133333333334,0.5137866666666666,0.5478599999999999,0.5347281461859651,0.6496056550053998,0.7030281565432974,1.214833480599099,1.3147393896464201,1.3088060736405411,1.4141721984653821,1.4125085614266508,1.0822383566495486,1.1640872770216857,1.1627178407447807,1.1792,1.0236,31.7303
600547.SH,黄金,山东黄金,20221202,1.3487,0.9015333333333334,0.8876200000000001,0.79238,0.8205466666666666,0.94604,0.8113666666666668,0.678228888888889,0.66769,1.4960068032241365,1.5194565241882787,1.7020873823165654,1.0156748758853262,1.1377537713386676,1.0986984286898167,0.9529547728778206,1.1111293701984306,1.120194856003433,0.9382478542133526,1.093981348342303,1.2732,2.1298,31.7253
002323.SZ,建筑工程,雅博股份,20221202,1.5085,1.2569,1.23366,2.13814,1.7170200000000002,1.5474450000000002,1.3386766666666665,1.185028888888889,1.1505250000000005,1.2001750338133503,1.2227842355268064,0.7055197508114529,1.0188382536517355,0.5878473813688533,0.7320240882459143,0.812242115228651,0.9389123089219952,0.5769781211707372,0.7972238108624214,0.9215518808375436,0.4055,1.6642,31.7209
600846.SH,建筑工程,同济科技,20221202,1.0877,1.4786666666666666,1.56182,1.22257,1.159,1.31757,1.3200100000000001,1.1936777777777778,1.0719733333333332,0.735595130748422,0.6964310868089792,0.8896832083234497,0.9467586960511881,1.2094740314801333,1.2758124820247339,1.1222680135906757,1.1201935338873694,1.2774892235209436,1.1853791449410658,1.1831880061514684,1.7681,1.0813,31.7168
000755.SZ,路桥,山西路桥,20221202,4.8432,6.6380333333333335,8.386619999999999,8.12457,6.559913333333333,6.031854999999999,5.6854499999999994,5.39450888888889,7.0483416666666665,0.7296136908019946,0.5774912896971606,0.5961177022291642,0.7915028144035778,0.8170319577938688,1.0119086939156716,1.100496171299432,1.1675475702597569,1.0322540146740071,1.390388197329014,1.4751022346516107,1.0667,1.2007,31.7037
603843.SH,建筑工程,正平股份,20221202,2.546,2.751133333333333,3.2249600000000003,4.11258,4.845373333333334,4.4726300000000005,3.420763333333333,2.706666666666667,2.58805,0.9254367896866745,0.789467156181782,0.6190761030788458,0.8530751802606336,0.668955578574358,0.5677856264257587,0.6151041631731963,0.8042454461918345,0.7841695480695816,0.7210433235031737,0.9427603390666218,0.645,3.5872,31.7005
301150.SZ,元器件,中一科技,20221202,4.7448,5.729466666666667,6.26834,10.375910000000001,8.382053333333333,7.458115000000001,6.608366666666666,5.708413333333334,5.4953433333333335,0.8281399083102556,0.7569468152652855,0.45729001118937995,0.914032529611774,0.5521893180132312,0.6835397531869678,0.7682191366942809,0.8670019318944169,0.6041243611403723,0.8404724250028324,0.9485460350767463,0.4328,1.6789,31.6932
600789.SH,化学制药,鲁抗医药,20221202,1.9053,1.9425000000000001,2.0989999999999998,2.2226399999999997,2.71812,2.5845100000000003,2.217306666666667,1.7998711111111112,1.5142166666666665,0.9808494208494208,0.9077179609337781,0.8572238419177196,0.9254406860409721,0.873960695389267,0.7146483598958104,0.7515931453157465,0.8760628510264705,0.9443724579779001,0.812146209532948,0.9466439764759645,0.8946,1.9805,31.6905
002889.SZ,仓储物流,东方嘉盛,20221202,1.3549,1.529333333333333,1.5809799999999998,1.24307,1.1083733333333332,1.0241099999999999,1.1212133333333334,1.2177777777777776,1.2737450000000001,0.8859415867480386,0.85700008855267,1.0899627535054341,0.9673324984081603,1.2302873799008367,1.379799826773169,1.4933291671142097,1.3639985254069993,1.271835053536808,1.5437599476618724,1.4100617188521956,1.7466,0.6783,31.69
000905.SZ,港口,厦门港务,20221202,0.9336,1.3991999999999998,2.10038,1.55266,1.4450866666666669,1.3701050000000001,1.305116666666667,1.3161288888888887,1.392261666666667,0.6672384219554032,0.44449099686723353,0.6012906882382493,0.6661651701120749,0.9011631651488412,0.9682464258199044,1.0212355987314838,1.0720880636469277,1.3527623562144964,1.5330065943851017,1.609342715210645,2.0901,1.051,31.6895
600125.SH,铁路,铁龙物流,20221202,1.5441,1.8903999999999999,1.9685400000000002,2.27194,2.0047533333333334,1.7909850000000003,1.6434333333333333,1.5896511111111116,1.624201666666667,0.8168112568768515,0.7843884300039623,0.6796394270975467,0.9603056072012759,0.8320642270482496,0.9429589010119283,1.0555085609315542,1.1502748311461777,0.8664577409614692,1.099138183736882,1.1978216335719938,0.7644,1.2511,31.6803
002966.SZ,银行,苏州银行,20221202,0.6194,1.0135666666666667,1.15934,1.00462,0.9638066666666667,0.8966600000000001,0.888183333333333,0.8557955555555556,0.8345566666666667,0.6111092840464366,0.5342694981627477,0.6165515319225179,0.8742617926291396,1.008905523149715,1.0516286115472675,1.13038015152529,1.1411683023399828,1.154008480818618,1.2929538509579996,1.305293576776567,1.3641,1.0141,31.6761
301169.SZ,软件服务,零点有数,20221202,19.4355,12.373433333333333,8.9939,8.55126,10.29814,10.498225,9.96846,9.073495555555557,7.515578333333334,1.5707443097173246,2.160964653820923,2.2728229524070143,1.3757583843864545,1.4469719472140168,1.2015211808475446,1.1786214653747022,1.2412582618913386,1.051763131982889,0.8567067289946634,0.9022356512440236,1.1092,1.1405,31.6677
002223.SZ,医疗保健,鱼跃医疗,20221202,3.8197,3.6866,3.9203199999999994,3.64944,4.7940466666666675,4.4110249999999995,4.036953333333333,3.3713177777777776,2.700385,1.0361037270113385,0.9743337278589504,1.046653733175501,0.9403824177618155,1.0101823841466089,0.7689954346154326,0.8357694640134663,0.9132134299298317,1.0742250865886271,0.8887548812350871,0.9711085752787167,1.1604,1.651,31.6674
688185.SH,生物制药,康希诺,20221202,6.7891,9.689566666666666,9.80296,9.499059999999998,10.166419999999997,11.162925000000001,11.257993333333333,8.252266666666666,6.756718333333334,0.7006608482663484,0.6925561259048287,0.714712824216291,0.9884327454836769,1.0200553177542482,0.9530952554258696,0.8680132372712944,0.8606832834033773,1.0319926392716756,0.8781712678352671,0.8707555342900067,1.0661,1.6349,31.667
601106.SH,工程机械,中国一重,20221202,0.2304,0.2800666666666667,0.30272000000000004,0.40836000000000006,0.35194000000000003,0.313975,0.2781266666666667,0.24674,0.25916666666666666,0.8226612711259224,0.7610993657505284,0.5642080517190713,0.9251673713883015,0.6858327619420772,0.795779583641151,0.8920030788013908,1.0069752390996909,0.7413066901753355,0.9641531969105822,1.0884249382775235,0.5889,1.6761,31.6662
