trade_date,ts_code,close,open,high,low,pre_close,change,pct_chg,vol,amount,ma3,ma_v_3,ma5,ma_v_5,ma10,ma_v_10,ma15,ma_v_15,ma20,ma_v_20,ma30,ma_v_30,ma50,ma_v_50,ma60,ma_v_60,ma75,ma_v_75,ma90,ma_v_90,ma120,ma_v_120,ma150,ma_v_150,ma200,ma_v_200
20220128,000001.SZ,15.83,16.48,17.56,15.82,16.48,-0.65,-0.0394,2582339706.0,43505823412.47,16.5833,2436973089.0,17.436,2299819917.0,19.278,1918674086.5,19.8893,2038780387.8,18.624,2228822785.55,17.3333,2162717995.9,15.0378,2193659947.78,14.2683,2142253884.9333,13.3965,1939270584.04,13.3328,2142564839.8889,13.5583,1848561926.1917,14.5943,1603739982.7867,15.244,1321295046.58
20211231,000001.SZ,16.48,17.43,19.06,16.4,17.44,-0.96,-0.055,2560447197.0,45276503779.39,17.8067,2054591361.3333,17.83,2200847371.2,19.896,1894446111.0,20.0173,2005552972.8,18.4825,2160528900.2,17.2767,2131717870.3,14.9888,2226975741.4,14.16,2111930320.9333,13.3369,1919837018.6533,13.2777,2129107152.1444,13.5651,1828575104.0,14.6077,1590307016.6267,15.1909,1308787149.285
20211130,000001.SZ,17.44,19.33,19.73,17.16,19.5,-2.06,-0.1056,2168132364.0,38898674227.01,18.29,2118770894.0,18.072,2075904582.2,20.386,1862728643.8,19.93,1978311233.7333,18.355,2117862441.6,17.1867,2101774903.0,14.89,2203670725.6,14.037,2090956097.3,13.2571,1905697415.52,13.2047,2110622746.6222,13.5577,1809851042.8833,14.6067,1578525127.9667,15.1409,1296321581.97
20211029,000001.SZ,19.5,18.17,20.59,18.02,17.93,1.57,0.0876,1435194523.0,28042460454.44,18.41,2091885765.0,19.108,1887412741.0,20.951,1925166700.9,19.7727,2042062930.5333,18.123,2142367995.3,17.0113,2091669198.2,14.7634,2192511755.14,13.9055,2083975926.35,13.1721,1907925466.0533,13.1387,2094349964.0,13.5416,1794607504.3333,14.5967,1571746212.98,15.084,1285769207.225
20210930,000001.SZ,17.93,17.48,20.99,17.01,17.8,0.13,0.0073,2752985795.0,51002547278.61,17.8067,2258732008.0,20.048,1803430154.4,20.935,1977809391.8,19.362,2266868184.2667,17.873,2197215150.95,16.823,2130268369.2333,14.599,2216370590.2,13.733,2073209023.05,13.0769,1958572455.96,13.0458,2090983965.2778,13.5197,1784946828.2333,14.5587,1569697914.8133,15.0194,1278874280.66
20210831,000001.SZ,17.8,17.64,21.2,17.18,17.69,0.11,0.0062,2087476977.0,39612873638.03,19.37,1749627795.6667,21.12,1537528256.0,21.116,1908260623.2,19.02,2205157075.0667,17.7535,2133738207.65,16.6527,2127545595.7333,14.4538,2232032772.38,13.5853,2041190335.9333,13.0317,1986905378.52,12.9662,2072885496.3778,13.504,1764386322.125,14.5167,1558081298.3933,14.9651,1265564034.86
20210730,000001.SZ,17.69,22.81,23.5,17.24,22.62,-4.93,-0.2179,1935733252.0,39543208925.13,21.5033,1392229333.3333,21.962,1588044850.8,21.111,1907905773.6,18.7,2147089409.8667,17.686,2105182103.6,16.4713,2121678843.2,14.2856,2215719416.32,13.4468,2035376819.25,12.9987,2012477886.28,12.8921,2061769698.1,13.4961,1750974083.0833,14.4611,1552415209.1467,14.9119,1255690596.615
20210630,000001.SZ,22.62,24.2,25.06,22.0,24.2,-1.58,-0.0653,1225673158.0,28598633960.8,23.37,1221477017.0,22.7,1649552705.4,20.859,1929514559.5,18.4493,2131848394.7333,17.566,2090402567.85,16.2517,2117698233.8333,14.1158,2201510044.2,13.3053,2018883449.9333,12.9855,2065025950.1867,12.8222,2049858827.6778,13.4932,1738909169.875,14.4031,1546011839.1733,14.8643,1246715213.19
20210531,000001.SZ,24.2,23.1,25.16,22.6,23.29,0.91,0.0391,1015281590.0,24221421505.84,23.1667,1592939281.3333,22.794,1962920660.8,20.105,2119388025.3,17.7947,2227353080.0667,17.248,2130080588.85,15.8103,2116820277.5667,13.8432,2193045257.56,13.0733,2010278497.3667,12.8939,2098806925.2933,12.707,2050048522.9667,13.4469,1732281077.5583,14.3081,1541338235.52,14.7919,1240804800.06
20210430,000001.SZ,23.29,22.08,24.23,19.81,22.01,1.28,0.0582,1423476303.0,31264829462.85,22.2267,2002269593.0,21.822,2152188629.2,19.019,2498587199.2,17.148,2328476816.4667,16.8175,2206249248.6,15.349,2152476337.4333,13.5426,2198518316.5,12.8458,2005031968.05,12.7577,2102625187.7733,12.5892,2056768053.3,13.3924,1727366876.525,14.2467,1536765528.1333,14.7115,1236011916.065
20210331,000001.SZ,22.01,21.54,23.49,20.28,21.38,0.63,0.0295,2340059951.0,50347476182.97,22.16,2458615137.0,21.112,2278992990.4,17.97,2538971484.6,16.6313,2332474858.2,16.361,2284739950.6,14.9363,2197698984.3,13.2664,2186969844.62,12.6338,1995891872.05,12.6329,2124901667.7867,12.4849,2059439691.0889,13.35,1723862456.1667,14.2261,1528567730.4067,14.638,1229373155.82
20210226,000001.SZ,21.38,23.0,25.31,21.21,23.09,-1.71,-0.0741,2243272525.0,52541944392.31,21.27,2332468964.0,20.26,2227766696.4,17.069,2426611689.4,16.2607,2277561187.8667,15.967,2250353749.95,14.571,2182433669.2333,13.0128,2155427162.92,12.4443,1978205712.9333,12.5507,2183485577.4133,12.3723,2055424220.0778,13.3006,1710807230.6,14.2181,1515219979.0467,14.5761,1217972764.74
20210129,000001.SZ,23.09,19.1,23.54,17.8,19.34,3.75,0.1939,2792512935.0,58603803798.23,20.7233,2270544158.6667,19.018,2209476413.6,16.324,2372996239.4,15.8547,2237352522.0,15.587,2221298032.6,14.196,2180647495.1333,12.7672,2136601588.0,12.2473,1951896790.4,12.4315,2197316503.36,12.2527,2052446503.9333,13.2552,1695548772.0583,14.2044,1502451073.5667,14.5159,1207684606.095
20201231,000001.SZ,19.34,19.7,20.51,17.79,19.74,-0.4,-0.0203,1961621432.0,36920061503.09,18.9433,2034349340.6667,17.416,2275855389.8,15.295,2359569289.7,15.3993,2185800564.8667,15.0415,2174920446.85,13.7403,2155664657.3667,12.4964,2115737771.44,12.0292,1922861227.4,12.2707,2183038638.6933,12.1027,2043409146.7,13.1903,1676364275.2417,14.2187,1486066514.4867,14.4537,1195517609.47
20201130,000001.SZ,19.74,17.65,20.88,16.69,17.75,1.99,0.1121,2057498109.0,37790045719.23,17.5533,2097749233.6667,16.216,2844985769.2,14.811,2416620910.1,15.1493,2224269455.0667,14.767,2206497857.95,13.3987,2150876904.9,12.2926,2092288949.3,11.9067,1917099343.4,12.148,2174166050.9467,11.9986,2033711369.1222,13.1608,1664219579.8583,14.2872,1476495331.4267,14.4088,1187791551.74
20201030,000001.SZ,17.75,15.3,18.78,15.13,15.17,2.58,0.1701,2083928481.0,35899528432.27,16.0,2453385802.6667,14.828,2798949978.8,14.391,2359215792.1,14.7773,2286655604.0,14.421,2237188082.0,13.08,2143184227.3667,12.0792,2067776278.48,11.7733,1914393133.1,12.0215,2163321730.3067,12.0124,2023332563.1778,13.1328,1655836486.5667,14.3436,1467077437.82,14.3565,1178332323.885
20200930,000001.SZ,15.17,14.96,16.09,14.6,15.08,0.09,0.006,2151821111.0,32926198675.38,14.53,3361167418.6667,13.878,2625456682.4,14.261,2302458433.6,14.536,2257882767.8,14.1515,2228565378.0,12.85,2152039913.1,11.914,2060871028.38,11.6668,1898408030.1167,11.9297,2153817988.0133,12.023,2012119577.3,13.1383,1647140071.0917,14.4463,1454869225.8267,14.3103,1168764475.345
20200831,000001.SZ,15.08,13.47,15.68,13.43,13.34,1.74,0.1304,3124407816.0,45163156180.5,13.74,3253000100.6667,13.63,2536516065.2,14.273,2251290576.2,14.4433,2225238572.2667,13.948,2211790071.0,12.7077,2157412439.9,11.7946,2036757228.02,11.5888,1887543960.9667,11.8596,2137085049.2,12.078,2006977050.5556,13.1471,1635058408.325,14.5671,1443826514.72,14.2764,1158680143.625
20200731,000001.SZ,13.34,12.79,16.63,12.74,12.8,0.54,0.0422,4807273329.0,69415902211.12,13.0467,2617018161.6667,13.174,2443283189.6,14.391,2140773152.4,14.25,2141275465.8667,13.663,2115536403.7,12.6067,2138680423.4,11.667,1988456591.78,11.522,1874391099.9333,11.8119,2104807370.6933,12.166,1983134044.4222,13.1673,1613259844.5,14.7239,1425832116.9267,14.2416,1143413989.85
20200630,000001.SZ,12.8,13.1,13.88,12.52,13.0,-0.2,-0.0154,1827319157.0,23785421169.05,13.2433,1583633060.3333,13.406,1988256051.0,14.616,1913911298.0,14.284,1993668554.2,13.514,1979420906.55,12.6303,2132255900.6333,11.6112,1906320921.82,11.5057,1881498523.8833,11.7825,2055807121.48,12.2522,1944173764.5444,13.2021,1579249147.7417,14.8755,1396164153.6733,14.2208,1119832212.625
20200529,000001.SZ,13.0,13.76,14.13,12.76,13.93,-0.93,-0.0668,1216461999.0,16312734822.33,13.2433,1860607820.6667,13.954,1919481605.4,14.752,2030508416.6,14.2853,2049934116.4,13.4195,2027062734.15,12.647,2170218055.9333,11.5666,1887275949.54,11.5347,1932342454.3833,11.7555,2046431180.64,12.288,1931649496.3444,13.2668,1570677055.05,15.1105,1386589131.5667,14.2085,1111084997.19
20200430,000001.SZ,13.93,12.86,14.32,12.47,12.8,1.13,0.0883,1707118025.0,22442712541.72,13.7433,2299166366.3333,14.644,1979460184.8,14.865,2074095810.5,14.2427,2096268276.5333,13.322,2060344659.15,12.6597,2271273635.5333,11.5194,1888524517.64,11.5733,1978825005.3833,11.7305,2044705755.7467,12.2858,1920680820.9,13.3518,1565655815.1083,15.2904,1381075330.7867,14.1965,1105515913.8
20200331,000001.SZ,12.8,14.55,15.64,11.91,14.5,-1.7,-0.1172,2658243438.0,36693304167.51,14.28,2224609334.3333,14.916,1966065087.2,14.85,2069599825.8,14.054,2103548072.9333,13.132,2084473123.0,12.58,2260876248.2667,11.432,1867676900.6,11.6195,2048320339.05,11.6968,2033460914.2667,12.2772,1904100291.2556,13.4227,1554902749.7167,15.4509,1374298538.3267,14.1823,1097550133.14
20200228,000001.SZ,14.5,13.99,15.72,13.99,15.54,-1.04,-0.0669,2532137636.0,37501098787.73,15.4967,1843979820.3333,15.608,1838263115.2,14.788,1990271604.0,13.826,2006287475.0667,12.963,2053712341.2,12.5237,2225940928.3667,11.376,1835519614.94,11.6687,2066670386.6,11.6895,2014587611.5467,12.2809,1877924468.9444,13.4969,1540663710.55,15.6071,1360875992.3667,14.1811,1085440084.225
20200123,000001.SZ,15.54,16.65,17.34,15.39,16.45,-0.91,-0.0553,1483446929.0,24663290817.83,15.76,1546648120.6667,15.826,1839566545.0,14.723,1996374805.8,13.55,1976475858.4,12.6925,2018004902.3,12.4163,2229140883.0333,11.3258,1817195030.06,11.6602,2046162280.6,11.6775,2002426300.6667,12.2774,1852995257.6667,13.5792,1524683379.0083,15.6939,1347463659.54,14.1707,1075924779.96
20191231,000001.SZ,16.45,15.35,16.93,15.21,15.29,1.16,0.0759,1516354896.0,24339018914.74,16.0,1725243670.3333,15.55,2141535227.8,14.451,2115160371.9,13.2413,2062923110.4,12.4245,2035168445.0,12.254,2297562482.2,11.2498,1825428601.3,11.6333,2073008370.1833,11.6556,2004832657.6667,12.2726,1839549971.8111,13.6518,1518328332.0667,15.7815,1340392135.8,14.1519,1069279196.785
20191129,000001.SZ,15.29,16.35,17.44,15.18,16.26,-0.97,-0.0597,1640142537.0,26720137958.53,15.7133,2066010300.0,15.086,2168731436.2,14.042,2154672322.4,12.8813,2087306150.6,12.1445,2076830652.85,12.0187,2289410958.1333,11.148,1817597949.42,11.6232,2159966674.8,11.5947,2010996826.52,12.2582,1827118099.3444,13.7021,1508985584.175,15.8449,1334735271.0,14.126,1062114793.085
20191031,000001.SZ,16.26,15.6,17.6,15.6,15.59,0.67,0.043,2019233578.0,33553939986.08,15.3367,2517059568.6667,14.784,2173134564.4,13.623,2172289565.8,12.5373,2123942468.2667,11.925,2110473371.75,11.8157,2275581695.1,11.052,1814794637.92,11.5757,2187307498.7,11.5323,2015465300.32,12.2627,1812859958.4778,13.7414,1500931387.5083,15.8688,1327840132.7,14.1078,1055154864.31
20190930,000001.SZ,15.59,14.15,16.04,14.11,14.16,1.43,0.101,2538654785.0,37994867477.51,14.6267,2394760355.3333,13.968,2142280092.8,12.935,2090299655.0,12.0813,2125528749.8667,11.7145,2137634058.9,11.5733,2235021703.3667,10.9482,1821114689.44,11.4885,2182348157.15,11.4433,2014930863.0667,12.266,1794344696.5333,13.7575,1491420269.225,15.8874,1317719143.64,14.0789,1045687406.045
20190830,000001.SZ,14.16,14.06,15.22,13.03,14.13,0.03,0.0021,2993290343.0,43313563820.85,14.0233,2102594819.6667,13.62,2153183066.6,12.412,2044930515.1,11.648,2077484354.7333,11.6375,2241428201.95,11.3593,2193364361.7667,10.8836,1875015969.06,11.3977,2161640199.9167,11.3684,1995599751.9333,12.2673,1771883841.7889,13.8458,1479999617.4,15.911,1307589732.86,14.0615,1033966818.72
20190731,000001.SZ,14.13,14.01,14.55,13.44,13.78,0.35,0.0254,1652335938.0,23072907184.2,13.3633,1726485112.0,13.352,2088785516.0,12.087,2023617051.7,11.3827,1999712850.7333,11.5945,2240072875.6,11.2033,2121789773.9667,10.8912,1912709261.94,11.3325,2132488261.8833,11.4595,1970667955.0133,12.3,1743843236.2889,13.9096,1463995479.5083,15.9131,1292636094.3867,14.0554,1019489777.485
20190628,000001.SZ,13.78,12.22,13.95,11.6,12.18,1.6,0.1314,1662158178.0,21377644710.93,13.27,2040096350.6667,12.998,2140613208.6,11.779,2046593507.8,11.164,2046197058.4,11.557,2369862548.05,11.0433,2092142771.5667,10.915,1959770844.36,11.2782,2127801793.0667,11.5204,1962966939.2,12.3279,1727527515.2333,13.9405,1454954303.2083,15.9032,1286492073.0533,14.0536,1012095509.845
20190531,000001.SZ,12.18,13.1,13.35,11.93,13.85,-1.67,-0.1206,1864961220.0,23370285876.27,12.95,2376477821.3333,12.462,2171444567.2,11.414,2099346420.2,10.972,2089586307.5333,11.445,2356514459.5,10.8873,2080137291.6,10.9734,2044064441.7,11.2137,2115046668.4333,11.6049,1963324746.2133,12.348,1712543089.5111,13.9617,1447712684.2083,15.875,1278142806.6867,14.0617,1005096700.28
20190430,000001.SZ,13.85,12.83,14.84,12.83,12.82,1.03,0.0803,2593169654.0,36205464667.95,13.01,2391982215.0,11.902,2038319217.2,11.138,2117153078.4,10.9633,2136085380.9333,11.3915,2343775590.55,10.7997,2076282654.5,11.0448,2081950143.12,11.2023,2095690346.9,11.7492,1951505760.1333,12.385,1695586939.7111,13.993,1441765466.675,15.8482,1267615207.5267,14.0758,997786889.985
20190329,000001.SZ,12.82,12.48,13.38,12.01,12.36,0.46,0.0372,2671302590.0,33645833416.2,12.0933,2133030654.0,11.204,1936677963.6,10.662,2039634998.8,10.9767,2270843247.0667,11.263,2345523921.65,10.643,2016149676.8667,11.0476,2056119775.56,11.1572,2071341763.3,11.8459,1934274806.6133,12.4187,1669839647.9,13.9926,1429555301.2083,15.8041,1251303229.18,14.0816,987134372.45
20190228,000001.SZ,12.36,11.2,12.66,10.9,11.1,1.26,0.1135,1911474401.0,22306694152.27,10.9467,1642374614.0,10.822,1958448587.4,10.398,1955176518.1,11.0087,2290501995.4667,11.1555,2388763537.35,10.518,1954835076.1333,11.0698,2064577969.84,11.123,2045555446.7,11.8885,1907992572.3333,12.4544,1643333230.9222,13.9828,1415715224.0583,15.7634,1234898162.8067,14.0733,974198592.77
20190131,000001.SZ,11.1,9.39,11.2,9.15,9.38,1.72,0.1834,1816314971.0,18760030468.84,10.28,1700204275.6667,10.56,1952573807.0,10.247,1998988983.3,11.0767,2446278994.5333,11.007,2356780276.0,10.4223,1949074795.3,11.1394,2161025545.28,11.1025,2031815125.55,11.8944,1885563329.7733,12.5043,1627405829.7111,13.9586,1410099300.6333,15.7314,1224506540.4,14.069,965061736.74
20181228,000001.SZ,9.38,10.59,10.66,9.21,10.36,-0.98,-0.0946,1199334470.0,11974162200.99,10.2167,2021484521.6667,10.366,2027248273.2,10.227,2048657177.7,11.106,2418204423.6,10.912,2327227759.75,10.359,1920068666.0333,11.1662,2190311085.28,11.1075,2015939124.6,11.9219,1864210734.92,12.5737,1612646148.5556,13.941,1403090240.5083,15.7159,1215921662.2067,14.0686,956897071.55
20181130,000001.SZ,10.36,10.99,11.16,10.16,10.91,-0.55,-0.0504,2084963386.0,22211058962.23,10.7733,2249073198.0,10.374,2195986939.6,10.494,2184968462.8,11.2213,2445594381.6667,10.8925,2307382727.55,10.3363,1903736717.1667,11.1992,2200757857.58,11.1553,2016662645.6667,11.9719,1852251867.72,12.6591,1604101344.2222,13.9326,1397467725.0083,15.7059,1211087685.8867,14.0725,951108958.345
20181031,000001.SZ,10.91,10.7,11.46,9.7,11.05,-0.14,-0.0127,2780155709.0,29608782523.25,10.6967,2283981170.0,10.12,2142592034.0,10.863,2437925888.8,11.2827,2481805907.6667,10.833,2267581285.1,10.3427,1857587598.6667,11.1948,2184982136.88,11.2093,2008913911.2333,12.0229,1828299137.52,12.7402,1585663722.8889,13.9712,1382837825.8083,15.6793,1198808088.6733,14.0733,941050869.47
20180928,000001.SZ,11.05,10.09,11.27,9.68,10.13,0.92,0.0908,1882100499.0,19428419455.2,10.2,2038271867.6667,9.974,1951904448.8,11.102,2456528699.5,11.2667,2532201854.0,10.7615,2170876135.1,10.3313,1794084759.8,11.1816,2154262503.92,11.2592,1990310044.4833,12.0788,1794875344.0933,12.8212,1565916946.7889,14.0486,1361284916.9333,15.6522,1182237125.0533,14.0801,927417320.06
20180831,000001.SZ,10.13,9.42,10.43,8.64,9.42,0.71,0.0754,2189687302.0,20886716953.78,9.5467,2016901320.6667,9.934,2045404159.6,11.335,2693131588.3,11.156,2491515765.6667,10.6755,2114917403.45,10.3177,1773977756.6333,11.178,2144043450.12,11.273,1991919495.5,12.1336,1775080489.0933,12.8771,1553598417.7222,14.1298,1348416556.5,15.6209,1170854779.0667,14.0919,918288888.06
20180731,000001.SZ,9.42,9.05,9.59,8.45,9.09,0.33,0.0363,2043027802.0,18327371699.21,9.5633,1895911481.0,10.088,2070066082.2,11.476,2613682498.8,11.094,2427220921.9333,10.624,2070532727.3,10.2987,1723146085.6667,11.1736,2118186718.08,11.281,1988346008.3333,12.2077,1750643456.52,12.9416,1533849197.7,14.2065,1332901968.175,15.5943,1157267803.66,14.1103,908036347.595
20180629,000001.SZ,9.09,10.15,10.46,8.87,10.18,-1.09,-0.1071,1817988858.0,17912513913.26,10.04,1998101898.0,10.614,2173949986.0,11.645,2570398102.7,11.0653,2344514656.8667,10.6305,2055847442.55,10.318,1690057797.4333,11.2152,2091397800.6,11.2838,1987281391.3667,12.3029,1728107885.8667,13.007,1516597481.2,14.3382,1318666978.7667,15.5704,1144232008.26,14.127,898062198.2
20180531,000001.SZ,10.18,10.97,11.23,10.02,10.85,-0.67,-0.0618,1826717783.0,19652776154.27,10.6433,2163104583.6667,11.606,2733259743.6,11.864,2651412844.5,11.0707,2309244368.8,10.6335,2004407015.9,10.4147,1683321781.9,11.2562,2077683116.2,11.2985,1975128601.2333,12.3912,1710763739.2,13.0814,1502000471.5111,14.5093,1307899938.0583,15.5479,1132884248.6267,14.1451,889250311.695
20180427,000001.SZ,10.85,10.87,11.94,10.51,10.9,-0.05,-0.0046,2349599053.0,26556911800.6,11.2667,2408347763.0,12.23,2961152950.2,11.913,2822350556.6,11.024,2243866697.2,10.578,1954664355.15,10.4667,1685602038.8333,11.268,2063631232.42,11.4787,1963406731.0833,12.4835,1692669313.4,13.1504,1493387239.6333,14.6595,1298050740.4333,15.5184,1121859546.0067,14.1633,880474531.555
20180330,000001.SZ,10.9,11.92,12.34,10.55,12.05,-1.15,-0.0954,2312996915.0,26925601133.24,12.3333,3163327294.0,12.736,3340859017.0,11.767,2714571568.7,10.9227,2138088484.7333,10.51,1924117701.3,10.4837,1644776147.1333,11.2736,2038380354.0,11.6095,1942159409.4,12.5607,1663793606.6,13.2344,1478840123.7556,14.8453,1280576554.0083,15.4876,1107713477.9333,14.1856,869165026.135
20180228,000001.SZ,12.05,13.95,14.57,11.38,14.05,-2.0,-0.1423,2562447321.0,33225037914.23,13.1333,3381056261.0,12.864,3157298915.4,11.597,2605798341.8,10.8027,2070688275.6667,10.425,1855774410.2,10.47,1617675482.0333,11.2836,2009395513.98,11.7632,1931759355.8833,12.6232,1637134445.9067,13.2936,1460940397.8,15.032,1265430033.425,15.4545,1093095169.96,14.2121,858135583.78
20180131,000001.SZ,14.05,13.35,15.13,12.86,13.3,0.75,0.0564,4614537646.0,64548697328.36,13.5767,3942950283.0,12.676,2966846219.4,11.291,2429796992.3,10.636,2016479928.0667,10.2575,1763120844.35,10.4373,1610101776.4667,11.2876,1983001482.24,11.9457,1905360854.9333,12.6693,1607487251.4667,13.3542,1438119651.5333,15.2533,1247620040.3083,15.4137,1077481543.7333,14.2295,846170002.23
20171229,000001.SZ,13.3,13.4,13.86,12.64,13.38,-0.08,-0.006,2966183816.0,39142898845.8,12.74,2869836536.6667,12.122,2569565945.4,10.803,2097236681.4,10.3093,1761456106.6667,10.0825,1567418453.6,10.381,1630741147.1333,11.2786,1923111515.72,12.0632,1850132696.5,12.7071,1549638928.0667,13.3927,1394913563.4444,15.4368,1212141216.9333,15.3601,1047562124.9467,14.2403,824923275.475
20171130,000001.SZ,13.38,11.56,15.24,11.09,11.54,1.84,0.1594,4248129387.0,56042788954.51,12.01,2417836545.0,11.596,2683548163.0,10.421,1885223570.7,10.0273,1619168156.8,9.946,1462862789.95,10.4223,1694466852.8333,11.2906,1897066313.48,12.1085,1812365216.55,12.7436,1513899478.0133,13.4733,1370830054.7556,15.7264,1190681900.475,15.3127,1030506746.18,14.2443,810274507.09
20171031,000001.SZ,11.54,11.57,11.73,11.12,11.11,0.43,0.0387,1395196407.0,15972169889.79,11.31,1877838841.3333,10.798,2088284120.4,10.016,1536703218.6,9.768,1451870596.0667,9.809,1314400840.8,10.487,1686376375.2333,11.2606,1851677076.94,12.0988,1745384413.5833,12.7899,1463631196.7467,13.5824,1330449874.9667,15.9481,1158525754.6,15.2583,1002724285.2467,14.2523,789382037.975
20170929,000001.SZ,11.11,11.28,11.94,10.82,11.28,-0.17,-0.0151,1610183841.0,18278674146.21,11.02,2591471673.6667,10.33,2054297768.2,9.772,1527382955.8,9.612,1421932908.4667,9.71,1277877879.1,10.659,1835764429.8333,11.242,1863278710.24,12.1258,1725712312.75,12.8672,1451534493.5467,13.7037,1319578250.2,16.1686,1152654110.8417,15.2245,993871867.4267,14.2672,782782565.94
20170831,000001.SZ,11.28,10.64,11.74,9.99,10.67,0.61,0.0572,2628136276.0,28594787151.52,10.4467,2478680118.0,9.906,1892747765.2,9.616,1541296782.4,9.4513,1361879052.6667,9.6545,1249887644.8,10.8137,1907399844.8333,11.2116,1870658049.1,12.1595,1703916239.2333,12.9467,1435802736.7333,13.8213,1312237971.2778,16.3779,1144609758.3667,15.1909,983521691.2533,14.2891,775288630.99
