trade_date,ts_code,close,open,high,low,pre_close,change,pct_chg,vol,amount,ma3,ma_v_3,ma5,ma_v_5,ma10,ma_v_10,ma15,ma_v_15,ma20,ma_v_20,ma30,ma_v_30,ma50,ma_v_50,ma60,ma_v_60,ma75,ma_v_75,ma90,ma_v_90,ma120,ma_v_120,ma150,ma_v_150,ma200,ma_v_200
20170731,000001.SZ,10.67,9.4,11.33,9.27,9.39,1.28,0.1363,3536094904.0,37369879401.75,9.7533,2011056241.3333,9.484,1624907417.4,9.403,1357401187.3,9.4027,1233369289.6667,9.69,1199276250.6,10.904,1863183678.1667,11.1854,1839871752.58,12.208,1664922444.9833,13.0317,1406435285.9333,13.9668,1289864211.0,16.5132,1127044353.6667,15.1596,966375510.8133,14.3205,762497013.215
20170630,000001.SZ,9.39,9.2,9.49,8.99,9.2,0.19,0.0207,1271809174.0,11715516210.68,9.1933,1099835882.0,9.246,1086898978.4,9.243,1086978153.7,9.396,1055967665.6,9.7435,1117227779.95,11.0127,1848454258.1667,11.3918,1791617965.98,12.2818,1610543716.6167,13.1321,1372659965.3467,14.1178,1258583615.3556,16.6634,1101099549.2,15.1355,943407789.02,14.3519,745159397.535
20170531,000001.SZ,9.2,8.96,9.23,8.54,8.99,0.21,0.0234,1225264646.0,10839207392.06,9.12,1105544336.3333,9.234,985122316.8,9.253,1133663833.9,9.4793,1056439747.6,9.842,1109878436.35,11.2277,2030522391.4667,11.578,1787676977.54,12.378,1595971669.95,13.2213,1366014948.1333,14.2632,1248843792.8556,16.8014,1096066349.2167,15.1207,935680990.0467,14.3937,739389398.065
20170428,000001.SZ,8.99,9.16,9.22,8.89,9.17,-0.18,-0.0196,802433826.0,7268940860.95,9.2133,979140357.3333,9.214,1000468143.4,9.253,1105750478.6,9.5033,1019071249.4,9.9065,1123614052.15,11.3357,2099033302.3,11.7964,1796951558.7,12.4862,1581499090.1667,13.3111,1355174852.8533,14.3833,1242714618.3111,16.8821,1090904742.1,15.1137,928450269.52,14.4402,734060280.4
20170331,000001.SZ,9.17,9.49,9.55,9.06,9.48,-0.31,-0.0327,1288934537.0,11977506646.29,9.3267,965971037.3333,9.326,1189845799.6,9.224,1096444696.4,9.5707,1035600938.0,10.0105,1200254168.55,11.4037,2129674610.9333,12.0766,1800473627.46,12.6123,1574006193.1167,13.3953,1351014046.0667,14.4856,1243553124.5111,16.9659,1088393503.7083,15.1082,923391314.2267,14.486,730774164.665
20170228,000001.SZ,9.48,9.34,9.62,9.23,9.33,0.15,0.0161,846052709.0,7977982198.81,9.3033,970324118.0,9.322,1089894957.2,9.362,1037600225.8,9.7587,1057399195.0,10.17,1397493380.0,11.436,2129916038.0667,12.3152,1800711899.52,12.7213,1561143581.8,13.4836,1340551692.0533,14.6746,1242211369.2778,17.0489,1086146075.6333,15.1011,915176449.2533,14.5301,724819513.66
20170126,000001.SZ,9.33,9.11,9.34,9.07,9.1,0.23,0.0253,762925866.0,7001209295.75,9.3267,1271413917.3333,9.24,1087057329.0,9.471,1040502009.2,9.9093,1127337380.4667,10.423,1599088493.9,11.4617,2143186749.8,12.446,1797793545.72,12.8483,1554869967.45,13.5757,1343291348.12,14.8117,1244730714.6889,17.0905,1085347674.4917,15.0953,910174259.5533,14.578,721610731.78
20161230,000001.SZ,9.1,9.57,9.77,9.02,9.55,-0.45,-0.0471,1301993779.0,12220899083.12,9.2667,1280165403.6667,9.272,1282205351.0,9.602,1092098463.0,10.0447,1151463809.5333,10.7225,1761212953.55,11.513,2163460814.5667,12.5154,1787120652.58,12.9702,1545219887.0667,13.6968,1346990451.56,14.9062,1242558147.0889,17.1182,1085079398.425,15.0972,905487965.3467,14.6232,719607382.61
20161130,000001.SZ,9.55,9.14,9.78,9.01,9.15,0.4,0.0437,1749322107.0,16309416824.81,9.2567,1123455666.6667,9.292,1211032813.8,9.648,1028372802.4,10.1373,1164662688.4,11.1025,1989955166.85,11.54,2149956045.2667,12.5966,1765378184.14,13.0783,1528745988.4667,13.7917,1338990822.2267,14.9864,1236904481.7444,17.1219,1077644185.4583,15.0987,898045612.1267,14.6692,714201497.82
20161031,000001.SZ,9.15,9.1,9.3,9.03,9.07,0.08,0.0088,789180325.0,7202567377.46,9.2367,1119903623.0,9.122,1003043593.2,9.693,958478507.2,10.2387,1203723624.8667,11.4125,2090451376.05,11.605,2115098039.3,12.6682,1736440130.6,13.1777,1505239082.3167,13.8979,1322447596.2267,15.0574,1230259737.4,17.1103,1065448345.7833,15.1061,888777555.48,14.7142,706346648.22
20160930,000001.SZ,9.07,9.49,9.52,9.01,9.49,-0.42,-0.0443,831864568.0,7673008543.89,9.2533,1172220545.6667,9.402,985305494.4,9.977,1041151313.9,10.4527,1500026187.6,11.6545,2116074923.6,11.6713,2126533849.7333,12.769,1726426696.52,13.3065,1496684633.4167,14.0093,1321605054.8,15.1091,1234023842.6556,17.0943,1060091617.2583,15.1142,886292419.22,14.7557,702856107.935
20160831,000001.SZ,9.49,9.18,9.8,8.93,9.2,0.29,0.0315,1738665976.0,16279125602.51,9.13,1131391024.3333,9.702,993946689.4,10.244,1147477406.2,10.8173,1769765548.8667,11.8975,2229192310.4,11.728,2136275817.2667,12.8896,1715256829.2,13.4227,1487582308.3167,14.1625,1321162434.3467,15.1377,1236008606.7,17.0747,1054913934.475,15.1156,881851005.6867,14.8087,699201350.09
20160729,000001.SZ,9.2,8.69,9.24,8.67,8.7,0.5,0.0575,946131093.0,8453158059.44,9.4833,785332309.3333,9.932,901991575.0,10.431,1086093038.8,11.206,1920882154.4,12.215,2478951670.25,11.7827,2114555455.8,13.003,1688433237.16,13.5453,1466571346.9167,14.3453,1306165730.7467,15.1373,1230440802.4111,17.0587,1043364476.675,15.1091,871395624.3333,14.8692,690846716.825
20160630,000001.SZ,8.7,10.51,10.55,8.52,10.55,-1.85,-0.1754,709376004.0,6685526428.38,9.94,761645459.3333,10.004,845712791.0,10.56,1141477625.7,11.706,2249595951.2,12.377,2595674714.15,11.856,2111809583.1667,13.1328,1676648812.48,13.681,1458934889.8167,14.522,1299107318.5467,15.135,1230764098.6667,17.0552,1039884911.25,15.1036,865987782.16,14.9397,686973853.555
20160531,000001.SZ,10.55,10.58,10.75,10.17,10.57,-0.02,-0.0019,700489831.0,7282326635.24,10.5867,951483592.6667,10.264,913913421.2,10.797,1304063640.7,12.176,2452920637.0,12.4935,2646289568.2,11.9743,2129588574.1667,13.29,1669518492.46,13.8205,1454283657.75,14.6953,1302309755.0,15.1313,1228711394.2889,17.0483,1037925428.0667,15.0999,861733122.54,15.0194,684763783.42
20160429,000001.SZ,10.57,10.62,10.97,10.36,10.64,-0.07,-0.0066,875070543.0,9332734022.84,10.2567,939566040.0,10.552,1096997133.4,10.978,1757386534.2,12.4053,2492998066.6667,12.473,2676073944.2,12.076,2160240223.8,13.3932,1665852253.0,13.939,1449701785.0,14.8796,1301163195.2667,15.1807,1224587901.5222,17.0135,1034113211.175,15.0907,857669309.56,15.0772,683813918.43
20160331,000001.SZ,10.64,9.62,10.94,9.58,9.56,1.08,0.113,1278890404.0,13280855155.15,10.0667,998002244.0,10.786,1301008123.0,11.375,2157674978.6,12.6293,2640940850.7333,12.457,2694529120.1,12.187,2186535329.1667,13.5238,1657743559.1,14.0662,1451833040.2833,15.0621,1299106805.3067,15.2877,1217018302.6444,16.9824,1029275216.3667,15.0891,852354679.74,15.162,684705630.315
20160229,000001.SZ,9.56,9.98,10.31,9.42,10.0,-0.44,-0.044,664737173.0,6617150065.91,10.5167,1110341573.3333,10.93,1270194502.6,11.843,2430327444.1,12.976,3004605035.3333,12.4685,2699141990.35,12.2283,2209861234.3667,13.6438,1635844171.88,14.1568,1443408748.2667,15.22,1287324601.9067,15.4006,1206562823.1222,16.9467,1020074034.675,15.0889,844513045.8533,15.2015,679361380.905
20160129,000001.SZ,10.0,12.0,12.03,9.6,11.99,-1.99,-0.166,1050379155.0,11221760068.85,11.2433,1520471012.6667,11.116,1437242460.4,12.557,2951537531.3,13.168,3178995355.2,12.486,2710747666.7,12.2633,2253545931.0,13.7644,1628820625.68,14.263,1439200753.7167,15.3593,1287443292.0933,15.5091,1202820595.6778,16.9182,1015798233.1583,15.0991,840841210.6533,15.2207,676350867.015
20151231,000001.SZ,11.99,11.7,12.78,11.51,11.74,0.25,0.0213,1615908392.0,19729027121.38,11.6967,1545285395.0,11.33,1694213860.2,13.132,3222424244.9,13.2367,3223748283.8667,12.561,2693407805.35,12.2497,2284504985.3,13.8746,1614591197.34,14.3515,1429867323.0833,15.4685,1285143561.8133,15.6783,1194870039.2111,16.8835,1007775560.9667,15.1161,835413573.9867,15.2392,671319740.995
20151130,000001.SZ,11.74,11.27,13.38,11.01,11.36,0.38,0.0335,1895125491.0,23292363787.06,11.1967,1506641585.0,11.404,2417775935.0,13.332,3190998533.3,13.1133,3202432881.1333,12.5185,2669225117.65,12.1823,2266935420.5667,13.9724,1587791297.32,14.4148,1411339816.3167,15.6577,1279173804.1333,15.8742,1182759323.4444,16.8312,995274865.3083,15.119,828834696.5933,15.2471,663312584.75
20151030,000001.SZ,11.36,10.85,11.81,10.7,10.49,0.87,0.0829,1124822302.0,12705085900.67,10.9733,1653345139.3333,11.964,3014341834.2,13.551,3310907214.6,13.014,3159036119.1333,12.47,2630675022.8,12.4907,2241211423.3333,14.0584,1555603288.74,14.4923,1397279840.0333,15.7921,1268209381.5333,16.0571,1168866974.3,16.7813,980923922.8,15.1193,817229395.28,15.2608,653989412.875
20150930,000001.SZ,10.49,10.9,12.0,10.32,11.07,-0.58,-0.0524,1499976962.0,16640840570.81,11.3067,3022977294.0,12.756,3590460385.6,13.999,3871810301.7,12.9813,3175457819.6,12.4585,2628786664.3,12.7353,2239542671.6667,14.1682,1542667008.54,14.6098,1395872112.0667,15.8785,1260777014.6,16.2992,1159176689.6333,16.7386,973447810.6333,15.1187,810287074.3067,15.2782,648588121.7
20150831,000001.SZ,11.07,12.2,12.99,9.3,12.36,-1.29,-0.1044,2335236154.0,26673720582.61,12.6567,4148969969.0,13.998,4465832602.2,14.194,4049871802.6,12.9427,3135249402.1333,12.504,2596975561.9,13.0563,2245843229.7333,14.3052,1522426342.64,14.7053,1382572855.6833,15.9563,1251352840.4133,16.5527,1148014883.8889,16.7006,961950091.9417,15.1263,801941606.44,15.3051,641694927.16
20150731,000001.SZ,12.36,14.35,15.36,12.02,14.54,-2.18,-0.1499,5233718766.0,71845562869.8,14.0733,4705696270.6667,14.934,4750634629.6,14.19,3988515495.7,12.9713,3026472453.7333,12.563,2542351040.9,13.454,2200619933.4,14.4252,1484327661.16,14.8127,1352128589.0667,16.0212,1235566959.9067,16.8586,1126792794.9222,16.6578,944326485.55,15.1225,787211644.9133,15.3242,630297629.575
20150630,000001.SZ,14.54,15.33,17.45,12.75,15.32,-0.78,-0.0509,4877954987.0,76725322878.5,15.52,4920069363.6667,15.26,3964221131.6,13.968,3594761354.2,12.89,2753041511.8667,12.625,2361667068.6,13.7453,2069524245.8667,14.5312,1388164835.16,14.8985,1276999771.6,16.0404,1180823373.6667,17.1221,1072607906.8667,16.6048,901767369.4,15.1207,753617101.94,15.3413,604399018.025
20150529,000001.SZ,15.32,16.7,16.91,14.97,16.7,-1.38,-0.0826,4005415059.0,63975192811.67,15.9233,4547166465.0,15.138,3607472595.0,13.539,3231383261.6,12.6387,2502786085.6667,12.593,2200965504.45,13.7947,1930263580.2667,14.6044,1310664652.62,14.9988,1209011655.7167,16.0017,1129257218.2667,17.4944,1022753583.0222,16.5353,864516719.5167,15.1101,721749949.3333,15.3493,580368507.265
20150430,000001.SZ,16.7,15.82,19.8,15.55,15.75,0.95,0.0603,5876838045.0,98955081926.83,15.48,3645911870.6667,15.242,4153160217.8,13.094,2967956536.6,12.3593,2308228757.2,12.421,2099628129.5,13.7107,1804392451.9333,14.6196,1246025009.1,15.1302,1152486624.8333,15.9236,1092352532.0133,17.7684,982575547.7222,16.4511,831811262.75,15.0998,696203731.6733,15.359,560855044.76
20150331,000001.SZ,15.75,14.03,16.6,13.29,13.99,1.76,0.1258,3759246291.0,56154736023.95,14.5567,2718369957.0,14.39,3633911003.0,12.415,2469957802.1,12.006,1974023215.1333,12.1165,1904550130.85,13.5927,1615660195.6667,14.6042,1136733398.2,15.226,1061485160.3833,15.8208,1026997728.16,18.0051,924950671.1778,16.3659,783398726.825,15.0911,658774119.8067,15.3611,531930681.595
20150227,000001.SZ,13.99,13.6,14.43,13.22,13.93,0.06,0.0043,1301651276.0,18043554149.66,14.5867,3709905584.3333,13.446,3226396361.8,11.99,2164391365.8,11.7727,1806256511.3333,11.8085,1815545355.5,13.5053,1500432633.6333,14.5954,1071355938.72,15.3252,1014657034.5,15.7224,983869545.7467,18.2327,890346396.2111,16.2852,752552152.8583,15.0862,636399138.94,15.3827,513676099.49
20150130,000001.SZ,13.93,15.99,16.39,13.56,15.84,-1.91,-0.1206,3094212304.0,45864644346.39,14.07,4369552482.6667,12.676,3225301576.8,11.705,2147451702.0,11.7467,1827482380.9333,11.6075,1804903864.2,13.512,1466661211.8,14.6314,1055408072.92,15.4982,1003204477.4167,15.7357,970905868.4933,18.383,881664578.8333,16.2235,742173468.975,15.0929,630805904.7467,15.417,507846752.705
20141231,000001.SZ,15.84,12.6,16.16,12.08,12.44,3.4,0.2733,6733853173.0,96368252435.96,13.1033,3912039409.6667,11.94,2855293928.2,11.389,1950442831.0,11.7447,1732129807.6,11.9605,1706363527.7,13.551,1372633175.0667,14.6806,1014554365.12,15.6703,963648293.95,15.8193,932233793.0267,18.547,851981312.8778,16.1662,717146171.7333,15.0745,610738800.4133,15.4553,492871211.29
20141128,000001.SZ,12.44,11.16,12.44,10.5,11.03,1.41,0.1278,3280591971.0,36573376770.24,11.2033,2099480802.3333,10.946,1782752855.4,10.918,1385763026.9,11.4807,1415117433.4,12.1035,1423408856.65,13.5283,1161420948.4333,14.732,900684474.14,15.781,858004493.55,15.8855,846954380.68,18.6593,784581001.8,16.0939,661970639.6917,15.0455,566407133.8933,15.4896,459464178.305
20141031,000001.SZ,11.03,10.17,11.35,9.98,10.14,0.89,0.0878,1721673085.0,17797379839.68,10.4733,1420674832.3333,10.44,1306004601.2,10.814,1144079321.2,11.3587,1328096506.8,12.4875,1343828943.3,13.6367,1063964878.0333,14.8076,849113066.3,15.9072,814555276.3167,15.9773,807585643.7733,18.7309,754861888.7,16.0583,635804511.325,15.0361,545759066.9733,15.5433,443667416.37
20140930,000001.SZ,10.14,10.24,10.64,10.02,10.25,-0.11,-0.0107,1296177351.0,13362077385.47,10.42,1303833073.6667,10.534,1102386369.8,10.936,1096186586.1,11.2627,1345261686.7333,13.086,1306672152.25,13.821,1018337775.3,14.9372,824851207.74,16.0265,800492381.3,16.1667,789094390.28,18.82,741299801.3,16.0343,621820490.05,15.0303,534559325.2667,15.6016,435808507.385
20140829,000001.SZ,10.25,10.84,11.09,10.14,10.87,-0.62,-0.057,1244174061.0,13119055545.63,10.3433,1170724190.0,10.734,1069601827.2,11.282,1128572783.0,11.2513,1331437960.0,13.634,1306905691.7,14.0067,992371125.5333,15.0846,813447455.08,16.2938,798359034.8833,16.4264,778824611.9067,18.9199,738222754.8222,16.0174,611491552.05,15.0329,526407113.6667,15.6723,430255586.375
20140731,000001.SZ,10.87,9.91,11.1,9.52,9.91,0.96,0.0969,1371147809.0,13916497418.58,10.76,990526812.3333,10.838,1045591733.8,11.647,1170547747.3,11.9673,1323386727.5333,13.9225,1279703739.6,14.235,966553185.1,15.2908,804537334.54,16.4867,795502697.1333,16.6657,770833145.3333,18.9668,732734649.3889,16.0037,601921136.9917,15.0462,518468925.44,15.7464,426508826.895
20140630,000001.SZ,9.91,11.5,11.84,9.6,11.5,-1.59,-0.1383,896850700.0,9288538248.0,10.85,910895755.3333,10.89,988773198.4,11.748,1231299722.4,12.4893,1303627523.7333,14.019,1222610409.6,14.4273,926978959.5667,15.5374,789392642.48,16.6028,782106813.35,16.9628,755920463.64,18.9866,725618926.3778,15.9932,590994753.0417,15.0632,509704034.04,15.7987,420486199.085
20140530,000001.SZ,11.5,11.1,11.74,10.81,11.14,0.36,0.0323,703581928.0,7956053076.0,11.1367,986653386.6667,11.188,982154041.2,11.818,1339142459.6,13.17,1356437057.3333,14.1815,1188511392.45,14.6167,907535931.6667,15.7882,779790632.04,16.7097,780378699.9833,17.2747,750567980.24,18.9826,720206898.8556,15.9884,585068003.8417,15.0892,504652890.7667,15.8599,416756072.495
20140430,000001.SZ,11.14,10.72,11.6,10.59,10.77,0.37,0.0344,1132254638.0,12598445724.0,11.0133,1114477788.0,11.338,1089986802.4,11.627,1466699345.2,13.9367,1374767413.0667,14.263,1168453267.55,14.7503,895380125.3333,15.9922,784710168.24,16.7837,787840586.45,17.636,746856863.16,18.9454,715565114.6111,15.9814,582197434.525,15.0975,500283664.0667,15.9759,414546330.72
20140331,000001.SZ,10.77,11.02,11.08,10.03,11.13,-0.36,-0.0323,1124123594.0,11922078216.0,11.1,1024977880.0,11.83,1187543738.8,11.51,1462356026.4,14.6007,1386006979.8667,14.4155,1126265966.7,14.9417,866835417.1,16.2568,774355032.5,16.828,787768839.1167,17.9685,736521185.8667,18.902,704610873.1,15.9749,576232061.5917,15.108,493106043.5267,16.1089,410309612.155
20140228,000001.SZ,11.13,11.32,12.5,10.88,11.4,-0.27,-0.0237,1087055132.0,12739154518.0,11.5933,1064518593.3333,12.456,1295503760.8,12.532,1462284224.4,14.9507,1357741074.8667,14.632,1083728347.1,15.1173,838888799.3667,16.5266,766289386.54,16.8425,785875001.4167,18.4656,726747082.4933,18.857,694459973.5444,15.9625,568244802.7917,15.1284,486088964.6,16.2232,408651109.785
20140130,000001.SZ,11.4,12.12,12.3,11.25,12.25,-0.85,-0.0694,863754914.0,10088200580.0,12.4167,1242179989.3333,12.606,1473826246.4,13.289,1461054686.4,15.062,1300556146.6667,14.8335,1049249909.2,15.308,818587238.0333,16.7536,752452786.88,16.8147,788383475.7167,18.8503,717444905.8267,18.8173,686300816.9667,15.9407,560605666.4667,15.1563,479426583.5133,16.3513,405974617.935
20131231,000001.SZ,12.25,13.64,14.06,11.43,13.6,-1.35,-0.0993,1242745734.0,15826572678.0,13.25,1508902919.3333,12.448,1696130878.0,14.161,1543578565.4,15.1793,1257297176.2,15.048,1023907656.45,15.506,806060196.4667,16.9258,748650467.34,16.7745,790241356.4167,19.2049,715136162.3867,18.7882,682576687.2778,15.9155,554532331.9083,15.1883,474382273.7133,16.4308,404286391.235
20131129,000001.SZ,13.6,13.88,14.2,12.96,13.9,-0.3,-0.0216,1620039320.0,22018209344.0,13.1267,1754210194.6667,11.916,1843411888.0,15.236,1517157718.4,15.238,1194608755.9333,15.2635,979413369.9,15.6667,778978741.3333,17.0446,741353540.34,16.7098,778272804.35,19.5247,707164373.1867,18.7397,674037712.7,15.8812,544769259.6333,15.2101,467226175.56,16.4656,399569703.225
20131031,000001.SZ,13.9,11.88,14.49,11.51,11.88,2.02,0.17,1663923704.0,21648146076.0,12.13,1872623112.0,11.19,1737168314.0,15.986,1485238600.4,15.2773,1105840042.6667,15.369,924270296.8,15.802,739163346.2,17.2962,732316285.26,16.733,756761740.3833,19.7103,692501018.4133,18.6593,658737540.3,15.8443,532026581.0,15.2276,458860528.7267,16.4938,392932775.23
20130930,000001.SZ,11.88,10.74,13.86,10.63,10.61,1.27,0.1197,1978667560.0,24411676594.0,10.6933,1977698805.3333,12.608,1629064688.0,16.198,1388859731.9,15.3573,1013136542.5333,15.529,864555904.0,15.9453,717130751.4,17.4546,720493687.1,16.838,732259789.3833,19.9075,675951613.9333,18.5809,643521845.4333,15.8146,518809517.3833,15.2289,448010571.6267,16.5069,387119694.015
20130830,000001.SZ,10.61,9.74,11.25,9.61,9.59,1.02,0.1064,1975278072.0,20745506934.0,10.0567,1681083435.3333,13.972,1448283126.4,16.29,1213921096.8,15.576,907724463.4667,15.767,774818578.15,16.0853,676956262.1667,17.5738,692268231.54,16.9867,704913617.5,20.0951,658473715.48,18.5194,623478301.4444,15.804,503175998.725,15.2495,435283691.6533,16.5381,379673134.565
20130731,000001.SZ,9.59,9.81,10.84,8.97,9.97,-0.38,-0.0381,1979150784.0,19449268470.0,13.5167,1397125936.0,15.874,1391026252.8,16.545,1037880325.3,15.9147,799833249.2667,16.016,691732667.7,16.2627,624855576.4333,17.688,668625948.06,17.132,677457928.0167,20.2053,640214965.08,18.4698,603215667.2111,15.808,487665030.5667,15.2756,422617184.5067,16.5718,371878545.965
20130628,000001.SZ,9.97,20.93,21.33,9.14,20.99,-11.02,-0.525,1088821450.0,14683112280.0,16.5533,1095662258.6667,18.556,1190903548.8,16.899,870207189.9,16.3793,691413863.8667,16.312,609720515.4,16.4533,575229660.8667,17.815,652068834.7,17.3927,650052566.1667,20.3315,620507424.2133,18.4281,582199086.1889,15.8327,473140721.1583,15.3149,410165491.62,16.6053,363233513.365
20130531,000001.SZ,20.99,18.6,21.7,18.4,18.7,2.29,0.1225,1123405574.0,22955358976.0,19.9367,1295719676.6667,20.782,1233308886.8,17.321,790175907.0,16.762,653304291.0667,16.6575,569075112.45,16.6473,555744212.0667,17.8916,652851401.66,17.7202,640671274.8833,20.4536,619579713.7867,18.3808,571388013.5556,15.8532,469309515.6,15.3655,403372100.0933,16.6373,360261031.7
20130426,000001.SZ,18.7,20.2,20.9,18.05,20.12,-1.42,-0.0706,1074759752.0,20792674934.0,20.6067,1247430240.0,19.788,1148654775.8,16.732,705172469.8,16.5027,609719642.6667,16.41,527191086.85,16.494,553348256.7333,17.7046,650593156.82,17.8403,632694749.7833,20.3667,614604233.76,18.2116,560828089.2889,15.7765,461233888.2667,15.3386,396339874.72,16.6113,357827315.555
20130329,000001.SZ,20.12,22.93,24.71,19.64,23.0,-2.88,-0.1252,1688993704.0,37767252660.0,21.4067,1322793036.0,18.608,979559067.2,16.378,637445132.0,16.3653,550330395.4,16.3175,497353513.85,16.4843,552201552.4667,17.5198,653849233.58,18.0812,618993698.6167,20.286,610017206.9067,18.073,551416190.2889,15.7146,452973174.9667,15.3323,389960204.9067,16.5944,357172656.545
20130228,000001.SZ,23.0,21.02,23.0,18.95,21.1,1.9,0.09,978537264.0,20610947390.0,20.04,993173474.3333,17.216,684734397.8,15.935,504236747.5,16.0633,458634806.0,16.1785,437301012.0,16.3543,519302481.6333,17.2972,639573914.62,18.3008,599100710.9667,20.1451,592960867.16,17.9153,533985712.6778,15.6438,440966200.6167,15.3215,379763187.6333,16.555,351926973.6
20130131,000001.SZ,21.1,16.32,21.55,15.45,16.02,5.08,0.3171,1300848140.0,24419356850.0,16.64,743421456.0,15.242,549510831.0,15.291,441669021.4,15.564,415992837.6,15.882,409889252.8,16.1713,503637244.7333,17.0046,630495821.54,18.5608,589879225.6833,19.9472,583724654.92,17.7257,525562002.9333,15.5396,433859572.7917,15.2891,374207677.0667,16.5175,348054933.025
20121231,000001.SZ,16.02,12.81,16.17,12.48,12.8,3.22,0.2516,700135019.0,10264223506.0,13.9933,381428861.6667,13.86,347042927.2,14.752,363301993.2,15.2827,347663854.3333,15.71,366125719.1,16.0517,484475297.3333,16.8824,611066368.38,18.8105,574149737.3667,19.7623,568331651.7467,17.558,512515077.2444,15.4646,424640315.9583,15.2684,366188718.3733,16.4517,341946264.435
20121130,000001.SZ,12.8,13.16,13.71,12.7,13.16,-0.36,-0.0274,229281209.0,3039954724.0,13.03,248856998.6667,13.676,261690163.8,14.86,340252076.1,15.284,320036523.8667,15.819,381266261.15,16.203,487759731.1667,16.966,600939800.88,19.3443,568998584.4,19.6383,561803753.28,17.4489,509267765.9333,15.439,419621541.6,15.2886,362883127.1333,16.4085,338554968.16
20121031,000001.SZ,13.16,13.14,13.56,12.87,13.13,0.03,0.0023,214870357.0,2843903872.0,13.4933,268599469.3333,14.148,295331196.8,15.244,335716059.5,15.554,336618329.4,15.983,408473844.85,16.5497,500580797.7333,17.126,603112121.64,19.7973,571667095.6167,19.5684,563449751.0267,17.3646,507617533.0222,15.4471,419156551.6083,15.3257,363769625.9533,16.3751,337444543.435
20120928,000001.SZ,13.13,14.22,14.4,12.59,14.19,-1.06,-0.0747,302419430.0,4099573280.0,14.14,288099751.0,14.654,323739097.2,15.487,345585010.1,15.8327,354823216.7333,16.1215,418343202.0,16.8593,507310125.1,17.2494,605373448.56,20.2113,579595908.9333,19.51,567632589.4933,17.2903,505978237.2111,15.4658,419552600.8417,15.3601,363809269.0467,16.3414,336416609.26
20120831,000001.SZ,14.19,15.08,15.3,14.03,15.1,-0.91,-0.0603,288508621.0,4270748456.0,14.8167,319788732.3333,15.34,333827211.8,15.725,349233840.9,16.0953,363348726.7333,16.2305,427740896.35,17.145,528881435.3667,17.4914,606021641.42,20.5963,585303277.5,19.44,569923504.0533,17.2118,503258659.2667,15.4814,420390765.2667,15.3961,362982154.0933,16.3107,334972006.45
20120731,000001.SZ,15.1,15.23,15.48,14.61,15.16,-0.06,-0.004,273371202.0,4087039824.0,15.3167,342589145.0,15.644,379561059.2,15.994,347974317.9,16.3267,372486649.7333,16.3105,438528364.6,17.4843,539747743.0333,17.8,610770348.46,20.8185,589166262.35,19.3357,569317039.8267,17.1273,500677554.7,15.4882,421842077.9833,15.4179,361665911.74,16.2769,333641250.345
20120629,000001.SZ,15.16,15.7,15.88,14.45,15.69,-0.53,-0.0338,397486374.0,5981067330.0,15.8033,369085412.0,16.044,418813988.4,16.088,349209703.9,16.5333,421124960.2667,16.375,477436150.2,17.7897,554663412.8333,18.062,618199205.78,21.045,591655381.7833,19.2256,569598906.0133,17.0379,498650503.9556,15.4553,420265206.75,15.4485,360516190.3867,16.2407,332408874.335
20120531,000001.SZ,15.69,16.72,16.94,15.52,16.56,-0.87,-0.0525,356909859.0,5745311296.0,15.9867,408982573.3333,16.34,376100922.2,16.257,357261895.7,16.5947,446188060.8667,16.5375,509579762.7,18.0337,554588038.6667,18.4218,615303411.94,21.2248,596161028.4833,19.1081,566629069.04,16.9491,495487203.4444,15.4248,417653680.2583,15.4913,358317876.7133,16.2133,330769757.965
20120427,000001.SZ,16.56,15.71,17.12,15.45,15.71,0.85,0.0541,352860003.0,5757452080.0,16.4567,446557903.0,16.32,367430923.0,16.422,370365276.5,16.6107,449877903.6,16.564,526835348.7,18.1777,565145674.6,18.774,618073503.66,21.278,600310394.0333,18.9808,563892150.8,16.8654,493084389.0889,15.386,416207614.2083,15.5419,357082200.58,16.1805,329033142.67
20120330,000001.SZ,15.71,17.08,17.78,15.46,17.1,-1.39,-0.0813,517177858.0,8620368514.0,16.4833,390244916.3333,16.11,364640470.0,16.473,378109484.2,16.5273,459045457.8667,16.6115,534621356.4,18.232,582646987.3,19.2148,619521266.54,21.3195,602780814.3,18.8379,560356130.6533,16.7721,489648061.6333,15.3326,413614712.7583,15.5959,356512213.74,16.1436,327328453.655
20120229,000001.SZ,17.1,16.58,17.48,16.34,16.64,0.46,0.0276,469635848.0,7882999790.0,16.4433,322372251.3333,16.344,316387576.6,16.668,368949445.0,16.5327,458184133.0667,16.7015,545061949.4,18.581,604346944.2333,19.6222,616319286.2,21.3765,611148569.4667,18.7045,555004758.0533,16.6877,484531694.2222,15.2894,409916110.7,15.6385,356467806.9067,16.114,325008553.865
20120131,000001.SZ,16.64,15.59,16.94,15.13,15.59,1.05,0.0674,183921043.0,2972724632.0,15.9133,278796214.6667,16.132,279605419.4,16.778,422280446.2,16.4853,496976870.8,16.8745,561513558.7,18.7383,624452209.1667,20.2412,614747886.06,21.3327,615825381.5333,18.5533,551049778.6133,16.5932,480377120.9556,15.249,406447860.525,15.7081,360359654.0533,16.077,322726552.125
