trade_date,ts_code,close,open,high,low,pre_close,change,pct_chg,vol,amount,adj_factor,ma3,ma_v_3,ma5,ma_v_5,ma10,ma_v_10,ma15,ma_v_15,ma20,ma_v_20,ma30,ma_v_30,ma50,ma_v_50,ma60,ma_v_60,ma75,ma_v_75,ma90,ma_v_90,ma120,ma_v_120,ma150,ma_v_150,ma200,ma_v_200
20220128,000001.SZ,1771.7253,1844.4746,1965.3503,1770.606,1844.4746,-72.74929999999995,-3.9442,2582339706.0,43505823412.47,111.922,1856.0399,2436973089.0,1951.472,2299819917.0,2155.5991,1918674086.5,2218.5549,2038780387.8,2075.5748,2228822785.55,1921.3516,2162717995.9,1651.7027,2193659947.78,1559.8649,2142253884.9333,1436.7318,1939270584.04,1366.6381,2142564839.8889,1184.9745,1848561926.1917,1082.5433,1603739982.7867,931.1403,1321295046.58
20211231,000001.SZ,1844.4746,1950.8005,2133.2333,1835.5208,1951.9197,-107.44509999999991,-5.5046,2560447197.0,45276503779.39,111.922,1992.9578,2054591361.3333,1995.5693,2200847371.2,2222.8454,1894446111.0,2231.8479,2005552972.8,2059.1704,2160528900.2,1913.7127,2131717870.3,1644.7165,2226975741.4,1546.626,2111930320.9333,1426.134,1919837018.6533,1355.534,2129107152.1444,1175.1891,1828575104.0,1075.0023,1590307016.6267,922.9333,1308787149.285
20211130,000001.SZ,1951.9197,2163.4523,2208.2211,1920.5815,2182.479,-230.5592999999999,-10.5641,2168132364.0,38898674227.01,111.922,2047.0534,2118770894.0,2022.6544,2075904582.2,2275.8207,1862728643.8,2221.1905,1978311233.7333,2042.9829,2117862441.6,1902.3751,2101774903.0,1632.3631,2203670725.6,1531.773,2090956097.3,1413.5687,1905697415.52,1342.8636,2110622746.6222,1164.4833,1809851042.8833,1066.6123,1578525127.9667,914.5214,1296321581.97
20211029,000001.SZ,2182.479,2033.6227,2304.474,2016.8344,2006.7615,175.71749999999975,8.7563,1435194523.0,28042460454.44,111.922,2060.484,2091885765.0,2138.6056,1887412741.0,2337.0409,1925166700.9,2202.7037,2042062930.5333,2015.2551,2142367995.3,1881.1717,2091669198.2,1616.9466,2192511755.14,1515.915,2083975926.35,1400.2358,1907925466.0533,1328.6362,2094349964.0,1152.8581,1794607504.3333,1057.4151,1571746212.98,905.5197,1285769207.225
20210930,000001.SZ,2006.7615,1956.3966,2349.2428,1903.7932,1992.2116,14.54989999999998,0.7303,2752985795.0,51002547278.61,111.922,1992.9578,2258732008.0,2243.8123,1803430154.4,2333.5618,1977809391.8,2155.9647,2266868184.2667,1985.2786,2197215150.95,1858.2967,2130268369.2333,1597.2803,2216370590.2,1495.516,2073209023.05,1385.3079,1958572455.96,1311.6134,2090983965.2778,1139.7216,1784946828.2333,1046.1686,1569697914.8133,895.4316,1278874280.66
20210831,000001.SZ,1992.2116,1974.3041,2372.7464,1922.82,1979.9002,12.311400000000049,0.6218,2087476977.0,39612873638.03,111.922,2167.9291,1749627795.6667,2359.7262,1537528256.0,2352.0964,1908260623.2,2116.9424,2205157075.0667,1969.7649,2133738207.65,1837.5699,2127545595.7333,1579.8314,2232032772.38,1477.9059,2041190335.9333,1375.2225,1986905378.52,1296.3031,2072885496.3778,1127.798,1764386322.125,1035.5765,1558081298.3933,886.2796,1265564034.86
20210730,000001.SZ,1979.9002,2552.9408,2630.167,1929.5353,2531.6756,-551.7754,-21.7949,1935733252.0,39543208925.13,111.922,2406.6961,1392229333.3333,2450.1216,1588044850.8,2349.9872,1907905773.6,2080.3708,2147089409.8667,1959.9458,2105182103.6,1815.6717,2121678843.2,1559.6607,2215719416.32,1461.2716,2035376819.25,1366.2253,2012477886.28,1281.3879,2061769698.1,1116.238,1750974083.0833,1024.5596,1552415209.1467,877.2153,1255690596.615
20210630,000001.SZ,2531.6756,2708.5124,2804.7653,2462.284,2708.5124,-176.83680000000004,-6.5289,1225673158.0,28598633960.8,111.922,2608.8397,1221477017.0,2528.9871,1649552705.4,2320.4585,1929514559.5,2049.7591,2131848394.7333,1944.4105,2090402567.85,1789.6465,2117698233.8333,1539.3382,2201510044.2,1444.3361,2018883449.9333,1358.9747,2065025950.1867,1266.7847,2049858827.6778,1104.9273,1738909169.875,1013.5122,1546011839.1733,868.3364,1246715213.19
20210531,000001.SZ,2708.5124,2585.3982,2815.9575,2529.4372,2606.6634,101.84900000000016,3.9073,1015281590.0,24221421505.84,111.922,2579.6774,1592939281.3333,2535.4762,1962920660.8,2234.7528,2119388025.3,1974.1382,2227353080.0667,1906.5811,2130080588.85,1739.035,2116820277.5667,1507.5402,2193045257.56,1417.3314,2010278497.3667,1340.1403,2098806925.2933,1246.6021,2050048522.9667,1088.9376,1732281077.5583,998.6379,1541338235.52,856.6986,1240804800.06
20210430,000001.SZ,2586.3312,2451.9619,2690.7173,2199.8807,2444.1885,142.14269999999988,5.8155,1423476303.0,31264829462.85,111.049,2468.2491,2002269593.0,2423.3113,2152188629.2,2112.0409,2498587199.2,1899.1008,2328476816.4667,1856.2527,2206249248.6,1686.0579,2152476337.4333,1472.5825,2198518316.5,1387.3102,2005031968.05,1317.2808,2102625187.7733,1225.3304,2056768053.3,1071.6509,1727366876.525,983.3318,1536765528.1333,844.1704,1236011916.065
20210331,000001.SZ,2444.1885,2391.9955,2608.541,2252.0737,2374.2276,69.96090000000004,2.9467,2340059951.0,50347476182.97,111.049,2460.8458,2458615137.0,2344.4665,2278992990.4,1995.5505,2538971484.6,1839.7778,2332474858.2,1804.2278,2284739950.6,1639.1342,2197698984.3,1440.718,2186969844.62,1359.3539,1995891872.05,1295.9935,2124901667.7867,1205.611,2059439691.0889,1055.5438,1723862456.1667,969.7961,1528567730.4067,832.3144,1229373155.82
20210226,000001.SZ,2374.2276,2554.127,2810.6502,2355.3493,2564.1214,-189.89379999999983,-7.4058,2243272525.0,52541944392.31,111.049,2362.0122,2332468964.0,2249.8528,2227766696.4,1895.4954,2426611689.4,1796.5539,2277561187.8667,1759.1463,2250353749.95,1597.4526,2182433669.2333,1411.3821,2155427162.92,1333.8671,1978205712.9333,1278.4109,2183485577.4133,1186.1604,2055424220.0778,1039.987,1710807230.6,957.3182,1515219979.0467,821.2967,1217972764.74
20210129,000001.SZ,2564.1214,2121.0359,2614.0935,1976.6722,2147.6877,416.43370000000004,19.3899,2792512935.0,58603803798.23,111.049,2301.3055,2270544158.6667,2111.9299,2209476413.6,1810.145,2372996239.4,1749.5516,2237352522.0,1715.6523,2221298032.6,1554.7902,2180647495.1333,1382.9635,2136601588.0,1307.9983,1951896790.4,1258.54,2197316503.36,1166.6633,2052446503.9333,1024.9683,1695548772.0583,945.0369,1502451073.5667,810.5925,1207684606.095
20201231,000001.SZ,2147.6877,2187.6653,2277.615,1975.5617,2192.1073,-44.41960000000017,-2.0263,1961621432.0,36920061503.09,111.049,2103.6383,2034349340.6667,1934.0294,2275855389.8,1693.4692,2359569289.7,1696.9494,2185800564.8667,1653.2372,2174920446.85,1503.2412,2155664657.3667,1351.6899,2115737771.44,1279.5953,1922861227.4,1234.8014,2183038638.6933,1144.3945,2043409146.7,1008.1816,1676364275.2417,932.5723,1486066514.4867,799.1052,1195517609.47
20201130,000001.SZ,2192.1073,1960.0149,2318.7031,1853.4078,1971.1198,220.98750000000018,11.2113,2057498109.0,37790045719.23,111.049,1949.2801,2097749233.6667,1800.7706,2844985769.2,1636.9955,2416620910.1,1667.2332,2224269455.0667,1620.6642,2206497857.95,1463.8632,2150876904.9,1327.9068,2092288949.3,1260.985,1917099343.4,1215.7721,2174166050.9467,1126.9993,2033711369.1222,995.0089,1664219579.8583,923.6895,1476495331.4267,789.6625,1187791551.74
20201030,000001.SZ,1971.1198,1699.0497,2085.5002,1680.1714,1684.6133,286.50649999999996,17.0073,2083928481.0,35899528432.27,111.049,1776.784,2453385802.6667,1646.6346,2798949978.8,1587.4334,2359215792.1,1624.1482,2286655604.0,1580.3067,2237188082.0,1426.8672,2143184227.3667,1303.0678,2067776278.48,1241.276,1914393133.1,1196.2547,2163321730.3067,1111.0789,2023332563.1778,981.6455,1655836486.5667,914.2499,1467077437.82,779.8627,1178332323.885
20200930,000001.SZ,1684.6133,1661.293,1786.7784,1621.3154,1674.6189,9.994400000000041,0.5968,2151821111.0,32926198675.38,111.049,1613.542,3361167418.6667,1541.138,2625456682.4,1569.9044,2302458433.6,1595.5775,2257882767.8,1548.5139,2228565378.0,1399.6116,2152039913.1,1283.5284,2060871028.38,1224.7055,1898408030.1167,1180.2712,2153817988.0133,1096.6935,2012119577.3,970.728,1647140071.0917,907.1919,1454869225.8267,771.0715,1168764475.345
20200831,000001.SZ,1674.6189,1495.83,1741.2483,1491.3881,1481.3937,193.22519999999986,13.0435,3124407816.0,45163156180.5,111.049,1525.8133,3253000100.6667,1508.3602,2536516065.2,1568.3625,2251290576.2,1583.5598,2225238572.2667,1524.2405,2211790071.0,1382.0834,2157412439.9,1269.1116,2036757228.02,1211.6633,1887543960.9667,1167.1983,2137085049.2,1086.0623,2006977050.5556,961.5429,1635058408.325,902.0715,1443826514.72,763.6966,1158680143.625
20200731,000001.SZ,1481.3937,1420.3167,1846.7449,1414.7643,1421.4272,59.966499999999996,4.2188,4807273329.0,69415902211.12,111.049,1448.8193,2617018161.6667,1452.9091,2443283189.6,1578.4094,2140773152.4,1559.6397,2141275465.8667,1491.1761,2115536403.7,1368.9636,2138680423.4,1253.8472,1988456591.78,1199.6188,1874391099.9333,1153.8227,2104807370.6933,1076.6996,1983134044.4222,952.827,1613259844.5,897.9902,1425832116.9267,756.3416,1143413989.85
20200630,000001.SZ,1421.4272,1454.7419,1541.3601,1390.3335,1443.637,-22.20979999999986,-1.5385,1827319157.0,23785421169.05,111.049,1461.9295,1583633060.3333,1473.2204,1988256051.0,1600.4645,1913911298.0,1560.6288,1993668554.2,1473.0664,1979420906.55,1369.3718,2132255900.6333,1242.364,1906320921.82,1192.6437,1881498523.8833,1142.7432,2055807121.48,1068.7202,1944173764.5444,945.7214,1579249147.7417,894.7347,1396164153.6733,750.0815,1119832212.625
20200529,000001.SZ,1443.637,1528.0342,1569.1224,1416.9852,1546.9126,-103.27560000000017,-6.6762,1216461999.0,16312734822.33,111.049,1453.9081,1860607820.6667,1528.2322,1919481605.4,1612.9051,2030508416.6,1558.1975,2049934116.4,1460.926,2027062734.15,1369.1213,2170218055.9333,1232.1146,1887275949.54,1189.7925,1932342454.3833,1132.1752,2046431180.64,1059.3654,1931649496.3444,940.028,1570677055.05,894.0754,1386589131.5667,744.2457,1111084997.19
20200430,000001.SZ,1520.7242,1403.9133,1563.3001,1361.3374,1397.3632,123.3610000000001,8.8281,1707118025.0,22442712541.72,109.169,1500.346,2299166366.3333,1598.6708,1979460184.8,1622.7972,2074095810.5,1550.9725,2096268276.5333,1448.4313,2060344659.15,1368.4138,2271273635.5333,1221.5414,1888524517.64,1187.689,1978825005.3833,1121.5913,2044705755.7467,1048.4696,1920680820.9,934.9395,1565655815.1083,891.7872,1381075330.7867,738.3333,1105515913.8
20200331,000001.SZ,1397.3632,1588.409,1707.4032,1300.2028,1582.9505,-185.5872999999999,-11.7241,2658243438.0,36693304167.51,109.169,1558.9333,2224609334.3333,1628.3648,1966065087.2,1621.1596,2069599825.8,1529.5339,2103548072.9333,1427.1127,2084473123.0,1358.6166,2260876248.2667,1207.569,1867676900.6,1186.2786,2048320339.05,1110.1898,2033460914.2667,1036.8619,1904100291.2556,928.9843,1554902749.7167,888.6218,1374298538.3267,732.0945,1097550133.14
20200228,000001.SZ,1582.9505,1527.2743,1716.1367,1527.2743,1696.4863,-113.53580000000011,-6.6924,2532137636.0,37501098787.73,109.169,1691.7556,1843979820.3333,1703.9097,1838263115.2,1613.0051,1990271604.0,1503.9317,2006287475.0667,1408.1272,2053712341.2,1351.4076,2225940928.3667,1196.8205,1835519614.94,1181.6409,2066670386.6,1101.0949,2014587611.5467,1026.574,1877924468.9444,923.8326,1540663710.55,885.954,1360875992.3667,726.6522,1085440084.225
20200123,000001.SZ,1696.4863,1817.6638,1892.9905,1680.1109,1795.83,-99.3436999999999,-5.5319,1483446929.0,24663290817.83,109.169,1720.5034,1546648120.6667,1727.7086,1839566545.0,1604.333,1996374805.8,1473.0151,1976475858.4,1377.2971,2018004902.3,1338.6147,2229140883.0333,1185.7829,1817195030.06,1171.8258,2046162280.6,1090.5764,2002426300.6667,1014.6468,1852995257.6667,917.9332,1524683379.0083,880.4507,1347463659.54,720.2673,1075924779.96
20191231,000001.SZ,1795.83,1675.7441,1848.2312,1660.4605,1669.194,126.63599999999997,7.5867,1516354896.0,24339018914.74,109.169,1746.704,1725243670.3333,1697.5779,2141535227.8,1573.1801,2115160371.9,1438.4906,2062923110.4,1346.5841,2035168445.0,1319.8757,2297562482.2,1172.0445,1825428601.3,1160.0474,2073008370.1833,1078.7776,2004832657.6667,1001.8212,1839549971.8111,911.0548,1518328332.0667,873.9254,1340392135.8,713.2358,1069279196.785
20191129,000001.SZ,1669.194,1784.9132,1903.9074,1657.1854,1775.0879,-105.89390000000003,-5.9656,1640142537.0,26720137958.53,109.169,1715.4089,2066010300.0,1646.9235,2168731436.2,1527.1234,2154672322.4,1398.3514,2087306150.6,1314.4652,2076830652.85,1292.804,2289410958.1333,1155.6658,1817597949.42,1148.8751,2159966674.8,1064.0817,2010996826.52,987.9157,1827118099.3444,902.816,1508985584.175,866.2808,1334735271.0,705.6437,1062114793.085
20191031,000001.SZ,1775.0879,1703.0364,1921.3744,1703.0364,1701.9447,73.14319999999998,4.2976,2019233578.0,33553939986.08,109.169,1674.2885,2517059568.6667,1613.9545,2173134564.4,1480.1184,2172289565.8,1360.0287,2123942468.2667,1288.9439,2110473371.75,1269.29,2275581695.1,1140.3234,1814794637.92,1135.7871,2187307498.7,1050.0856,2015465300.32,975.6287,1812859958.4778,894.8933,1500931387.5083,858.3014,1327840132.7,698.729,1055154864.31
20190930,000001.SZ,1701.9447,1544.7414,1751.0708,1540.3746,1545.833,156.11169999999993,10.0989,2538654785.0,37994867477.51,109.169,1596.7786,2394760355.3333,1522.1004,2142280092.8,1403.9427,2090299655.0,1309.533,2125528749.8667,1264.2407,2137634058.9,1241.5129,2235021703.3667,1123.8607,1821114689.44,1119.2644,2182348157.15,1033.8835,2014930863.0667,962.5122,1794344696.5333,885.5437,1491420269.225,849.6443,1317719143.64,691.1446,1045687406.045
20190830,000001.SZ,1545.833,1534.9161,1661.5522,1422.4721,1542.558,3.275000000000091,0.2123,2993290343.0,43313563820.85,109.169,1530.9133,2102594819.6667,1480.9574,2153183066.6,1345.6684,2044930515.1,1260.4933,2077484354.7333,1253.8255,2241428201.95,1216.8024,2193364361.7667,1111.0795,1875015969.06,1102.9068,2161640199.9167,1018.9525,1995599751.9333,949.8693,1771883841.7889,879.1943,1479999617.4,841.4883,1307589732.86,684.124,1033966818.72
20190731,000001.SZ,1542.558,1529.4577,1588.409,1467.2314,1504.3488,38.20920000000001,2.5399,1652335938.0,23072907184.2,109.169,1454.2415,1726485112.0,1448.7822,2088785516.0,1308.9469,2023617051.7,1229.5861,1999712850.7333,1247.2294,2240072875.6,1198.3782,2121789773.9667,1105.1699,1912709261.94,1089.2813,2132488261.8833,1008.465,1970667955.0133,939.5155,1743843236.2889,872.8413,1463995479.5083,833.5958,1292636094.3867,677.9886,1019489777.485
20190628,000001.SZ,1504.3488,1334.0452,1522.9075,1266.3604,1329.6784,174.67039999999997,13.1363,1662158178.0,21377644710.93,109.169,1438.7986,2040096350.6667,1407.3233,2140613208.6,1274.0653,2046593507.8,1203.6458,2046197058.4,1241.2222,2369862548.05,1179.5393,2092142771.5667,1100.6673,1959770844.36,1076.4446,2127801793.0667,996.9167,1962966939.2,929.0146,1727527515.2333,865.3247,1454954303.2083,825.4217,1286492073.0533,671.9705,1012095509.845
20190531,000001.SZ,1315.8176,1415.2061,1442.2139,1288.8098,1496.2294,-180.41179999999986,-12.0578,1864961220.0,23370285876.27,108.031,1399.0015,2376477821.3333,1346.2823,2171444567.2,1233.0658,2099346420.2,1180.607,2089586307.5333,1227.345,2356514459.5,1161.1709,2080137291.6,1099.3024,2044064441.7,1063.1079,2115046668.4333,986.5627,1963324746.2133,918.5193,1712543089.5111,857.6716,1447712684.2083,816.9854,1278142806.6867,666.344,1005096700.28
20190430,000001.SZ,1496.2294,1386.0377,1603.18,1386.0377,1384.9574,111.27199999999993,8.0343,2593169654.0,36205464667.95,108.031,1405.4833,2391982215.0,1285.785,2038319217.2,1203.2493,2117153078.4,1178.2874,2136085380.9333,1220.6088,2343775590.55,1150.6583,2076282654.5,1095.368,2081950143.12,1052.3684,2095690346.9,980.1116,1951505760.1333,910.0869,1695586939.7111,851.476,1441765466.675,809.5741,1267615207.5267,661.6122,997786889.985
20190329,000001.SZ,1384.9574,1348.2269,1445.4548,1297.4523,1335.2632,49.69419999999991,3.7217,2671302590.0,33645833416.2,108.031,1306.4549,2133030654.0,1210.3793,1936677963.6,1150.2612,2039634998.8,1178.1149,2270843247.0667,1205.7556,2345523921.65,1132.7352,2016149676.8667,1085.3243,2056119775.56,1038.2718,2071341763.3,970.3385,1934274806.6133,900.1965,1669839647.9,843.1366,1429555301.2083,800.8049,1251303229.18,655.958,987134372.45
20190228,000001.SZ,1335.2632,1209.9472,1367.6725,1177.5379,1199.1441,136.11910000000012,11.3514,1911474401.0,22306694152.27,108.031,1182.5794,1642374614.0,1169.1115,1958448587.4,1119.988,1955176518.1,1180.0451,2290501995.4667,1193.2236,2388763537.35,1118.2418,1954835076.1333,1077.4208,2064577969.84,1025.6696,2045555446.7,959.599,1907992572.3333,891.2074,1643333230.9222,835.0782,1415715224.0583,792.6925,1234898162.8067,650.3924,974198592.77
20190131,000001.SZ,1199.1441,1014.4111,1209.9472,988.4837,1013.3308,185.81330000000003,18.3369,1816314971.0,18760030468.84,108.031,1110.5587,1700204275.6667,1140.8074,1952573807.0,1101.807,1998988983.3,1185.8551,2446278994.5333,1175.6443,2356780276.0,1106.8715,1949074795.3,1073.2255,2161025545.28,1014.246,2031815125.55,947.969,1885563329.7733,883.0935,1627405829.7111,826.7816,1410099300.6333,785.0515,1224506540.4,645.1167,965061736.74
20181228,000001.SZ,1013.3308,1144.0483,1151.6105,994.9655,1119.2012,-105.87040000000002,-9.4595,1199334470.0,11974162200.99,108.031,1103.7167,2021484521.6667,1119.8494,2027248273.2,1097.7694,2048657177.7,1187.6993,2418204423.6,1163.8758,2327227759.75,1099.0258,1920068666.0333,1066.9208,2190311085.28,1005.3538,2015939124.6,938.3275,1864210734.92,876.6876,1612646148.5556,819.4787,1403090240.5083,778.5215,1215921662.2067,640.4644,956897071.55
20181130,000001.SZ,1119.2012,1187.2607,1205.626,1097.595,1178.6182,-59.416999999999916,-5.0412,2084963386.0,22211058962.23,108.031,1163.854,2249073198.0,1120.7136,2195986939.6,1124.5387,2184968462.8,1198.8834,2445594381.6667,1160.298,2307382727.55,1095.6279,1903736717.1667,1062.3287,2200757857.58,1000.3857,2016662645.6667,931.1024,1852251867.72,872.2385,1604101344.2222,813.5387,1397467725.0083,773.08,1211087685.8867,636.634,951108958.345
20181031,000001.SZ,1178.6182,1155.9317,1238.0353,1047.9007,1193.7426,-15.12440000000015,-1.267,2780155709.0,29608782523.25,108.031,1155.5716,2283981170.0,1090.1431,2142592034.0,1161.9827,2437925888.8,1204.2144,2481805907.6667,1152.3694,2267581285.1,1088.5624,1857587598.6667,1054.3545,2184982136.88,994.9667,2008913911.2333,922.9731,1828299137.52,866.8485,1585663722.8889,807.6502,1382837825.8083,766.681,1198808088.6733,632.3205,941050869.47
20180928,000001.SZ,1193.7426,1090.0328,1217.5094,1045.7401,1094.354,99.3886,9.0819,1882100499.0,19428419455.2,108.031,1101.9162,2038271867.6667,1070.8646,1951904448.8,1185.5118,2456528699.5,1201.2609,2532201854.0,1143.0938,2170876135.1,1079.5737,1794084759.8,1045.3482,2154262503.92,988.8494,1990310044.4833,914.4873,1794875344.0933,861.0137,1565916946.7889,802.4616,1361284916.9333,759.9642,1182237125.0533,627.9194,927417320.06
20180831,000001.SZ,1094.354,1017.652,1126.7633,933.3878,1017.652,76.702,7.5372,2189687302.0,20886716953.78,108.031,1026.1183,2016901320.6667,1062.8066,2045404159.6,1208.379,2693131588.3,1187.2566,2491515765.6667,1132.2763,2114917403.45,1070.2815,1773977756.6333,1036.9205,2144043450.12,980.5143,1991919495.5,905.8285,1775080489.0933,854.1651,1553598417.7222,797.2846,1348416556.5,753.0649,1170854779.0667,623.5852,918288888.06
20180731,000001.SZ,1017.652,977.6806,1036.0173,912.8619,982.0018,35.65020000000004,3.6304,2043027802.0,18327371699.21,108.031,1022.0755,1895911481.0,1075.6894,2070066082.2,1221.6242,2613682498.8,1178.5513,2427220921.9333,1125.2235,2070532727.3,1061.2064,1723146085.6667,1029.1163,2118186718.08,972.5998,1988346008.3333,898.7487,1750643456.52,848.361,1533849197.7,792.5986,1332901968.175,746.7932,1157267803.66,619.7954,908036347.595
20180629,000001.SZ,966.3488,1079.0364,1111.9921,942.9608,1082.2256,-115.8768,-10.7073,1817988858.0,17912513913.26,106.309,1067.3423,1998101898.0,1128.3637,2173949986.0,1237.9683,2570398102.7,1173.4927,2344514656.8667,1124.3628,2055847442.55,1055.9494,1690057797.4333,1022.1923,2091397800.6,964.9712,1987281391.3667,893.108,1728107885.8667,843.1618,1516597481.2,789.9051,1318666978.7667,740.9827,1144232008.26,616.26,898062198.2
20180531,000001.SZ,1082.2256,1166.2097,1193.8501,1065.2162,1153.4526,-71.22700000000009,-6.1751,1826717783.0,19652776154.27,106.309,1131.4821,2163104583.6667,1233.8223,2733259743.6,1261.25,2651412844.5,1173.1116,2309244368.8,1123.9722,2004407015.9,1058.1067,1683321781.9,1015.8739,2077683116.2,958.5673,1975128601.2333,887.7445,1710763739.2,838.7241,1502000471.5111,788.646,1307899938.0583,735.4927,1132884248.6267,612.9763,889250311.695
20180427,000001.SZ,1153.4526,1155.5788,1269.3295,1117.3076,1158.7681,-5.315499999999929,-0.4587,2349599053.0,26556911800.6,106.309,1197.7481,2408347763.0,1300.1591,2961152950.2,1266.4591,2822350556.6,1167.1702,2243866697.2,1117.3687,1954664355.15,1055.6848,1685602038.8333,1006.8059,2063631232.42,953.1847,1963406731.0833,881.5014,1692669313.4,833.2382,1493387239.6333,786.0956,1298050740.4333,729.2384,1121859546.0067,609.2496,880474531.555
